cui1,rel,cui2_raw,cui2_resolved,rela,sab,cui2_name
C0878544,RO,A31761991,C0014582,contraindicated_with_disease,MED-RT,epirubicin
C0878544,RO,A31757159,C0700582,contraindicated_with_disease,MED-RT,epirubicin hydrochloride
C0878544,RO,A36966929,C5418800,may_treat,MED-RT,acoramidis
C0878544,RO,A36966673,C5555442,may_treat,MED-RT,acoramidis hydrochloride
C0878588,RO,A24709722,C3712232,contraindicated_with_disease,MED-RT,eluxadoline
C0878773,RO,A16794315,C0077408,may_treat,MED-RT,trospium chloride
C0878773,RO,A10339674,C0529351,may_treat,MED-RT,darifenacin
C0878773,RO,A31706373,C0772089,may_treat,MED-RT,trospium
C0878773,RO,A31707508,C1099677,may_treat,MED-RT,solifenacin
C0878773,RO,A19985117,C1509436,may_treat,MED-RT,solifenacin succinate
C0878773,RO,A16795969,C1577176,may_treat,MED-RT,darifenacin hydrobromide
C0878773,RO,A26696264,C2719767,may_treat,MED-RT,onabotulinumtoxinA
C0878773,RO,A20837597,C2983812,may_treat,MED-RT,mirabegron
C0878773,RO,A32506921,C4279743,may_treat,MED-RT,vibegron
C0879399,RO,A28935811,C0003392,therapeutic_class_of,MED-RT,Antineoplastic Agent
C0879427,RO,A28935811,C0003392,therapeutic_class_of,MED-RT,Antineoplastic Agent
C0883242,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0883242,RO,A30275352,C4722075,therapeutic_class_of,MED-RT,Immunological Agents
C0886530,RO,A0022870,C0002598,has_contraindicated_class,MED-RT,Amiodarone
C0886530,RO,A28936459,C0003451,therapeutic_class_of,MED-RT,Antiviral Agent
C0886530,RO,A0048863,C0012291,has_contraindicated_class,MED-RT,Dihydroergotamine
C0886530,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0886530,RO,A0055636,C0014704,has_contraindicated_class,MED-RT,Ergonovine
C0886530,RO,A0055647,C0014710,has_contraindicated_class,MED-RT,Ergotamine
C0886530,RO,A2031728,C0014711,has_contraindicated_class,MED-RT,Ergotamines
C0886530,RO,A0085921,C0025760,has_contraindicated_class,MED-RT,Methylergonovine
C0886530,RO,A0086639,C0026056,has_contraindicated_class,MED-RT,Midazolam
C0886530,RO,A0100521,C0031485,has_contraindicated_drug,MED-RT,Phenylketonurias
C0886530,RO,A0101654,C0031935,has_contraindicated_class,MED-RT,Pimozide
C0886530,RO,A0108637,C0034414,has_contraindicated_class,MED-RT,Quinidine
C0886530,RO,A0128231,C0040879,has_contraindicated_class,MED-RT,Triazolam
C0886530,RO,A0673817,C0072916,has_contraindicated_class,MED-RT,Cisapride
C0886530,RO,A0795905,C0074554,has_contraindicated_class,MED-RT,Simvastatin
C0886530,RO,A0027307,C0085170,has_contraindicated_class,MED-RT,Astemizole
C0886549,RO,A28935811,C0003392,therapeutic_class_of,MED-RT,Antineoplastic Agent
C0886549,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0886549,RO,A0077861,C0022925,has_contraindicated_drug,MED-RT,Lactation
C0886549,RO,A0091971,C0027947,has_contraindicated_drug,MED-RT,Neutropenia
C0886549,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0886549,RO,A0125740,C0040034,has_contraindicated_drug,MED-RT,Thrombocytopenia
C0886584,RO,A28935811,C0003392,therapeutic_class_of,MED-RT,Antineoplastic Agent
C0886584,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0886592,RO,A0070926,C0020517,has_contraindicated_drug,MED-RT,Hypersensitivity
C0886592,RO,A0080699,C0023895,has_contraindicated_drug,MED-RT,Liver Diseases
C0886592,RO,A0101654,C0031935,has_contraindicated_class,MED-RT,Pimozide
C0886592,RO,A28939259,C0279516,therapeutic_class_of,MED-RT,Antibacterial Agent
C0886642,RO,A28936513,C0003289,therapeutic_class_of,MED-RT,Antidepressive Agent
C0886642,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0886642,RO,A0101654,C0031935,has_contraindicated_class,MED-RT,Pimozide
C0886642,RO,A0014326,C0039943,has_contraindicated_class,MED-RT,Thioridazine
C0886642,RO,A28936349,C2756978,has_contraindicated_mechanism_of_action,MED-RT,Monoamine Oxidase Inhibitors
C0886658,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0886658,RO,A30275382,C4722060,therapeutic_class_of,MED-RT,Ophthalmic Agents
C0886765,RO,A28935620,C0003195,therapeutic_class_of,MED-RT,Anti-arrhythmic Agent
C0886765,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0886765,RO,A0066389,C0018794,has_contraindicated_drug,MED-RT,Heart Block
C0886809,RO,A12994697,C0002994,has_contraindicated_drug,MED-RT,Angioedema
C0886809,RO,A28939656,C0007220,therapeutic_class_of,MED-RT,Cardiovascular Agent
C0886809,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0886809,RO,A0070580,C0020428,has_contraindicated_drug,MED-RT,Hyperaldosteronism
C0886809,RO,A0071436,C0020649,has_contraindicated_drug,MED-RT,Hypotension
C0886809,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0886855,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0886883,RO,A28936513,C0003289,therapeutic_class_of,MED-RT,Antidepressive Agent
C0886883,RO,A28936584,C0003299,therapeutic_class_of,MED-RT,Anti-epileptic Agent
C0886883,RO,A1639719,C0007795,has_contraindicated_drug,MED-RT,Diffuse Cerebral Sclerosis of Schilder
C0886883,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0886883,RO,A0080699,C0023895,has_contraindicated_drug,MED-RT,Liver Diseases
C0886883,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0886883,RO,A0291010,C0085605,has_contraindicated_drug,MED-RT,Liver Failure
C0886883,RO,A16998389,C0154246,has_contraindicated_drug,MED-RT,"Urea Cycle Disorders, Inborn"
C0886883,RO,A28934618,C0242911,therapeutic_class_of,MED-RT,Antimanic Agent
C0887016,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887016,RO,A28934872,C0282686,therapeutic_class_of,MED-RT,Respiratory System Agent
C0887052,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887052,RO,A28935484,C1136254,therapeutic_class_of,MED-RT,Antimicrobial Agent
C0887127,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887127,RO,A0055269,C0014544,has_contraindicated_drug,MED-RT,Epilepsy
C0887127,RO,A28940607,C0017173,therapeutic_class_of,MED-RT,Gastrointestinal Agent
C0887127,RO,A0062237,C0017181,has_contraindicated_drug,MED-RT,Gastrointestinal Hemorrhage
C0887127,RO,A0075114,C0021843,has_contraindicated_drug,MED-RT,Intestinal Obstruction
C0887127,RO,A0075121,C0021845,has_contraindicated_drug,MED-RT,Intestinal Perforation
C0887127,RO,A0100544,C0031511,has_contraindicated_drug,MED-RT,Pheochromocytoma
C0887128,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887128,RO,A0055269,C0014544,has_contraindicated_drug,MED-RT,Epilepsy
C0887128,RO,A28940607,C0017173,therapeutic_class_of,MED-RT,Gastrointestinal Agent
C0887128,RO,A0062237,C0017181,has_contraindicated_drug,MED-RT,Gastrointestinal Hemorrhage
C0887128,RO,A0070926,C0020517,has_contraindicated_drug,MED-RT,Hypersensitivity
C0887128,RO,A0075114,C0021843,has_contraindicated_drug,MED-RT,Intestinal Obstruction
C0887128,RO,A0075121,C0021845,has_contraindicated_drug,MED-RT,Intestinal Perforation
C0887128,RO,A0100544,C0031511,has_contraindicated_drug,MED-RT,Pheochromocytoma
C0887175,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887175,RO,A28939259,C0279516,therapeutic_class_of,MED-RT,Antibacterial Agent
C0887187,RO,A28936840,C0003209,therapeutic_class_of,MED-RT,Anti-inflammatory Agent
C0887187,RO,A0027339,C0004096,has_contraindicated_drug,MED-RT,Asthma
C0887187,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887187,RO,A0104492,C0032981,has_contraindicated_drug,MED-RT,"Pregnancy Trimester, Third"
C0887187,RO,A0104499,C0032984,has_contraindicated_drug,MED-RT,"Pregnancy, Abdominal"
C0887187,RO,A0112062,C0035455,has_contraindicated_drug,MED-RT,Rhinitis
C0887187,RO,A0032850,C0085129,has_contraindicated_drug,MED-RT,Bronchial Hyperreactivity
C0887187,RO,A30275408,C4722089,therapeutic_class_of,MED-RT,Analgesics
C0887323,RO,A28941299,C0003191,therapeutic_class_of,MED-RT,Antirheumatic Agent
C0887323,RO,A28936840,C0003209,therapeutic_class_of,MED-RT,Anti-inflammatory Agent
C0887323,RO,A0042903,C0010055,has_contraindicated_drug,MED-RT,Coronary Artery Bypass
C0887323,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887323,RO,A0070926,C0020517,has_contraindicated_drug,MED-RT,Hypersensitivity
C0887323,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0887323,RO,A28936441,C2267003,has_contraindicated_physiologic_effect,MED-RT,Increased Immunologic Activity
C0887323,RO,A30275408,C4722089,therapeutic_class_of,MED-RT,Analgesics
C0887411,RO,A28935531,C0003449,therapeutic_class_of,MED-RT,Antitussive Agent
C0887411,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887411,RO,A0087671,C0026457,has_contraindicated_class,MED-RT,Monoamine Oxidase Inhibitors
C0887411,RO,A28936349,C2756978,has_contraindicated_mechanism_of_action,MED-RT,Monoamine Oxidase Inhibitors
C0887422,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887422,RO,A28939259,C0279516,therapeutic_class_of,MED-RT,Antibacterial Agent
C0887458,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887458,RO,A0077861,C0022925,has_contraindicated_drug,MED-RT,Lactation
C0887458,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0887458,RO,A30275371,C4722030,therapeutic_class_of,MED-RT,Genitourinary Agents
C0887525,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887525,RO,A28939259,C0279516,therapeutic_class_of,MED-RT,Antibacterial Agent
C0887551,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887551,RO,A0098689,C0030842,has_contraindicated_class,MED-RT,Penicillins
C0887557,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887581,RO,A0028806,C0004623,has_contraindicated_drug,MED-RT,Bacterial Infections
C0887581,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887581,RO,A30275408,C4722089,therapeutic_class_of,MED-RT,Analgesics
C0887621,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887621,RO,A30275400,C4722058,therapeutic_class_of,MED-RT,Anesthetics
C0887647,RO,A28939259,C0279516,therapeutic_class_of,MED-RT,Antibacterial Agent
C0887682,RO,A28935811,C0003392,therapeutic_class_of,MED-RT,Antineoplastic Agent
C0887700,RO,A0021617,C0002063,has_contraindicated_drug,MED-RT,Alkalosis
C0887700,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887700,RO,A0052723,C0013604,has_contraindicated_drug,MED-RT,Edema
C0887700,RO,A0070806,C0020488,has_contraindicated_drug,MED-RT,Hypernatremia
C0887700,RO,A0071174,C0020598,has_contraindicated_drug,MED-RT,Hypocalcemia
C0887700,RO,A0107751,C0034063,has_contraindicated_drug,MED-RT,Pulmonary Edema
C0887700,RO,A30275370,C4722078,therapeutic_class_of,MED-RT,Therapeutic Nutrients/Minerals/Electrolytes
C0887732,RO,A0021640,C0002073,has_contraindicated_class,MED-RT,Alkylating Agents
C0887732,RO,A28941299,C0003191,therapeutic_class_of,MED-RT,Antirheumatic Agent
C0887732,RO,A28936840,C0003209,therapeutic_class_of,MED-RT,Anti-inflammatory Agent
C0887732,RO,A0037980,C0008163,has_contraindicated_class,MED-RT,Chlorambucil
C0887732,RO,A0044511,C0010583,has_contraindicated_class,MED-RT,Cyclophosphamide
C0887732,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887732,RO,A0084523,C0025241,has_contraindicated_class,MED-RT,Melphalan
C0887732,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0887732,RO,A0104499,C0032984,has_contraindicated_drug,MED-RT,"Pregnancy, Abdominal"
C0887732,RO,A28934364,C2756975,has_contraindicated_mechanism_of_action,MED-RT,Alkylating Activity
C0887732,RO,A30275352,C4722075,therapeutic_class_of,MED-RT,Immunological Agents
C0887741,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0887741,RO,A28934872,C0282686,therapeutic_class_of,MED-RT,Respiratory System Agent
C0887833,RO,A10337307,C0045093,may_treat,MED-RT,gemcitabine
C0887833,RO,A31706358,C0771488,may_treat,MED-RT,gemcitabine hydrochloride
C0888138,RO,A28940607,C0017173,therapeutic_class_of,MED-RT,Gastrointestinal Agent
C0888195,RO,A28934458,C0358514,therapeutic_class_of,MED-RT,Diagnostic Agent
C0888973,RO,A30275408,C4722089,therapeutic_class_of,MED-RT,Analgesics
C0888974,RO,A30275408,C4722089,therapeutic_class_of,MED-RT,Analgesics
C0888983,RO,A30275408,C4722089,therapeutic_class_of,MED-RT,Analgesics
C0888984,RO,A30275408,C4722089,therapeutic_class_of,MED-RT,Analgesics
C0889299,RO,A28936840,C0003209,therapeutic_class_of,MED-RT,Anti-inflammatory Agent
C0889299,RO,A0037663,C0008049,has_contraindicated_drug,MED-RT,Chickenpox
C0889299,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0889299,RO,A0057478,C0015404,has_contraindicated_drug,MED-RT,"Eye Infections, Bacterial"
C0889299,RO,A0057479,C0015405,has_contraindicated_drug,MED-RT,"Eye Infections, Fungal"
C0889299,RO,A0067774,C0019348,has_contraindicated_drug,MED-RT,Herpes Simplex
C0889299,RO,A0076973,C0019357,has_contraindicated_drug,MED-RT,"Keratitis, Herpetic"
C0889299,RO,A0076966,C0022568,has_contraindicated_drug,MED-RT,Keratitis
C0889299,RO,A0089175,C0026946,has_contraindicated_drug,MED-RT,Mycoses
C0889299,RO,A0131136,C0042214,has_contraindicated_drug,MED-RT,Vaccinia
C0889299,RO,A30275369,C4721697,therapeutic_class_of,MED-RT,"Hormonal Agents, Stimulant/Replacement/Modifying (Adrenal)"
C0889299,RO,A30275382,C4722060,therapeutic_class_of,MED-RT,Ophthalmic Agents
C0891604,RO,A28936513,C0003289,therapeutic_class_of,MED-RT,Antidepressive Agent
C0891604,RO,A0042919,C0010068,has_contraindicated_drug,MED-RT,Coronary Disease
C0891604,RO,A0046009,C0011175,has_contraindicated_drug,MED-RT,Dehydration
C0891604,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0891604,RO,A0071307,C0020625,has_contraindicated_drug,MED-RT,Hyponatremia
C0891604,RO,A0077214,C0022658,has_contraindicated_drug,MED-RT,Kidney Diseases
C0891604,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0891604,RO,A28934618,C0242911,therapeutic_class_of,MED-RT,Antimanic Agent
C0892282,RO,A28937598,C0003158,therapeutic_class_of,MED-RT,Antihelminthic Agent
C0892282,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0892285,RO,A28937598,C0003158,therapeutic_class_of,MED-RT,Antihelminthic Agent
C0892285,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0893383,RO,A28934458,C0358514,therapeutic_class_of,MED-RT,Diagnostic Agent
C0893761,RO,A28936584,C0003299,therapeutic_class_of,MED-RT,Anti-epileptic Agent
C0894727,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0894727,RO,A28939259,C0279516,therapeutic_class_of,MED-RT,Antibacterial Agent
C0903411,RO,A28938338,C0003374,therapeutic_class_of,MED-RT,Antimalarial Agent
C0903411,RO,A28941289,C0003416,therapeutic_class_of,MED-RT,Antiprotozoal Agent
C0903898,RO,A6954645,C0011854,has_contraindicated_drug,MED-RT,"Diabetes Mellitus, Type 1"
C0903898,RO,A0047924,C0011880,has_contraindicated_drug,MED-RT,Diabetic Ketoacidosis
C0903898,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0903898,RO,A30275398,C4722052,therapeutic_class_of,MED-RT,Blood Glucose Regulators
C0905464,RO,A28939656,C0007220,therapeutic_class_of,MED-RT,Cardiovascular Agent
C0905464,RO,A0066389,C0018794,has_contraindicated_drug,MED-RT,Heart Block
C0905464,RO,A12985263,C0018801,has_contraindicated_drug,MED-RT,Heart Failure
C0905464,RO,A0070991,C0020542,has_contraindicated_drug,MED-RT,"Hypertension, Pulmonary"
C0905464,RO,A0116150,C0036980,has_contraindicated_drug,MED-RT,"Shock, Cardiogenic"
C0905464,RO,A0116372,C0037052,has_contraindicated_drug,MED-RT,Sick Sinus Syndrome
C0905464,RO,A0032418,C0428977,has_contraindicated_drug,MED-RT,Bradycardia
C0907349,RO,A28935811,C0003392,therapeutic_class_of,MED-RT,Antineoplastic Agent
C0907402,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0907402,RO,A0071248,C0020615,has_contraindicated_drug,MED-RT,Hypoglycemia
C0907402,RO,A30275398,C4722052,therapeutic_class_of,MED-RT,Blood Glucose Regulators
C0907410,RO,A0040700,C0009262,has_contraindicated_class,MED-RT,Colchicine
C0907410,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0907410,RO,A0077214,C0022658,has_contraindicated_drug,MED-RT,Kidney Diseases
C0907410,RO,A0080699,C0023895,has_contraindicated_drug,MED-RT,Liver Diseases
C0907410,RO,A0088969,C0026896,has_contraindicated_drug,MED-RT,Myasthenia Gravis
C0907410,RO,A0101654,C0031935,has_contraindicated_class,MED-RT,Pimozide
C0907410,RO,A0673817,C0072916,has_contraindicated_class,MED-RT,Cisapride
C0907410,RO,A28939259,C0279516,therapeutic_class_of,MED-RT,Antibacterial Agent
C0907410,RO,A28393029,C2717837,has_contraindicated_drug,MED-RT,"Drug-Induced Liver Injury, Chronic"
C0907410,RO,A31642761,C0024027,contraindicated_class_of,MED-RT,lovastatin
C0907410,RO,A31695297,C0028094,contraindicated_class_of,MED-RT,nimodipine
C0907410,RO,A31706897,C0064113,contraindicated_class_of,MED-RT,itraconazole
C0907410,RO,A31760799,C0074554,contraindicated_class_of,MED-RT,simvastatin
C0907410,RO,A16949976,C0766326,contraindicated_class_of,MED-RT,dronedarone
C0907410,RO,A31712771,C1880412,contraindicated_class_of,MED-RT,dronedarone hydrochloride
C0907850,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0907850,RO,A28934872,C0282686,therapeutic_class_of,MED-RT,Respiratory System Agent
C0908935,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0908935,RO,A28934872,C0282686,therapeutic_class_of,MED-RT,Respiratory System Agent
C0909381,RO,A0023661,C0002871,has_contraindicated_drug,MED-RT,Anemia
C0909381,RO,A28936459,C0003451,therapeutic_class_of,MED-RT,Antiviral Agent
C0909381,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0909381,RO,A0091971,C0027947,has_contraindicated_drug,MED-RT,Neutropenia
C0909381,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0909381,RO,A0125740,C0040034,has_contraindicated_drug,MED-RT,Thrombocytopenia
C0909839,RO,A28936459,C0003451,therapeutic_class_of,MED-RT,Antiviral Agent
C0909839,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0910661,RO,A30275428,C4722090,therapeutic_class_of,MED-RT,Dermatological Agents
C0913246,RO,A28936840,C0003209,therapeutic_class_of,MED-RT,Anti-inflammatory Agent
C0913246,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0913246,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0913469,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0913469,RO,A30275409,C4722051,therapeutic_class_of,MED-RT,"Hormonal Agents, Suppressant (Pituitary)"
C0913506,RO,A0040833,C0009324,has_contraindicated_drug,MED-RT,"Colitis, Ulcerative"
C0913506,RO,A0043748,C0010346,has_contraindicated_drug,MED-RT,Crohn Disease
C0913506,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0913506,RO,A28940607,C0017173,therapeutic_class_of,MED-RT,Gastrointestinal Agent
C0913506,RO,A0075114,C0021843,has_contraindicated_drug,MED-RT,Intestinal Obstruction
C0913506,RO,A0075121,C0021845,has_contraindicated_drug,MED-RT,Intestinal Perforation
C0913506,RO,A0084320,C0025162,has_contraindicated_drug,MED-RT,"Megacolon, Toxic"
C0914729,RO,A0023886,C0002963,has_contraindicated_drug,MED-RT,"Angina Pectoris, Variant"
C0914729,RO,A28936841,C0007680,therapeutic_class_of,MED-RT,Central Nervous System Agent
C0914729,RO,A0075869,C0007787,has_contraindicated_drug,MED-RT,"Ischemic Attack, Transient"
C0914729,RO,A0040283,C0009088,has_contraindicated_drug,MED-RT,Cluster Headache
C0914729,RO,A0042930,C0010073,has_contraindicated_drug,MED-RT,Coronary Vasospasm
C0914729,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0914729,RO,A0055647,C0014710,has_contraindicated_class,MED-RT,Ergotamine
C0914729,RO,A0070978,C0020538,has_contraindicated_drug,MED-RT,Hypertension
C0914729,RO,A0089429,C0027051,has_contraindicated_drug,MED-RT,Myocardial Infarction
C0914729,RO,A12985603,C0038454,has_contraindicated_drug,MED-RT,Stroke
C0914729,RO,A0099481,C0085096,has_contraindicated_drug,MED-RT,Peripheral Vascular Diseases
C0914729,RO,A8397359,C0154723,has_contraindicated_drug,MED-RT,Migraine with Aura
C0914729,RO,A28936349,C2756978,has_contraindicated_mechanism_of_action,MED-RT,Monoamine Oxidase Inhibitors
C0916062,RO,A28939656,C0007220,therapeutic_class_of,MED-RT,Cardiovascular Agent
C0916062,RO,A30275399,C4722027,therapeutic_class_of,MED-RT,Blood Products/Modifiers/Volume Expanders
C0916906,RO,A28939656,C0007220,therapeutic_class_of,MED-RT,Cardiovascular Agent
C0916906,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0916906,RO,A0066389,C0018794,has_contraindicated_drug,MED-RT,Heart Block
C0916906,RO,A0116150,C0036980,has_contraindicated_drug,MED-RT,"Shock, Cardiogenic"
C0917796,RO,A31749633,C0037533,contraindicated_with_disease,MED-RT,sodium nitroprusside
C0917801,RO,A31686592,C0006213,may_treat,MED-RT,bromazepam
C0917801,RO,A31671596,C0008221,may_treat,MED-RT,chlormethiazole
C0917801,RO,A31764579,C0025627,may_treat,MED-RT,methaqualone
C0917801,RO,A31643169,C0028126,may_treat,MED-RT,nitrazepam
C0917801,RO,A31664317,C0041249,may_treat,MED-RT,tryptophan
C0917801,RO,A17479515,C0054249,may_treat,MED-RT,butobarbital
C0917801,RO,A17484419,C0055373,may_treat,MED-RT,clomethiazole edisylate
C0917801,RO,A10337454,C0065185,may_treat,MED-RT,lormetazepam
C0917801,RO,A10337901,C0076660,may_treat,MED-RT,tibolone
C0917859,RO,A30275421,C4722091,therapeutic_class_of,MED-RT,Anxiolytics
C0919267,RO,A31636699,C0008163,may_treat,MED-RT,chlorambucil
C0919267,RO,A31689308,C0008838,may_treat,MED-RT,cisplatin
C0919267,RO,A31637402,C0010583,may_treat,MED-RT,cyclophosphamide
C0919267,RO,A31743315,C0013089,may_treat,MED-RT,doxorubicin
C0919267,RO,A31658863,C0019453,may_treat,MED-RT,altretamine
C0919267,RO,A10338281,C0020402,may_treat,MED-RT,hydroxyurea
C0919267,RO,A31693983,C0020823,may_treat,MED-RT,ifosfamide
C0919267,RO,A31694990,C0025241,may_treat,MED-RT,melphalan
C0919267,RO,A31642858,C0025506,may_prevent,MED-RT,mestranol
C0919267,RO,A31629109,C0039871,may_treat,MED-RT,thiotepa
C0919267,RO,A31681839,C0041920,may_treat,MED-RT,uracil mustard
C0919267,RO,A10337307,C0045093,may_treat,MED-RT,gemcitabine
C0919267,RO,A16495596,C0060787,contraindicated_with_disease,MED-RT,follitropin beta
C0919267,RO,A10337609,C0069717,may_treat,MED-RT,oxaliplatin
C0919267,RO,A10337970,C0078257,may_treat,MED-RT,vinorelbine
C0919267,RO,A31657652,C0079083,may_treat,MED-RT,carboplatin
C0919267,RO,A31640624,C0085272,may_treat,MED-RT,leuprolide
C0919267,RO,A31746413,C0144576,may_treat,MED-RT,paclitaxel
C0919267,RO,A31711800,C0146224,may_treat,MED-RT,topotecan
C0919267,RO,A10338269,C0246415,may_treat,MED-RT,docetaxel
C0919267,RO,A31734440,C0377401,may_treat,MED-RT,vinorelbine tartrate
C0919267,RO,A31683606,C0392428,may_treat,MED-RT,chromic phosphate P32
C0919267,RO,A31633149,C0546861,may_treat,MED-RT,doxorubicin hydrochloride
C0919267,RO,A31687499,C0700596,may_treat,MED-RT,leuprolide acetate
C0919267,RO,A16790795,C0724564,may_treat,MED-RT,cyclophosphamide lyophilized
C0919267,RO,A31636421,C0733758,contraindicated_with_disease,MED-RT,follicle stimulating hormone
C0919267,RO,A31636718,C0771055,may_treat,MED-RT,melphalan hydrochloride
C0919267,RO,A31632239,C0771375,may_treat,MED-RT,docetaxel anhydrous
C0919267,RO,A31706358,C0771488,may_treat,MED-RT,gemcitabine hydrochloride
C0919267,RO,A10381490,C0796392,may_treat,MED-RT,bevacizumab
C0919267,RO,A31724454,C0886549,may_treat,MED-RT,topotecan hydrochloride
C0919267,RO,A36392834,C0887682,may_treat,MED-RT,cyclophosphamide monohydrate
C0919267,RO,A16788379,C0937609,contraindicated_with_disease,MED-RT,choriogonadotropin alfa
C0919267,RO,A31657593,C1268876,contraindicated_with_disease,MED-RT,follitropin alfa
C0919267,RO,A19732176,C1522690,may_treat,MED-RT,doxorubicin hydrochloride liposome
C0919267,RO,A31685869,C1880207,may_treat,MED-RT,cyclophosphamide anhydrous
C0919267,RO,A16791064,C1961039,may_treat,MED-RT,paclitaxel protein-bound
C0919267,RO,A24636023,C2316164,may_treat,MED-RT,olaparib
C0919267,RO,A28204184,C2744440,may_treat,MED-RT,niraparib
C0919267,RO,A27418541,C3661315,may_treat,MED-RT,rucaparib
C0919267,RO,A24171724,C3860151,contraindicated_with_disease,MED-RT,"follicle stimulating hormone, porcine"
C0919267,RO,A27420707,C4294472,may_treat,MED-RT,rucaparib camsylate
C0919267,RO,A35561424,C4476274,may_treat,MED-RT,niraparib tosylate
C0919267,RO,A35660593,C4524505,may_treat,MED-RT,niraparib tosylate monohydrate
C0919267,RO,A29373652,C4529301,may_treat,MED-RT,bevacizumab-awwb
C0919267,RO,A31524016,C5188106,may_treat,MED-RT,bevacizumab-bvzr
C0919267,RO,A33949288,C5455243,may_treat,MED-RT,leuprolide mesylate
