cui1,rel,cui2_raw,cui2_resolved,rela,sab,cui2_name
C0013182,RO,A10336882,C0052429,contraindicated_with_disease,MED-RT,artemether
C0013182,RO,A10337826,C0052585,contraindicated_with_disease,MED-RT,sparfloxacin
C0013182,RO,A10336885,C0052657,contraindicated_with_disease,MED-RT,attapulgite
C0013182,RO,A10336889,C0052759,contraindicated_with_disease,MED-RT,azatadine
C0013182,RO,A16791846,C0052761,contraindicated_with_disease,MED-RT,azelaic acid
C0013182,RO,A10336891,C0052762,contraindicated_with_disease,MED-RT,azelastine
C0013182,RO,A28617033,C0052882,contraindicated_with_disease,MED-RT,bacitracin A
C0013182,RO,A10336896,C0052940,contraindicated_with_disease,MED-RT,balsalazide
C0013182,RO,A10336902,C0052993,contraindicated_with_disease,MED-RT,basic aluminum carbonate gel
C0013182,RO,A10336904,C0053091,contraindicated_with_disease,MED-RT,benazepril
C0013182,RO,A31722078,C0053114,contraindicated_with_disease,MED-RT,benoxinate
C0013182,RO,A29793924,C0053154,contraindicated_with_disease,MED-RT,cloxacillin benzathine
C0013182,RO,A21262446,C0053155,contraindicated_with_disease,MED-RT,penicillin V benzathine
C0013182,RO,A16788054,C0053156,contraindicated_with_disease,MED-RT,benztropine mesylate
C0013182,RO,A10336911,C0053229,contraindicated_with_disease,MED-RT,benzonatate
C0013182,RO,A29184565,C0053230,contraindicated_with_disease,MED-RT,benznidazole
C0013182,RO,A18538895,C0053245,contraindicated_with_disease,MED-RT,benzthiazide
C0013182,RO,A10336916,C0053284,contraindicated_with_disease,MED-RT,benzquinamide
C0013182,RO,A31634931,C0053327,contraindicated_with_disease,MED-RT,benzylpenicilloyl polylysine
C0013182,RO,A17038219,C0053523,contraindicated_with_disease,MED-RT,betamethasone dipropionate
C0013182,RO,A31704546,C0053526,contraindicated_with_disease,MED-RT,bethanechol
C0013182,RO,A10336937,C0053789,contraindicated_with_disease,MED-RT,bismuth subcarbonate
C0013182,RO,A10336938,C0053790,contraindicated_with_disease,MED-RT,bismuth subgallate
C0013182,RO,A10336939,C0053791,contraindicated_with_disease,MED-RT,bismuth subnitrate
C0013182,RO,A10336940,C0053792,contraindicated_with_disease,MED-RT,bismuth subsalicylate
C0013182,RO,A31756754,C0053799,contraindicated_with_disease,MED-RT,bisoprolol
C0013182,RO,A10336943,C0053817,contraindicated_with_disease,MED-RT,bitolterol
C0013182,RO,A10337015,C0053882,contraindicated_with_disease,MED-RT,cefprozil
C0013182,RO,A31669881,C0054015,contraindicated_with_disease,MED-RT,nesiritide
C0013182,RO,A10336949,C0054040,contraindicated_with_disease,MED-RT,bretylium
C0013182,RO,A10336955,C0054120,contraindicated_with_disease,MED-RT,bromodiphenhydramine
C0013182,RO,A31635093,C0054201,contraindicated_with_disease,MED-RT,budesonide
C0013182,RO,A10336965,C0054234,contraindicated_with_disease,MED-RT,butalbital
C0013182,RO,A10336972,C0054259,contraindicated_with_disease,MED-RT,butoconazole
C0013182,RO,A10336819,C0054340,contraindicated_with_disease,MED-RT,acrivastine
C0013182,RO,A16788055,C0054436,contraindicated_with_disease,MED-RT,caffeine citrate
C0013182,RO,A16791847,C0054452,contraindicated_with_disease,MED-RT,heparin calcium
C0013182,RO,A10336991,C0054635,contraindicated_with_disease,MED-RT,caramiphen
C0013182,RO,A10336996,C0054668,contraindicated_with_disease,MED-RT,carbetapentane
C0013182,RO,A10336998,C0054672,contraindicated_with_disease,MED-RT,carbinoxamine
C0013182,RO,A16794301,C0054721,contraindicated_with_disease,MED-RT,carboprost tromethamine
C0013182,RO,A10337003,C0054827,contraindicated_with_disease,MED-RT,carprofen
C0013182,RO,A10337004,C0054836,contraindicated_with_disease,MED-RT,carvedilol
C0013182,RO,A16793064,C0054995,contraindicated_with_disease,MED-RT,cefamandole nafate
C0013182,RO,A10337008,C0055003,contraindicated_with_disease,MED-RT,cefepime
C0013182,RO,A10337013,C0055011,contraindicated_with_disease,MED-RT,cefpodoxime
C0013182,RO,A10337016,C0055014,contraindicated_with_disease,MED-RT,ceftibuten
C0013182,RO,A16791848,C0055015,contraindicated_with_disease,MED-RT,cefuroxime axetil
C0013182,RO,A31705136,C0055147,contraindicated_with_disease,MED-RT,cetirizine
C0013182,RO,A16794302,C0055337,contraindicated_with_disease,MED-RT,chloramphenicol palmitate
C0013182,RO,A16795540,C0055338,contraindicated_with_disease,MED-RT,chloramphenicol stearate
C0013182,RO,A16795541,C0055339,contraindicated_with_disease,MED-RT,chloramphenicol succinate
C0013182,RO,A16791849,C0055361,contraindicated_with_disease,MED-RT,chlorhexidine gluconate
C0013182,RO,A31635668,C0055389,contraindicated_with_disease,MED-RT,acetylcholine chloride
C0013182,RO,A10337037,C0055443,contraindicated_with_disease,MED-RT,chloroprocaine
C0013182,RO,A18538953,C0055447,contraindicated_with_disease,MED-RT,chloroquine phosphate
C0013182,RO,A10337040,C0055461,contraindicated_with_disease,MED-RT,chloroxine
C0013182,RO,A10337041,C0055463,contraindicated_with_disease,MED-RT,chloroxylenol
C0013182,RO,A16791852,C0055467,contraindicated_with_disease,MED-RT,chlorphenesin carbamate
C0013182,RO,A16796747,C0055573,contraindicated_with_disease,MED-RT,choline salicylate
C0013182,RO,A19987883,C0055578,contraindicated_with_disease,MED-RT,oxtriphylline
C0013182,RO,A10337050,C0055711,contraindicated_with_disease,MED-RT,ciclopirox
C0013182,RO,A31757637,C0055723,contraindicated_with_disease,MED-RT,cilazapril
C0013182,RO,A31705469,C0055819,contraindicated_with_disease,MED-RT,citric acid
C0013182,RO,A31757714,C0055856,contraindicated_with_disease,MED-RT,clarithromycin
C0013182,RO,A31653399,C0055860,contraindicated_with_disease,MED-RT,clavulanic acid
C0013182,RO,A16788058,C0055880,contraindicated_with_disease,MED-RT,clindamycin palmitate
C0013182,RO,A18542397,C0055881,contraindicated_with_disease,MED-RT,clindamycin phosphate
C0013182,RO,A10337067,C0055891,contraindicated_with_disease,MED-RT,clobazam
C0013182,RO,A31653454,C0055895,contraindicated_with_disease,MED-RT,clobetasol propionate
C0013182,RO,A10337072,C0055899,contraindicated_with_disease,MED-RT,clocortolone
C0013182,RO,A16794303,C0055900,contraindicated_with_disease,MED-RT,clocortolone pivalate
C0013182,RO,A10337084,C0056057,contraindicated_with_disease,MED-RT,cocoa butter
C0013182,RO,A16790585,C0056387,contraindicated_with_disease,MED-RT,cortisol succinate
C0013182,RO,A16788059,C0056391,contraindicated_with_disease,MED-RT,cortisone acetate
C0013182,RO,A10337098,C0056519,contraindicated_with_disease,MED-RT,crotamiton
C0013182,RO,A10337099,C0056593,contraindicated_with_disease,MED-RT,cupric chloride
C0013182,RO,A10337103,C0056732,contraindicated_with_disease,MED-RT,cyclobenzaprine
C0013182,RO,A10337107,C0056831,contraindicated_with_disease,MED-RT,cyclothiazide
C0013182,RO,A17045186,C0057002,contraindicated_with_disease,MED-RT,cytomegalovirus immune globulin
C0013182,RO,A10337113,C0057143,contraindicated_with_disease,MED-RT,dapiprazole
C0013182,RO,A31636298,C0057144,contraindicated_with_disease,MED-RT,daptomycin
C0013182,RO,A21266274,C0057257,contraindicated_with_disease,MED-RT,defibrotide
C0013182,RO,A10337118,C0057258,contraindicated_with_disease,MED-RT,deflazacort
C0013182,RO,A16796749,C0057361,contraindicated_with_disease,MED-RT,demecarium bromide
C0013182,RO,A27391798,C0057420,contraindicated_with_disease,MED-RT,desoxycorticosterone pivalate
C0013182,RO,A31653806,C0057558,contraindicated_with_disease,MED-RT,desogestrel
C0013182,RO,A16790587,C0057598,contraindicated_with_disease,MED-RT,dexamethasone acetate
C0013182,RO,A16790588,C0057603,contraindicated_with_disease,MED-RT,dexamethasone trimethyl acetate
C0013182,RO,A10337132,C0057605,contraindicated_with_disease,MED-RT,dexbrompheniramine
C0013182,RO,A10337133,C0057606,contraindicated_with_disease,MED-RT,dexchlorpheniramine
C0013182,RO,A10337134,C0057610,contraindicated_with_disease,MED-RT,dexpanthenol
C0013182,RO,A10337135,C0057621,contraindicated_with_disease,MED-RT,dextranomer
C0013182,RO,A10337136,C0057626,contraindicated_with_disease,MED-RT,dezocine
C0013182,RO,A15875839,C0057831,contraindicated_with_disease,MED-RT,dichloralphenazone
C0013182,RO,A10337147,C0057981,contraindicated_with_disease,MED-RT,difenoxin
C0013182,RO,A16796750,C0057992,contraindicated_with_disease,MED-RT,diflorasone diacetate
C0013182,RO,A10337152,C0058056,contraindicated_with_disease,MED-RT,dihydrocodeine
C0013182,RO,A10337154,C0058135,contraindicated_with_disease,MED-RT,dihydroxyaluminum sodium carbonate
C0013182,RO,A10337163,C0058371,contraindicated_with_disease,MED-RT,diphenidol
C0013182,RO,A31706297,C0058415,contraindicated_with_disease,MED-RT,dipivefrin
C0013182,RO,A10337174,C0058716,contraindicated_with_disease,MED-RT,doxacurium
C0013182,RO,A16789339,C0058731,contraindicated_with_disease,MED-RT,doxycycline hyclate
C0013182,RO,A16795543,C0058733,contraindicated_with_disease,MED-RT,doxylamine succinate
C0013182,RO,A10337186,C0058831,contraindicated_with_disease,MED-RT,dyclonine
C0013182,RO,A20285055,C0059446,contraindicated_with_disease,MED-RT,epinephrine sulfate
C0013182,RO,A16788064,C0059447,contraindicated_with_disease,MED-RT,epinephryl borate
C0013182,RO,A31741254,C0059514,contraindicated_with_disease,MED-RT,ergonovine maleate
C0013182,RO,A31671675,C0059561,contraindicated_with_disease,MED-RT,erythromycin gluceptate
C0013182,RO,A16788066,C0059562,contraindicated_with_disease,MED-RT,erythromycin lactobionate
C0013182,RO,A16796752,C0059566,contraindicated_with_disease,MED-RT,erythromycin stearate
C0013182,RO,A18435040,C0059610,contraindicated_with_disease,MED-RT,estradiol cypionate
C0013182,RO,A16788067,C0059623,contraindicated_with_disease,MED-RT,estradiol valerate
C0013182,RO,A10337216,C0059696,contraindicated_with_disease,MED-RT,ethanolamine
C0013182,RO,A10337220,C0059714,contraindicated_with_disease,MED-RT,ethinamate
C0013182,RO,A31654459,C0059865,contraindicated_with_disease,MED-RT,etodolac
C0013182,RO,A16788068,C0059874,contraindicated_with_disease,MED-RT,etoposide phosphate
C0013182,RO,A10337265,C0059985,contraindicated_with_disease,MED-RT,fludarabine
C0013182,RO,A10337236,C0060135,contraindicated_with_disease,MED-RT,felbamate
C0013182,RO,A16795544,C0060179,contraindicated_with_disease,MED-RT,fenofibric acid
C0013182,RO,A10337246,C0060228,contraindicated_with_disease,MED-RT,ferric ammonium citrate
C0013182,RO,A24177789,C0060231,contraindicated_with_disease,MED-RT,ferric citrate
C0013182,RO,A20932099,C0060240,contraindicated_with_disease,MED-RT,ferric oxide
C0013182,RO,A26942206,C0060241,contraindicated_with_disease,MED-RT,iron sucrose
C0013182,RO,A10337251,C0060246,contraindicated_with_disease,MED-RT,ferric sulfate
C0013182,RO,A18540157,C0060274,contraindicated_with_disease,MED-RT,ferumoxytol
C0013182,RO,A31689132,C0060276,contraindicated_with_disease,MED-RT,ferrous fumarate
C0013182,RO,A10337254,C0060277,contraindicated_with_disease,MED-RT,ferrous gluconate
C0013182,RO,A10337256,C0060282,contraindicated_with_disease,MED-RT,ferrous sulfate
C0013182,RO,A31741518,C0060389,contraindicated_with_disease,MED-RT,finasteride
C0013182,RO,A31741524,C0060400,contraindicated_with_disease,MED-RT,cefixime
C0013182,RO,A10337007,C0060405,contraindicated_with_disease,MED-RT,cefdinir
C0013182,RO,A31637165,C0060483,contraindicated_with_disease,MED-RT,fludarabine phosphate
C0013182,RO,A10337270,C0060501,contraindicated_with_disease,MED-RT,flunisolide
C0013182,RO,A10337273,C0060507,contraindicated_with_disease,MED-RT,fluocinolone
C0013182,RO,A31758972,C0060520,contraindicated_with_disease,MED-RT,fluorescein
C0013182,RO,A16795546,C0060580,contraindicated_with_disease,MED-RT,fluphenazine decanoate
C0013182,RO,A10337289,C0060657,contraindicated_with_disease,MED-RT,formoterol
C0013182,RO,A10337292,C0060692,contraindicated_with_disease,MED-RT,fosfestrol
C0013182,RO,A16495596,C0060787,contraindicated_with_disease,MED-RT,follitropin beta
C0013182,RO,A10337300,C0060926,contraindicated_with_disease,MED-RT,gabapentin
C0013182,RO,A10337302,C0060930,contraindicated_with_disease,MED-RT,gadoteridol
C0013182,RO,A31759033,C0060934,contraindicated_with_disease,MED-RT,gadopentetate dimeglumine
C0013182,RO,A33590630,C0061008,contraindicated_with_disease,MED-RT,gallium nitrate
C0013182,RO,A21259158,C0061347,contraindicated_with_disease,MED-RT,calcium glubionate
C0013182,RO,A31724398,C0061472,contraindicated_with_disease,MED-RT,glutamic acid
C0013182,RO,A31704716,C0061673,contraindicated_with_disease,MED-RT,varicella zoster virus glycoprotein E
C0013182,RO,A31724448,C0061851,contraindicated_with_disease,MED-RT,ondansetron
C0013182,RO,A31689371,C0061863,contraindicated_with_disease,MED-RT,granisetron
C0013182,RO,A10337326,C0061938,contraindicated_with_disease,MED-RT,guanadrel
C0013182,RO,A10337330,C0062092,contraindicated_with_disease,MED-RT,halazepam
C0013182,RO,A16793068,C0062103,contraindicated_with_disease,MED-RT,haloperidol decanoate
C0013182,RO,A10337336,C0062106,contraindicated_with_disease,MED-RT,haloprogin
C0013182,RO,A16493953,C0062525,contraindicated_with_disease,MED-RT,hepatitis B immune globulin
C0013182,RO,A31660905,C0062527,contraindicated_with_disease,MED-RT,hepatitis B surface antigen vaccine
C0013182,RO,A10337341,C0062587,contraindicated_with_disease,MED-RT,hetacillin
C0013182,RO,A10337352,C0062922,contraindicated_with_disease,MED-RT,homatropine
C0013182,RO,A16789345,C0062923,contraindicated_with_disease,MED-RT,homatropine methylbromide
C0013182,RO,A10337428,C0063041,contraindicated_with_disease,MED-RT,leflunomide
C0013182,RO,A21264760,C0063076,contraindicated_with_disease,MED-RT,hydrocortisone probutate
C0013182,RO,A16791856,C0063077,contraindicated_with_disease,MED-RT,hydrocortisone acetate
C0013182,RO,A16790591,C0063079,contraindicated_with_disease,MED-RT,hydrocortisone valerate
C0013182,RO,A19304731,C0063131,contraindicated_with_disease,MED-RT,hydroxyethyl cellulose
C0013182,RO,A27388770,C0063188,contraindicated_with_disease,MED-RT,hydroxypropyl cellulose (type H)
C0013182,RO,A10337128,C0063252,contraindicated_with_disease,MED-RT,desflurane
C0013182,RO,A10337384,C0063750,contraindicated_with_disease,MED-RT,iodinated glycerol
C0013182,RO,A10337399,C0063908,contraindicated_with_disease,MED-RT,iso-sulfan blue
C0013182,RO,A31741715,C0064079,contraindicated_with_disease,MED-RT,isosorbide mononitrate
C0013182,RO,A31706897,C0064113,contraindicated_with_disease,MED-RT,itraconazole
C0013182,RO,A10337194,C0064263,contraindicated_with_disease,MED-RT,emedastine
C0013182,RO,A16796754,C0064325,contraindicated_with_disease,MED-RT,ketoprofen lysine
C0013182,RO,A31689378,C0064326,contraindicated_with_disease,MED-RT,ketorolac tromethamine
C0013182,RO,A31759131,C0064582,contraindicated_with_disease,MED-RT,lactic acid
C0013182,RO,A10337423,C0064636,contraindicated_with_disease,MED-RT,lamotrigine
C0013182,RO,A10337431,C0064870,contraindicated_with_disease,MED-RT,levocabastine
C0013182,RO,A31741772,C0064906,contraindicated_with_disease,MED-RT,nafarelin
C0013182,RO,A19364793,C0065023,contraindicated_with_disease,MED-RT,fidaxomicin
C0013182,RO,A16791857,C0065091,contraindicated_with_disease,MED-RT,lithium orotate
C0013182,RO,A16796755,C0065148,contraindicated_with_disease,MED-RT,lodoxamide tromethamine
C0013182,RO,A10337450,C0065162,contraindicated_with_disease,MED-RT,lomefloxacin
C0013182,RO,A31654879,C0065180,contraindicated_with_disease,MED-RT,loratadine
C0013182,RO,A31672200,C0065374,contraindicated_with_disease,MED-RT,lisinopril
C0013182,RO,A10337461,C0065512,contraindicated_with_disease,MED-RT,magaldrate
C0013182,RO,A10337464,C0065517,contraindicated_with_disease,MED-RT,magnesium carbonate
C0013182,RO,A10337466,C0065527,contraindicated_with_disease,MED-RT,magnesium phosphate
C0013182,RO,A10337467,C0065533,contraindicated_with_disease,MED-RT,magnesium trisilicate
C0013182,RO,A10337470,C0065642,contraindicated_with_disease,MED-RT,manganese chloride
C0013182,RO,A10337471,C0065644,contraindicated_with_disease,MED-RT,manganese dioxide
C0013182,RO,A26515846,C0065646,contraindicated_with_disease,MED-RT,manganese monoxide
C0013182,RO,A10337472,C0065649,contraindicated_with_disease,MED-RT,manganese sulfate
C0013182,RO,A10338057,C0065767,contraindicated_with_disease,MED-RT,calcipotriene
C0013182,RO,A16791859,C0065818,contraindicated_with_disease,MED-RT,dolasetron mesylate
C0013182,RO,A10337479,C0065844,contraindicated_with_disease,MED-RT,mecobalamin
C0013182,RO,A18430324,C0065864,contraindicated_with_disease,MED-RT,medroxyprogesterone acetate
C0013182,RO,A10337483,C0065865,contraindicated_with_disease,MED-RT,medrysone
C0013182,RO,A10337483,C0065865,may_treat,MED-RT,medrysone
C0013182,RO,A31637400,C0065879,contraindicated_with_disease,MED-RT,megestrol acetate
C0013182,RO,A16793071,C0065885,contraindicated_with_disease,MED-RT,meglumine iodipamide
C0013182,RO,A24636387,C0065932,contraindicated_with_disease,MED-RT,menadiol
C0013182,RO,A10337492,C0065942,contraindicated_with_disease,MED-RT,meningococcal group A polysaccharide
C0013182,RO,A10337493,C0065944,contraindicated_with_disease,MED-RT,meningococcal group C polysaccharide
C0013182,RO,A10337503,C0066082,contraindicated_with_disease,MED-RT,methampicillin
C0013182,RO,A10337504,C0066101,contraindicated_with_disease,MED-RT,methdilazine
C0013182,RO,A10337514,C0066282,contraindicated_with_disease,MED-RT,methyl salicylate
C0013182,RO,A16793072,C0066430,contraindicated_with_disease,MED-RT,methylprednisolone sodium phosphate
C0013182,RO,A10337527,C0066535,contraindicated_with_disease,MED-RT,miglitol
C0013182,RO,A10337532,C0066621,contraindicated_with_disease,MED-RT,mivacurium
C0013182,RO,A31654884,C0066682,contraindicated_with_disease,MED-RT,fluphenazine enanthate
C0013182,RO,A10337537,C0066685,contraindicated_with_disease,MED-RT,moexipril
C0013182,RO,A16794308,C0066700,contraindicated_with_disease,MED-RT,mometasone furoate
C0013182,RO,A31637404,C0066814,contraindicated_with_disease,MED-RT,morphine sulfate
C0013182,RO,A23842714,C0068006,contraindicated_with_disease,MED-RT,miltefosine
C0013182,RO,A10351158,C0068314,contraindicated_with_disease,MED-RT,valrubicin
C0013182,RO,A10337554,C0068333,contraindicated_with_disease,MED-RT,nabilone
C0013182,RO,A10337555,C0068334,contraindicated_with_disease,MED-RT,nabumetone
C0013182,RO,A10835863,C0068367,contraindicated_with_disease,MED-RT,naftifine
C0013182,RO,A10337561,C0068377,contraindicated_with_disease,MED-RT,nalmefene
C0013182,RO,A16791861,C0068395,contraindicated_with_disease,MED-RT,nandrolone decanoate
C0013182,RO,A16788075,C0068397,contraindicated_with_disease,MED-RT,nandrolone phenpropionate
C0013182,RO,A10337565,C0068475,contraindicated_with_disease,MED-RT,nebivolol
C0013182,RO,A31672561,C0068483,contraindicated_with_disease,MED-RT,nedocromil
C0013182,RO,A10337568,C0068485,contraindicated_with_disease,MED-RT,nefazodone
C0013182,RO,A16796756,C0068722,contraindicated_with_disease,MED-RT,nicotine polacrilex
C0013182,RO,A16793073,C0068724,contraindicated_with_disease,MED-RT,nicotinic acid benzyl ester
C0013182,RO,A10337575,C0068771,contraindicated_with_disease,MED-RT,nilutamide
C0013182,RO,A10337578,C0068788,contraindicated_with_disease,MED-RT,nitazoxanide
C0013182,RO,A10337898,C0068897,contraindicated_with_disease,MED-RT,tiagabine
C0013182,RO,A16795549,C0068980,contraindicated_with_disease,MED-RT,norethindrone acetate
C0013182,RO,A16794309,C0068981,contraindicated_with_disease,MED-RT,norethindrone enanthate
C0013182,RO,A10337589,C0068992,contraindicated_with_disease,MED-RT,norgestimate
C0013182,RO,A10337599,C0069454,contraindicated_with_disease,MED-RT,olsalazine
C0013182,RO,A16788076,C0069632,contraindicated_with_disease,MED-RT,rocuronium bromide
C0013182,RO,A10337609,C0069717,contraindicated_with_disease,MED-RT,oxaliplatin
C0013182,RO,A10337610,C0069739,contraindicated_with_disease,MED-RT,oxaprozin
C0013182,RO,A10337612,C0069751,contraindicated_with_disease,MED-RT,oxcarbazepine
C0013182,RO,A10337617,C0069765,contraindicated_with_disease,MED-RT,oxiconazole
C0013182,RO,A10337622,C0069803,contraindicated_with_disease,MED-RT,oxybenzone
C0013182,RO,A10337623,C0069805,contraindicated_with_disease,MED-RT,oxybutynin
C0013182,RO,A10337627,C0069937,contraindicated_with_disease,MED-RT,padimate-O
C0013182,RO,A10337635,C0070108,contraindicated_with_disease,MED-RT,paregoric
C0013182,RO,A31638030,C0070122,contraindicated_with_disease,MED-RT,paroxetine
C0013182,RO,A10337079,C0070166,contraindicated_with_disease,MED-RT,clopidogrel
C0013182,RO,A31759877,C0070325,contraindicated_with_disease,MED-RT,peppermint oil
C0013182,RO,A24114678,C0070426,contraindicated_with_disease,MED-RT,perindoprilat
C0013182,RO,A31655630,C0070455,contraindicated_with_disease,MED-RT,permethrin
C0013182,RO,A16790594,C0070470,contraindicated_with_disease,MED-RT,perphenazine enanthate
C0013182,RO,A10337650,C0070525,contraindicated_with_disease,MED-RT,phenacemide
C0013182,RO,A10337651,C0070549,contraindicated_with_disease,MED-RT,phendimetrazine
C0013182,RO,A10337653,C0070557,contraindicated_with_disease,MED-RT,phenethicillin
C0013182,RO,A10337654,C0070563,contraindicated_with_disease,MED-RT,phenindamine
C0013182,RO,A10337656,C0070570,contraindicated_with_disease,MED-RT,phenol
C0013182,RO,A10337658,C0070592,contraindicated_with_disease,MED-RT,phensuximide
C0013182,RO,A28224055,C0070694,contraindicated_with_disease,MED-RT,edaravone
C0013182,RO,A10337662,C0070709,contraindicated_with_disease,MED-RT,phenyltoloxamine
C0013182,RO,A31655802,C0070895,contraindicated_with_disease,MED-RT,foscarnet
C0013182,RO,A16790596,C0071002,contraindicated_with_disease,MED-RT,physostigmine salicylate
C0013182,RO,A10337673,C0071097,contraindicated_with_disease,MED-RT,pioglitazone
C0013182,RO,A31655919,C0071102,contraindicated_with_disease,MED-RT,pipecuronium
C0013182,RO,A16789349,C0071107,contraindicated_with_disease,MED-RT,piperazine adipate
C0013182,RO,A10337213,C0071108,contraindicated_with_disease,MED-RT,estropipate
C0013182,RO,A10337686,C0071129,contraindicated_with_disease,MED-RT,pirbuterol
C0013182,RO,A16788078,C0071149,contraindicated_with_disease,MED-RT,piroxicam cinnamate
C0013182,RO,A10337690,C0071214,contraindicated_with_disease,MED-RT,plasma protein fraction
C0013182,RO,A31742863,C0071304,contraindicated_with_disease,MED-RT,isradipine
C0013182,RO,A17483392,C0071330,contraindicated_with_disease,MED-RT,polidocanol
C0013182,RO,A10337694,C0071553,contraindicated_with_disease,MED-RT,polyestradiol
C0013182,RO,A16790597,C0071554,contraindicated_with_disease,MED-RT,polyestradiol phosphate
C0013182,RO,A10338569,C0071568,contraindicated_with_disease,MED-RT,pegaspargase
C0013182,RO,A10337697,C0071751,contraindicated_with_disease,MED-RT,potassium bicarbonate
C0013182,RO,A10337707,C0071778,contraindicated_with_disease,MED-RT,potassium phosphate
C0013182,RO,A10337709,C0071808,contraindicated_with_disease,MED-RT,pralidoxime
C0013182,RO,A10337711,C0071810,contraindicated_with_disease,MED-RT,pramoxine
C0013182,RO,A16793074,C0071839,contraindicated_with_disease,MED-RT,prednisolone acetate
C0013182,RO,A16791863,C0071842,contraindicated_with_disease,MED-RT,prednisolone phosphate
C0013182,RO,A16790598,C0071844,contraindicated_with_disease,MED-RT,prednisolone tebutate
C0013182,RO,A19302636,C0072510,contraindicated_with_disease,MED-RT,proparacaine
C0013182,RO,A10337746,C0072828,contraindicated_with_disease,MED-RT,quazepam
C0013182,RO,A10337747,C0072857,contraindicated_with_disease,MED-RT,quinapril
C0013182,RO,A24111498,C0072858,contraindicated_with_disease,MED-RT,quinaprilat
C0013182,RO,A10337748,C0072864,contraindicated_with_disease,MED-RT,quinestradol
C0013182,RO,A16793076,C0072869,contraindicated_with_disease,MED-RT,quinidine gluconate
C0013182,RO,A31708254,C0072916,contraindicated_with_disease,MED-RT,cisapride
C0013182,RO,A24112778,C0072970,contraindicated_with_disease,MED-RT,ramiprilat
C0013182,RO,A31760496,C0072973,contraindicated_with_disease,MED-RT,ramipril
C0013182,RO,A10337762,C0073085,contraindicated_with_disease,MED-RT,resorcinol
C0013182,RO,A16789350,C0073109,contraindicated_with_disease,MED-RT,retinol acetate
C0013182,RO,A31656177,C0073115,contraindicated_with_disease,MED-RT,vitamin A palmitate
C0013182,RO,A30079753,C0073226,contraindicated_with_disease,MED-RT,riboflavin tetrabutyrate
C0013182,RO,A10337773,C0073374,contraindicated_with_disease,MED-RT,rifaximin
C0013182,RO,A31708267,C0073393,contraindicated_with_disease,MED-RT,risperidone
C0013182,RO,A10337777,C0073571,contraindicated_with_disease,MED-RT,ropivacaine
C0013182,RO,A10338063,C0073629,contraindicated_with_disease,MED-RT,ganirelix
C0013182,RO,A31725843,C0073631,contraindicated_with_disease,MED-RT,ketorolac
C0013182,RO,A31708352,C0073983,contraindicated_with_disease,MED-RT,salsalate
C0013182,RO,A10337787,C0073992,contraindicated_with_disease,MED-RT,salmeterol
C0013182,RO,A10337788,C0073994,contraindicated_with_disease,MED-RT,salmon calcitonin
C0013182,RO,A10337659,C0073999,contraindicated_with_disease,MED-RT,phenyl salicylate
C0013182,RO,A10337792,C0074246,contraindicated_with_disease,MED-RT,secnidazole
C0013182,RO,A31656331,C0074280,contraindicated_with_disease,MED-RT,selenious acid
C0013182,RO,A17035064,C0074281,contraindicated_with_disease,MED-RT,selenium sulfide
C0013182,RO,A10337797,C0074391,contraindicated_with_disease,MED-RT,sertaconazole
C0013182,RO,A31760724,C0074393,contraindicated_with_disease,MED-RT,sertraline
C0013182,RO,A10337799,C0074414,contraindicated_with_disease,MED-RT,sevoflurane
C0013182,RO,A10337800,C0074493,contraindicated_with_disease,MED-RT,sibutramine
C0013182,RO,A31760799,C0074554,contraindicated_with_disease,MED-RT,simvastatin
C0013182,RO,A31730219,C0074710,contraindicated_with_disease,MED-RT,pramipexole
C0013182,RO,A31760868,C0074722,contraindicated_with_disease,MED-RT,sodium bicarbonate
C0013182,RO,A10337815,C0074750,contraindicated_with_disease,MED-RT,sodium perborate
C0013182,RO,A10337817,C0074757,contraindicated_with_disease,MED-RT,sodium phosphate
C0013182,RO,A31639102,C0074758,contraindicated_with_disease,MED-RT,tribasic sodium phosphate
C0013182,RO,A17285173,C0074765,contraindicated_with_disease,MED-RT,sodium selenate
C0013182,RO,A34814103,C0074774,contraindicated_with_disease,MED-RT,sodium thiosulfate
C0013182,RO,A29794543,C0074814,contraindicated_with_disease,MED-RT,ibuprofen lysine
C0013182,RO,A10337829,C0075007,contraindicated_with_disease,MED-RT,spirapril
C0013182,RO,A24116316,C0075061,contraindicated_with_disease,MED-RT,fosinoprilat
C0013182,RO,A10337842,C0075504,contraindicated_with_disease,MED-RT,sulfabenzamide
C0013182,RO,A31726772,C0075632,contraindicated_with_disease,MED-RT,sumatriptan
C0013182,RO,A10337859,C0075870,contraindicated_with_disease,MED-RT,tazobactam
C0013182,RO,A33561785,C0075932,contraindicated_with_disease,MED-RT,technetium Tc 99m disofenin
C0013182,RO,A10337866,C0076079,contraindicated_with_disease,MED-RT,temocillin
C0013182,RO,A10337867,C0076080,contraindicated_with_disease,MED-RT,temozolomide
C0013182,RO,A31657354,C0076107,contraindicated_with_disease,MED-RT,terazosin
C0013182,RO,A10337870,C0076110,contraindicated_with_disease,MED-RT,terbinafine
C0013182,RO,A10337871,C0076115,contraindicated_with_disease,MED-RT,terconazole
C0013182,RO,A16796153,C0076181,contraindicated_with_disease,MED-RT,testosterone cypionate
C0013182,RO,A16793079,C0076188,contraindicated_with_disease,MED-RT,testosterone decanoate
