cui1,rel,cui2,rela,sab
C0001623,RO,A16796743,may_treat,MED-RT
C0001623,RO,A27389087,contraindicated_with_disease,MED-RT
C0001623,RO,A10338560,contraindicated_with_disease,MED-RT
C0001623,RO,A16790585,may_treat,MED-RT
C0001623,RO,A16788059,may_treat,MED-RT
C0001623,RO,A21264760,may_treat,MED-RT
C0001623,RO,A16791856,may_treat,MED-RT
C0001623,RO,A16790591,may_treat,MED-RT
C0001623,RO,A16793072,may_treat,MED-RT
C0001623,RO,A16793074,may_treat,MED-RT
C0001623,RO,A16791863,may_treat,MED-RT
C0001623,RO,A16790598,may_treat,MED-RT
C0001623,RO,A16790600,may_treat,MED-RT
C0001623,RO,A31657656,contraindicated_with_disease,MED-RT
C0001623,RO,A16793084,may_treat,MED-RT
C0001623,RO,A31641692,contraindicated_with_disease,MED-RT
C0001623,RO,A31763400,may_treat,MED-RT
C0001623,RO,A16791874,may_treat,MED-RT
C0001623,RO,A16793100,may_treat,MED-RT
C0001623,RO,A31628766,may_treat,MED-RT
C0001623,RO,A16790649,contraindicated_with_disease,MED-RT
C0001623,RO,A16796836,may_treat,MED-RT
C0001623,RO,A16790661,may_treat,MED-RT
C0001623,RO,A31687496,may_treat,MED-RT
C0001623,RO,A31654182,may_treat,MED-RT
C0001623,RO,A31671525,may_treat,MED-RT
C0001623,RO,A16788375,may_treat,MED-RT
C0001623,RO,A31672729,contraindicated_with_disease,MED-RT
C0001623,RO,A31632914,may_treat,MED-RT
C0001623,RO,A31720159,contraindicated_with_disease,MED-RT
C0001623,RO,A33198355,contraindicated_with_disease,MED-RT
C0001623,RO,A32687548,contraindicated_with_disease,MED-RT
C0001627,RO,A31728695,may_treat,MED-RT
C0001627,RO,A16790585,may_treat,MED-RT
C0001627,RO,A21264760,may_treat,MED-RT
C0001627,RO,A16791856,may_treat,MED-RT
C0001627,RO,A16790591,may_treat,MED-RT
C0001627,RO,A16793084,may_treat,MED-RT
C0001627,RO,A31628766,may_treat,MED-RT
C0001627,RO,A16790661,may_treat,MED-RT
C0001627,RO,A31654182,may_treat,MED-RT
C0001627,RO,A31671525,may_treat,MED-RT
C0001627,RO,A37192007,may_treat,MED-RT
C0001636,RO,A12994703,has_contraindicated_drug,MED-RT
C0001636,RO,A28939656,therapeutic_class_of,MED-RT
C0001636,RO,A0051521,has_contraindicated_drug,MED-RT
C0001636,RO,A0063450,has_contraindicated_drug,MED-RT
C0001655,RO,A0020255,has_contraindicated_drug,MED-RT
C0001655,RO,A0037663,has_contraindicated_drug,MED-RT
C0001655,RO,A20905478,has_contraindicated_drug,MED-RT
C0001655,RO,A0051521,has_contraindicated_drug,MED-RT
C0001655,RO,A12985263,has_contraindicated_drug,MED-RT
C0001655,RO,A0076973,has_contraindicated_drug,MED-RT
C0001655,RO,A0067787,has_contraindicated_drug,MED-RT
C0001655,RO,A0070978,has_contraindicated_drug,MED-RT
C0001655,RO,A0089175,has_contraindicated_drug,MED-RT
C0001655,RO,A0095854,has_contraindicated_drug,MED-RT
C0001655,RO,A0098906,has_contraindicated_drug,MED-RT
C0001655,RO,A20911324,has_contraindicated_drug,MED-RT
C0001655,RO,A30275426,therapeutic_class_of,MED-RT
C0001699,RO,A36332005,may_treat,MED-RT
C0001714,RO,A0051521,has_contraindicated_drug,MED-RT
C0001714,RO,A28939259,therapeutic_class_of,MED-RT
C0001714,RO,A28939256,has_contraindicated_physiologic_effect,MED-RT
C0001714,RO,A28934328,has_contraindicated_mechanism_of_action,MED-RT
C0001723,RO,A31643015,may_treat,MED-RT
C0001723,RO,A31747404,may_treat,MED-RT
C0001723,RO,A31724426,may_treat,MED-RT
C0001723,RO,A31707511,may_treat,MED-RT
C0001723,RO,A31656355,may_treat,MED-RT
C0001723,RO,A31711644,may_treat,MED-RT
C0001723,RO,A31695391,may_treat,MED-RT
C0001723,RO,A31766500,may_treat,MED-RT
C0001723,RO,A31716470,may_treat,MED-RT
C0001723,RO,A31660485,may_treat,MED-RT
C0001723,RO,A31748194,may_treat,MED-RT
C0001723,RO,A31662499,may_treat,MED-RT
C0001723,RO,A31633573,may_treat,MED-RT
C0001723,RO,A31635393,may_treat,MED-RT
C0001723,RO,A31704982,may_treat,MED-RT
C0001723,RO,A31757152,may_treat,MED-RT
C0001723,RO,A31687492,may_treat,MED-RT
C0001723,RO,A31670267,may_treat,MED-RT
C0001723,RO,A28934520,may_treat,MED-RT
C0001733,RO,A31745317,may_treat,MED-RT
C0001733,RO,A33561396,may_treat,MED-RT
C0001733,RO,A33487054,may_treat,MED-RT
C0001792,RO,A31642858,contraindicated_with_disease,MED-RT
C0001792,RO,A10338560,contraindicated_with_disease,MED-RT
C0001792,RO,A31650895,contraindicated_with_disease,MED-RT
C0001792,RO,A31653806,contraindicated_with_disease,MED-RT
C0001792,RO,A10337610,contraindicated_with_disease,MED-RT
C0001792,RO,A31660232,contraindicated_with_disease,MED-RT
C0001807,RO,A17048412,may_treat,MED-RT
C0001815,RO,A31739194,may_treat,MED-RT
C0001815,RO,A35793027,may_treat,MED-RT
C0001815,RO,A19985604,may_treat,MED-RT
C0001815,RO,A19985603,may_treat,MED-RT
C0001815,RO,A33948307,may_treat,MED-RT
C0001815,RO,A31705769,may_treat,MED-RT
C0001815,RO,A31085641,may_treat,MED-RT
C0001815,RO,A33950318,may_treat,MED-RT
C0001815,RO,A35792815,may_treat,MED-RT
C0001818,RO,A31642453,may_treat,MED-RT
C0001824,RO,A16788042,contraindicated_with_disease,MED-RT
C0001824,RO,A31730520,contraindicated_with_disease,MED-RT
C0001883,RO,A16790563,may_treat,MED-RT
C0001883,RO,A31643064,contraindicated_with_disease,MED-RT
C0001883,RO,A31673698,contraindicated_with_disease,MED-RT
C0001883,RO,A31692273,may_treat,MED-RT
C0001883,RO,A31660281,contraindicated_with_disease,MED-RT
C0001883,RO,A31660858,contraindicated_with_disease,MED-RT
C0001883,RO,A31765339,contraindicated_with_disease,MED-RT
C0001883,RO,A31661194,contraindicated_with_disease,MED-RT
C0001883,RO,A31645235,contraindicated_with_disease,MED-RT
C0001883,RO,A31632569,contraindicated_with_disease,MED-RT
C0001883,RO,A20285055,may_treat,MED-RT
C0001883,RO,A16788064,may_treat,MED-RT
C0001883,RO,A31713492,contraindicated_with_disease,MED-RT
C0001883,RO,A31765587,contraindicated_with_disease,MED-RT
C0001883,RO,A31732036,contraindicated_with_disease,MED-RT
C0001883,RO,A31670257,contraindicated_with_disease,MED-RT
C0001883,RO,A16791992,may_treat,MED-RT
C0001883,RO,A31724833,may_treat,MED-RT
C0001898,RO,A0018878,has_contraindicated_drug,MED-RT
C0001898,RO,A0022701,has_contraindicated_drug,MED-RT
C0001898,RO,A0025378,has_contraindicated_drug,MED-RT
C0001898,RO,A0051521,has_contraindicated_drug,MED-RT
C0001898,RO,A26636349,has_contraindicated_drug,MED-RT
C0001898,RO,A0422072,has_contraindicated_drug,MED-RT
C0001898,RO,A30275370,therapeutic_class_of,MED-RT
C0001911,RO,A28937598,therapeutic_class_of,MED-RT
C0001911,RO,A0051521,has_contraindicated_drug,MED-RT
C0001916,RO,A31712484,contraindicated_with_disease,MED-RT
C0001916,RO,A31646896,may_treat,MED-RT
C0001925,RO,A10387327,contraindicated_with_disease,MED-RT
C0001927,RO,A10337826,contraindicated_class_of,MED-RT
C0001927,RO,A0070926,has_contraindicated_drug,MED-RT
C0001927,RO,A28934872,therapeutic_class_of,MED-RT
C0001948,RO,A32336125,contraindicated_class_of,MED-RT
C0001948,RO,A32338323,contraindicated_class_of,MED-RT
C0001948,RO,A29184565,contraindicated_with_disease,MED-RT
C0001948,RO,A25754362,contraindicated_with_disease,MED-RT
C0001948,RO,A32333383,contraindicated_class_of,MED-RT
C0001948,RO,A32332468,contraindicated_class_of,MED-RT
C0001948,RO,A32334005,contraindicated_class_of,MED-RT
C0001957,RO,A18541055,may_treat,MED-RT
C0001957,RO,A31636705,may_treat,MED-RT
C0001957,RO,A31672114,may_treat,MED-RT
C0001957,RO,A31707761,may_treat,MED-RT
C0001957,RO,A31641443,contraindicated_with_disease,MED-RT
C0001957,RO,A20831033,contraindicated_with_disease,MED-RT
C0001957,RO,A31695325,may_treat,MED-RT
C0001957,RO,A31695619,may_treat,MED-RT
C0001957,RO,A31644656,may_treat,MED-RT
C0001957,RO,A31722543,may_treat,MED-RT
C0001957,RO,A31688794,may_treat,MED-RT
C0001957,RO,A31760429,contraindicated_with_disease,MED-RT
C0001957,RO,A31753914,contraindicated_with_disease,MED-RT
C0001957,RO,A23835253,contraindicated_with_disease,MED-RT
C0001962,RO,A31656178,contraindicated_class_of,MED-RT
C0001962,RO,A28936842,therapeutic_class_of,MED-RT
C0001962,RO,A0051521,has_contraindicated_drug,MED-RT
C0001969,RO,A31644731,contraindicated_with_disease,MED-RT
C0001969,RO,A31747151,contraindicated_with_disease,MED-RT
C0001973,RO,A31737199,contraindicated_with_disease,MED-RT
C0001973,RO,A31703499,contraindicated_with_disease,MED-RT
C0001973,RO,A31706834,may_treat,MED-RT
C0001973,RO,A31637403,contraindicated_with_disease,MED-RT
C0001973,RO,A31656178,may_prevent,MED-RT
C0001973,RO,A31656178,may_treat,MED-RT
C0001973,RO,A31695002,may_treat,MED-RT
C0001973,RO,A31764797,may_treat,MED-RT
C0001973,RO,A31765549,contraindicated_with_disease,MED-RT
C0001973,RO,A31696742,contraindicated_with_disease,MED-RT
C0001973,RO,A29794681,contraindicated_with_disease,MED-RT
C0001973,RO,A31766415,contraindicated_with_disease,MED-RT
C0001973,RO,A31630104,contraindicated_with_disease,MED-RT
C0001973,RO,A10336870,contraindicated_with_disease,MED-RT
C0001973,RO,A31724448,may_treat,MED-RT
C0001973,RO,A31765590,contraindicated_with_disease,MED-RT
C0001973,RO,A10336809,may_treat,MED-RT
C0001973,RO,A16493143,contraindicated_with_disease,MED-RT
C0001973,RO,A31716307,may_treat,MED-RT
C0001973,RO,A31717168,contraindicated_with_disease,MED-RT
C0001973,RO,A31703139,may_treat,MED-RT
C0001973,RO,A31670260,may_treat,MED-RT
C0001973,RO,A31687495,may_treat,MED-RT
C0001973,RO,A31758097,may_treat,MED-RT
C0001973,RO,A31723851,contraindicated_with_disease,MED-RT
C0001973,RO,A29794517,contraindicated_with_disease,MED-RT
C0001973,RO,A24709722,contraindicated_with_disease,MED-RT
C0001973,RO,A30916165,may_treat,MED-RT
C0001975,RO,A31763104,contraindicated_class_of,MED-RT
C0001975,RO,A31746824,contraindicated_class_of,MED-RT
C0002026,RO,A28936841,therapeutic_class_of,MED-RT
C0002026,RO,A0051521,has_contraindicated_drug,MED-RT
C0002026,RO,A1649474,has_contraindicated_drug,MED-RT
C0002026,RO,A0111436,has_contraindicated_drug,MED-RT
C0002026,RO,A28935326,has_contraindicated_mechanism_of_action,MED-RT
C0002055,RO,A31706896,contraindicated_class_of,MED-RT
C0002055,RO,A31723835,contraindicated_class_of,MED-RT
C0002063,RO,A31733982,may_treat,MED-RT
C0002063,RO,A31645364,contraindicated_with_disease,MED-RT
C0002063,RO,A16791845,may_treat,MED-RT
C0002063,RO,A31760868,contraindicated_with_disease,MED-RT
C0002063,RO,A31746177,contraindicated_with_disease,MED-RT
C0002063,RO,A31731891,may_treat,MED-RT
C0002063,RO,A31758100,contraindicated_with_disease,MED-RT
C0002063,RO,A31654183,contraindicated_with_disease,MED-RT
C0002063,RO,A31689374,contraindicated_with_disease,MED-RT
C0002063,RO,A31656094,contraindicated_with_disease,MED-RT
C0002063,RO,A20927615,contraindicated_with_disease,MED-RT
C0002063,RO,A26700410,may_treat,MED-RT
C0002063,RO,A26519139,may_treat,MED-RT
C0002063,RO,A18500885,may_treat,MED-RT
C0002063,RO,A20932197,contraindicated_with_disease,MED-RT
C0002064,RO,A31693932,contraindicated_with_disease,MED-RT
C0002073,RO,A31649398,contraindicated_class_of,MED-RT
C0002073,RO,A31637402,contraindicated_class_of,MED-RT
C0002073,RO,A16790795,contraindicated_class_of,MED-RT
C0002073,RO,A16794577,contraindicated_class_of,MED-RT
C0002073,RO,A31685869,contraindicated_class_of,MED-RT
C0002083,RO,A30275428,therapeutic_class_of,MED-RT
C0002144,RO,A31638436,contraindicated_class_of,MED-RT
C0002144,RO,A28941299,therapeutic_class_of,MED-RT
C0002144,RO,A0051521,has_contraindicated_drug,MED-RT
C0002170,RO,A31660398,may_treat,MED-RT
C0002170,RO,A31741518,may_treat,MED-RT
C0002170,RO,A24706953,may_treat,MED-RT
C0002170,RO,A31637744,may_treat,MED-RT
C0002170,RO,A28263758,may_treat,MED-RT
C0002171,RO,A35661767,may_treat,MED-RT
C0002171,RO,A37562849,may_treat,MED-RT
C0002171,RO,A37558544,may_treat,MED-RT
C0002171,RO,A35661188,may_treat,MED-RT
C0002260,RO,A28941289,therapeutic_class_of,MED-RT
C0002260,RO,A0051521,has_contraindicated_drug,MED-RT
C0002327,RO,A0051521,has_contraindicated_drug,MED-RT
C0002327,RO,A30275408,therapeutic_class_of,MED-RT
C0002333,RO,A31694656,contraindicated_class_of,MED-RT
C0002333,RO,A31765780,contraindicated_class_of,MED-RT
C0002333,RO,A31664822,contraindicated_class_of,MED-RT
C0002333,RO,A31702607,contraindicated_class_of,MED-RT
C0002333,RO,A31635398,contraindicated_class_of,MED-RT
C0002333,RO,A31738221,contraindicated_class_of,MED-RT
C0002333,RO,A33639666,contraindicated_class_of,MED-RT
C0002333,RO,A0029953,has_contraindicated_class,MED-RT
C0002333,RO,A28936841,therapeutic_class_of,MED-RT
C0002333,RO,A0051521,has_contraindicated_drug,MED-RT
C0002333,RO,A0063450,has_contraindicated_drug,MED-RT
C0002333,RO,A0077102,has_contraindicated_class,MED-RT
C0002333,RO,A0196955,has_contraindicated_class,MED-RT
C0002333,RO,A28940202,has_contraindicated_mechanism_of_action,MED-RT
C0002334,RO,A28939656,therapeutic_class_of,MED-RT
C0002335,RO,A12982840,has_contraindicated_drug,MED-RT
C0002335,RO,A0023707,has_contraindicated_drug,MED-RT
C0002335,RO,A0051521,has_contraindicated_drug,MED-RT
C0002335,RO,A0069897,has_contraindicated_drug,MED-RT
C0002335,RO,A0079219,has_contraindicated_drug,MED-RT
C0002335,RO,A0088554,has_contraindicated_drug,MED-RT
C0002335,RO,A0098709,has_contraindicated_drug,MED-RT
C0002335,RO,A0098713,has_contraindicated_drug,MED-RT
C0002335,RO,A0098718,has_contraindicated_drug,MED-RT
C0002335,RO,A0099679,has_contraindicated_drug,MED-RT
C0002335,RO,A0104436,has_contraindicated_drug,MED-RT
C0002335,RO,A30275371,therapeutic_class_of,MED-RT
C0002351,RO,A31669050,may_treat,MED-RT
C0002351,RO,A31645206,may_treat,MED-RT
C0002371,RO,A0051521,has_contraindicated_drug,MED-RT
C0002371,RO,A28940607,therapeutic_class_of,MED-RT
C0002371,RO,A15579450,has_contraindicated_drug,MED-RT
C0002372,RO,A0051521,has_contraindicated_drug,MED-RT
C0002372,RO,A28940607,therapeutic_class_of,MED-RT
C0002372,RO,A15579450,has_contraindicated_drug,MED-RT
C0002395,RO,A31641377,may_treat,MED-RT
C0002395,RO,A31747168,may_treat,MED-RT
C0002395,RO,A31679874,may_treat,MED-RT
C0002395,RO,A31663536,may_treat,MED-RT
C0002395,RO,A31681933,may_treat,MED-RT
C0002395,RO,A31630103,may_prevent,MED-RT
C0002395,RO,A31630103,may_treat,MED-RT
C0002395,RO,A31464061,may_treat,MED-RT
C0002395,RO,A20961531,may_treat,MED-RT
C0002395,RO,A31727343,may_prevent,MED-RT
C0002395,RO,A31727343,may_treat,MED-RT
C0002395,RO,A31657647,may_prevent,MED-RT
C0002395,RO,A31657647,may_treat,MED-RT
C0002395,RO,A10339675,may_treat,MED-RT
C0002395,RO,A10340701,may_treat,MED-RT
C0002395,RO,A17041678,may_treat,MED-RT
C0002395,RO,A31688373,may_prevent,MED-RT
C0002395,RO,A31688373,may_treat,MED-RT
C0002395,RO,A31758094,may_prevent,MED-RT
C0002395,RO,A31758094,may_treat,MED-RT
C0002395,RO,A31706345,may_treat,MED-RT
C0002395,RO,A31758545,may_treat,MED-RT
C0002395,RO,A31706371,may_treat,MED-RT
C0002395,RO,A31662785,may_treat,MED-RT
C0002395,RO,A17027955,may_treat,MED-RT
C0002395,RO,A31758559,may_prevent,MED-RT
C0002395,RO,A31655205,may_prevent,MED-RT
C0002395,RO,A31655205,may_treat,MED-RT
C0002395,RO,A16794712,may_prevent,MED-RT
C0002395,RO,A16794712,may_treat,MED-RT
C0002395,RO,A31640327,may_prevent,MED-RT
C0002395,RO,A31640327,may_treat,MED-RT
C0002395,RO,A31750753,may_prevent,MED-RT
C0002395,RO,A31750753,may_treat,MED-RT
C0002395,RO,A31633372,may_prevent,MED-RT
C0002395,RO,A31633372,may_treat,MED-RT
C0002395,RO,A31650701,may_prevent,MED-RT
C0002395,RO,A31650701,may_treat,MED-RT
C0002395,RO,A32654489,may_prevent,MED-RT
C0002395,RO,A32654489,may_treat,MED-RT
C0002395,RO,A22644369,may_prevent,MED-RT
C0002395,RO,A22644369,may_treat,MED-RT
C0002395,RO,A32966059,may_treat,MED-RT
C0002395,RO,A35259146,may_treat,MED-RT
C0002395,RO,A31793372,may_prevent,MED-RT
C0002395,RO,A31793372,may_treat,MED-RT
C0002395,RO,A32966540,may_treat,MED-RT
C0002395,RO,A33959654,may_prevent,MED-RT
C0002395,RO,A35258783,may_treat,MED-RT
C0002403,RO,A28936841,therapeutic_class_of,MED-RT
C0002403,RO,A0051521,has_contraindicated_drug,MED-RT
C0002404,RO,A28936841,therapeutic_class_of,MED-RT
C0002404,RO,A0051521,has_contraindicated_drug,MED-RT
C0002412,RO,A30275423,therapeutic_class_of,MED-RT
C0002413,RO,A30275423,therapeutic_class_of,MED-RT
C0002435,RO,A28939259,therapeutic_class_of,MED-RT
C0002438,RO,A31758593,may_treat,MED-RT
C0002438,RO,A31640117,may_treat,MED-RT
C0002438,RO,A31695093,may_treat,MED-RT
C0002438,RO,A31730464,may_treat,MED-RT
C0002438,RO,A31747785,may_treat,MED-RT
C0002438,RO,A31664108,may_treat,MED-RT
C0002438,RO,A18538953,may_treat,MED-RT
C0002438,RO,A31642833,may_treat,MED-RT
C0002438,RO,A31643845,may_treat,MED-RT
C0002438,RO,A31713496,may_treat,MED-RT
C0002438,RO,A31698282,may_treat,MED-RT
C0002438,RO,A31739808,may_treat,MED-RT
C0002438,RO,A31745685,may_treat,MED-RT
C0002453,RO,A31756224,may_treat,MED-RT
C0002453,RO,A31712333,may_treat,MED-RT
C0002453,RO,A31729886,may_treat,MED-RT
C0002453,RO,A31747551,may_treat,MED-RT
C0002453,RO,A31696744,may_treat,MED-RT
C0002453,RO,A16791844,may_treat,MED-RT
C0002453,RO,A31728697,may_treat,MED-RT
C0002453,RO,A18430324,may_treat,MED-RT
C0002453,RO,A10337589,may_treat,MED-RT
C0002453,RO,A31214314,may_treat,MED-RT
C0002453,RO,A31635411,may_treat,MED-RT
C0002453,RO,A31670274,may_treat,MED-RT
C0002453,RO,A31681892,may_treat,MED-RT
C0002453,RO,A16797042,may_treat,MED-RT
C0002453,RO,A10413556,may_treat,MED-RT
C0002453,RO,A20834956,may_treat,MED-RT
C0002475,RO,A28935811,therapeutic_class_of,MED-RT
C0002475,RO,A0031546,has_contraindicated_drug,MED-RT
C0002475,RO,A0051521,has_contraindicated_drug,MED-RT
C0002475,RO,A1366101,has_contraindicated_drug,MED-RT
C0002475,RO,A0091971,has_contraindicated_drug,MED-RT
C0002475,RO,A0104436,has_contraindicated_drug,MED-RT
C0002475,RO,A26669932,has_contraindicated_drug,MED-RT
C0002475,RO,A0125740,has_contraindicated_drug,MED-RT
C0002482,RO,A10413552,contraindicated_class_of,MED-RT
C0002482,RO,A16792274,contraindicated_class_of,MED-RT
C0002499,RO,A0022776,has_contraindicated_class,MED-RT
C0002499,RO,A0051521,has_contraindicated_drug,MED-RT
C0002499,RO,A28939259,therapeutic_class_of,MED-RT
C0002501,RO,A0022776,has_contraindicated_class,MED-RT
C0002501,RO,A0051521,has_contraindicated_drug,MED-RT
C0002501,RO,A0070926,has_contraindicated_drug,MED-RT
C0002501,RO,A28939259,therapeutic_class_of,MED-RT
C0002502,RO,A31698856,contraindicated_class_of,MED-RT
C0002502,RO,A0025378,has_contraindicated_drug,MED-RT
C0002502,RO,A28939656,therapeutic_class_of,MED-RT
C0002502,RO,A0047933,has_contraindicated_drug,MED-RT
C0002502,RO,A0051521,has_contraindicated_drug,MED-RT
C0002502,RO,A0070734,has_contraindicated_drug,MED-RT
C0002502,RO,A0103955,has_contraindicated_class,MED-RT
C0002502,RO,A0118681,has_contraindicated_class,MED-RT
C0002502,RO,A0121097,has_contraindicated_class,MED-RT
C0002502,RO,A0128211,has_contraindicated_class,MED-RT
C0002514,RO,A31762347,contraindicated_with_disease,MED-RT
C0002514,RO,A31738223,contraindicated_with_disease,MED-RT
C0002555,RO,A28935811,therapeutic_class_of,MED-RT
C0002555,RO,A0051521,has_contraindicated_drug,MED-RT
C0002555,RO,A0014115,has_contraindicated_class,MED-RT
C0002556,RO,A31694855,contraindicated_class_of,MED-RT
C0002556,RO,A31729773,contraindicated_class_of,MED-RT
C0002563,RO,A0051521,has_contraindicated_drug,MED-RT
C0002563,RO,A0103692,has_contraindicated_class,MED-RT
C0002563,RO,A28934458,therapeutic_class_of,MED-RT
C0002563,RO,A6954513,has_contraindicated_drug,MED-RT
C0002575,RO,A12994703,has_contraindicated_drug,MED-RT
C0002575,RO,A0051521,has_contraindicated_drug,MED-RT
C0002575,RO,A0071021,has_contraindicated_drug,MED-RT
C0002575,RO,A0098906,has_contraindicated_drug,MED-RT
C0002575,RO,A0115076,has_contraindicated_drug,MED-RT
C0002575,RO,A28934872,therapeutic_class_of,MED-RT
C0002598,RO,A10337826,contraindicated_class_of,MED-RT
C0002598,RO,A10338270,contraindicated_class_of,MED-RT
C0002598,RO,A17023021,contraindicated_class_of,MED-RT
C0002598,RO,A31696073,contraindicated_class_of,MED-RT
C0002598,RO,A31661759,contraindicated_class_of,MED-RT
C0002598,RO,A31664822,contraindicated_class_of,MED-RT
C0002598,RO,A31719766,contraindicated_class_of,MED-RT
C0002598,RO,A10351699,contraindicated_class_of,MED-RT
C0002598,RO,A31635398,contraindicated_class_of,MED-RT
C0002598,RO,A31759090,contraindicated_class_of,MED-RT
C0002598,RO,A31738221,contraindicated_class_of,MED-RT
C0002598,RO,A28935620,therapeutic_class_of,MED-RT
C0002598,RO,A13000243,has_contraindicated_drug,MED-RT
C0002598,RO,A0051521,has_contraindicated_drug,MED-RT
C0002598,RO,A0077861,has_contraindicated_drug,MED-RT
C0002598,RO,A0104499,has_contraindicated_drug,MED-RT
