rela,sab,count
property_of,SNOMEDCT_US,3583
has_property,SNOMEDCT_US,3583
property_of,SCTSPA,3579
has_property,SCTSPA,3579
related_part,FMA,3574
is_mechanism_of_action_of_chemical_or_drug,NCI,3530
chemical_or_drug_has_mechanism_of_action,NCI,3530
has_alternative,SNOMEDCT_US,3470
alternative_of,SNOMEDCT_US,3470
structural_class_of,MED-RT,3466
has_specimen_source_topography,SNOMEDCT_US,3466
has_structural_class,MED-RT,3466
specimen_source_topography_of,SNOMEDCT_US,3466
has_specimen_source_topography,SCTSPA,3431
specimen_source_topography_of,SCTSPA,3431
access_instrument_of,SNOMEDCT_US,3410
access_instrument_of,SCTSPA,3410
has_access_instrument,SNOMEDCT_US,3410
has_access_instrument,SCTSPA,3410
inheres_in,SNOMEDCT_US,3353
has_inherent_attribute,SNOMEDCT_US,3353
inheres_in,SCTSPA,3352
has_inherent_attribute,SCTSPA,3352
contained_in,RXNORM,3292
contains,RXNORM,3292
tributary_of,UWDA,3280
has_tributary,UWDA,3280
contains,MMSL,3205
contained_in,MMSL,3205
see_from,CSP,3191
see,CSP,3191
has_interpretation,MEDCIN,3165
interpretation_of,MEDCIN,3165
eo_anatomy_is_associated_with_eo_disease,NCI,3135
eo_disease_has_associated_eo_anatomy,NCI,3135
approach_of,SNOMEDCT_US,3123
has_approach,SNOMEDCT_US,3123
approach_of,SCTSPA,3122
has_approach,SCTSPA,3122
has_direct_substance,MEDCIN,3101
direct_substance_of,MEDCIN,3101
is_physiologic_effect_of_chemical_or_drug,NCI,3086
chemical_or_drug_has_physiologic_effect,NCI,3086
has_associated_morphology,SNOMEDCT_VET,3069
associated_morphology_of,SNOMEDCT_VET,3069
has_concentration_strength_numerator_value,SNOMEDCT_US,3063
has_concentration_strength_numerator_value,SCTSPA,3063
concentration_strength_numerator_value_of,SNOMEDCT_US,3063
concentration_strength_numerator_value_of,SCTSPA,3063
has_concentration_strength_denominator_value,SNOMEDCT_US,3059
has_concentration_strength_denominator_value,SCTSPA,3059
concentration_strength_denominator_value_of,SNOMEDCT_US,3059
concentration_strength_denominator_value_of,SCTSPA,3059
scale_type_of,SNOMEDCT_US,3048
has_scale_type,SNOMEDCT_US,3048
scale_type_of,SCTSPA,3046
has_scale_type,SCTSPA,3046
consider,GO,3043
consider_from,GO,3043
life_circumstance_of,SNOMEDCT_VET,3035
has_life_circumstance,SNOMEDCT_VET,3035
is_molecular_abnormality_of_disease,NCI,3000
disease_has_molecular_abnormality,NCI,3000
uses_device,MEDCIN,2985
device_used_by,MEDCIN,2985
has_tradename,PDQ,2910
tradename_of,PDQ,2910
has_timing_of,LNC,2884
is_timing_for,LNC,2884
has_location,MTHMST,2882
location_of,MTHMST,2882
has_modification,SNOMEDCT_US,2867
has_modification,SCTSPA,2867
is_modification_of,SNOMEDCT_US,2867
is_modification_of,SCTSPA,2867
finding_informer_of,SNOMEDCT_US,2754
has_finding_informer,SNOMEDCT_US,2754
finding_informer_of,SCTSPA,2750
has_finding_informer,SCTSPA,2750
disease_may_have_associated_disease,NCI,2746
may_be_associated_disease_of_disease,NCI,2746
has_procedure_device,CPT,2719
procedure_device_of,CPT,2719
may_be_prevented_by,MED-RT,2715
may_prevent,MED-RT,2715
has_associated_condition,MEDLINEPLUS,2646
associated_condition_of,MEDLINEPLUS,2646
has_pathology,CPT,2642
pathology_of,CPT,2642
ssc,CCPSS,2606
has_free_acid_or_base_form,NCI,2555
has_salt_or_ester_form,NCI,2555
has_given_pharmaceutical_substance,LNC,2553
is_given_pharmaceutical_substance_for,LNC,2553
continuous_with,FMA,2512
gene_product_sequence_variation_encoded_by_gene_mutant,NCI,2492
gene_mutant_encodes_gene_product_sequence_variation,NCI,2492
gene_product_has_chemical_classification,NCI,2481
is_chemical_classification_of_gene_product,NCI,2481
used_for,PSY,2459
use,PSY,2459
direct_device_of,MEDCIN,2397
has_direct_device,MEDCIN,2397
has_component,CPT,2389
component_of,CPT,2389
associated_with,LNC,2322
surgical_approach_of,SNOMEDCT_US,2318
has_surgical_approach,SNOMEDCT_US,2318
surgical_approach_of,SCTSPA,2317
has_surgical_approach,SCTSPA,2317
entry_term_of,OMIM,2308
has_entry_term,OMIM,2308
time_aspect_of,SNOMEDCT_US,2220
has_time_aspect,SNOMEDCT_US,2220
time_aspect_of,SCTSPA,2218
has_time_aspect,SCTSPA,2218
has_defining_characteristic,NANDA-I,2208
defining_characteristic_of,NANDA-I,2208
has_nerve_supply,FMA,2133
nerve_supply_of,FMA,2133
gene_associated_with_disease,NCI,2124
disease_has_associated_gene,NCI,2124
has_specimen_procedure,SNOMEDCT_US,2114
specimen_procedure_of,SNOMEDCT_US,2114
inverse_isa,NEU,2104
isa,NEU,2104
has_specimen_substance,SNOMEDCT_US,2097
specimen_substance_of,SNOMEDCT_US,2097
has_specimen_procedure,SCTSPA,2089
specimen_procedure_of,SCTSPA,2089
priority_of,SNOMEDCT_US,2059
has_priority,SNOMEDCT_US,2059
priority_of,SCTSPA,2054
has_priority,SCTSPA,2054
energy_used_by,SNOMEDCT_US,2050
uses_energy,SNOMEDCT_US,2050
has_specimen_substance,SCTSPA,2049
specimen_substance_of,SCTSPA,2049
has_pharmaceutical_route,LNC,2043
is_pharmaceutical_route_for,LNC,2043
energy_used_by,SCTSPA,2032
uses_energy,SCTSPA,2032
has_subject_relationship_context,MEDCIN,2025
subject_relationship_context_of,MEDCIN,2025
measures,CPM,2016
measured_by,CPM,2016
has_indirect_morphology,SNOMEDCT_US,1997
indirect_morphology_of,SNOMEDCT_US,1997
has_view_type,LNC,1995
is_view_type_for,LNC,1995
has_indirect_morphology,SCTSPA,1991
indirect_morphology_of,SCTSPA,1991
mapped_to,CDCREC,1987
mapped_from,CDCREC,1987
procedure_approach_of,SNOMEDCT_US,1962
has_procedure_approach,SNOMEDCT_US,1962
realization_of,SNOMEDCT_US,1961
has_realization,SNOMEDCT_US,1961
procedure_approach_of,SCTSPA,1961
has_procedure_approach,SCTSPA,1961
is_not_normal_tissue_origin_of_disease,NCI,1948
disease_excludes_normal_tissue_origin,NCI,1948
continuous_proximally_with,FMA,1948
continuous_distally_with,FMA,1948
realization_of,SCTSPA,1946
has_realization,SCTSPA,1946
contraindicated_class_of,MED-RT,1936
has_contraindicated_class,MED-RT,1936
gene_product_expressed_in_tissue,NCI,1897
tissue_is_expression_site_of_gene_product,NCI,1897
uses_substance,CPT,1850
substance_used_by,CPT,1850
has_active_ingredient,SNOMEDCT_VET,1830
active_ingredient_of,SNOMEDCT_VET,1830
eo_disease_maps_to_human_disease,NCI,1820
human_disease_maps_to_eo_disease,NCI,1820
has_procedure_morphology,MEDCIN,1781
procedure_morphology_of,MEDCIN,1781
replaced_by,GO,1761
replaces,GO,1761
clinical_course_of,MEDCIN,1690
has_clinical_course,MEDCIN,1690
may_be_abnormal_cell_of_disease,NCI,1623
disease_may_have_abnormal_cell,NCI,1623
has_inherent_location,SNOMEDCT_US,1616
has_inherent_location,SCTSPA,1616
inherent_location_of,SNOMEDCT_US,1616
inherent_location_of,SCTSPA,1616
wound_has_communication_with,SNOMEDCT_US,1590
has_communication_with_wound,SNOMEDCT_US,1590
wound_has_communication_with,SCTSPA,1585
has_communication_with_wound,SCTSPA,1585
expanded_form_of,NEU,1575
has_expanded_form,NEU,1575
gene_involved_in_pathogenesis_of_disease,NCI,1559
pathogenesis_of_disease_involves_gene,NCI,1559
is_grade_of_disease,NCI,1513
disease_is_grade,NCI,1513
default_mapped_from,NCISEER,1491
default_mapped_to,NCISEER,1491
has_associated_finding,MEDCIN,1485
associated_finding_of,MEDCIN,1485
is_organism_source_of_gene_product,NCI,1435
gene_product_has_organism_source,NCI,1435
has_archetype,LNC,1423
archetype_of,LNC,1423
specimen_of,CPT,1383
has_specimen,CPT,1383
exhibited_by,MTH,1356
mapped_to,MEDLINEPLUS,1356
mapped_from,MEDLINEPLUS,1356
exhibits,MTH,1356
uniquely_mapped_from,NCISEER,1348
uniquely_mapped_to,NCISEER,1348
diagnostic_criteria_of,DSM-5,1337
has_diagnostic_criteria,DSM-5,1337
inverse_isa,ATC,1318
isa,ATC,1318
isa,CDCREC,1314
inverse_isa,CDCREC,1314
extent_of,SNOMEDCT_US,1305
has_extent,SNOMEDCT_US,1305
expanded_form_of,HCPT,1303
has_expanded_form,HCPT,1303
extent_of,SCTSPA,1298
has_extent,SCTSPA,1298
is_action_guidance_for,LNC,1291
has_action_guidance,LNC,1291
disease_has_associated_disease,NCI,1286
is_associated_disease_of,NCI,1286
has_modality_subtype,LNC,1254
is_modality_subtype_for,LNC,1254
target_anatomy_has_procedure,NCI,1232
procedure_has_target_anatomy,NCI,1232
has_possibly_included_procedure_site,CPT,1214
procedure_site_of_possibly_included,CPT,1214
cytogenetic_abnormality_involves_chromosome,NCI,1209
chromosome_involved_in_cytogenetic_abnormality,NCI,1209
has_direct_site,SNOMEDCT_US,1190
direct_site_of,SNOMEDCT_US,1190
has_property,MEDCIN,1185
property_of,MEDCIN,1185
has_direct_site,SCTSPA,1183
direct_site_of,SCTSPA,1183
has_presence_guidance,LNC,1175
is_presence_guidance_for,LNC,1175
has_associated_condition,NANDA-I,1161
associated_condition_of,NANDA-I,1161
is_not_molecular_abnormality_of_disease,NCI,1159
disease_excludes_molecular_abnormality,NCI,1159
has_tributary,FMA,1138
tributary_of,FMA,1138
part_of,SNOMEDCT_VET,1137
has_part,SNOMEDCT_VET,1137
has_possibly_included_method,CPT,1090
method_of_possibly_included,CPT,1090
has_procedure_device,SNOMEDCT_US,1087
procedure_device_of,SNOMEDCT_US,1087
has_related_factor,NANDA-I,1085
related_factor_of,NANDA-I,1085
has_procedure_device,SCTSPA,1084
procedure_device_of,SCTSPA,1084
mth_british_form_of,ICPC2P,1083
mth_has_british_form,ICPC2P,1083
bounds,FMA,1080
bounded_by,FMA,1080
has_device_intended_site,SNOMEDCT_US,1078
device_intended_site_of,SNOMEDCT_US,1078
has_device_intended_site,SCTSPA,1076
device_intended_site_of,SCTSPA,1076
has_associated_observation,MEDCIN,1069
associated_observation_of,MEDCIN,1069
inverse_isa,MTHMST,1063
isa,MTHMST,1063
is_dipg_dmg_authorized_value_for_variable,NCI,1059
has_dipg_dmg_authorized_value,NCI,1059
pathological_process_of,SNOMEDCT_VET,1057
has_pathological_process,SNOMEDCT_VET,1057
interprets,SNOMEDCT_VET,1030
is_interpreted_by,SNOMEDCT_VET,1030
associated_procedure_of,CPT,1013
has_associated_procedure,CPT,1013
onset_of,SNOMEDCT_US,988
onset_of,SCTSPA,988
has_onset,SNOMEDCT_US,988
has_onset,SCTSPA,988
is_physical_location_of_gene,NCI,984
gene_has_physical_location,NCI,984
product_monograph_title_of,USP,975
has_product_monograph_title,USP,975
chemical_or_drug_affects_cell_type_or_tissue,NCI,961
cell_type_or_tissue_affected_by_chemical_or_drug,NCI,961
has_procedure_morphology,SNOMEDCT_US,937
procedure_morphology_of,SNOMEDCT_US,937
has_procedure_morphology,SCTSPA,932
procedure_morphology_of,SCTSPA,932
has_device_characteristic,SNOMEDCT_US,922
gene_product_variant_of_gene_product,NCI,922
device_characteristic_of,SNOMEDCT_US,922
gene_product_has_gene_product_variant,NCI,922
has_device_characteristic,SCTSPA,921
device_characteristic_of,SCTSPA,921
process_acts_on,SNOMEDCT_US,917
process_acts_on,SCTSPA,917
due_to,MEDCIN,917
acted_on_by_process,SNOMEDCT_US,917
acted_on_by_process,SCTSPA,917
cause_of,MEDCIN,917
replaced_by,ICPC2P,909
replaces,ICPC2P,909
contains,FMA,893
contained_in,FMA,893
adjectival_form_of,SNMI,878
noun_form_of,SNMI,878
approach_of,CPT,854
has_approach,CPT,854
access_of,MEDCIN,849
has_access,MEDCIN,849
has_causative_agent,SNOMEDCT_VET,843
causative_agent_of,SNOMEDCT_VET,843
has_expanded_form,HCDT,838
expanded_form_of,HCDT,838
complex_has_physical_part,NCI,837
gene_product_is_physical_part_of,NCI,837
occurs_after,MEDCIN,830
occurs_before,MEDCIN,830
technique_of,SNOMEDCT_US,829
has_technique,SNOMEDCT_US,829
technique_of,SCTSPA,825
has_technique,SCTSPA,825
efferent_to,FMA,823
afferent_to,FMA,823
receives_input_from,FMA,811
sends_output_to,FMA,811
has_risk_factor,NANDA-I,810
during,SNOMEDCT_US,810
inverse_during,SNOMEDCT_US,810
risk_factor_of,NANDA-I,810
has_pcdc_os_authorized_value,NCI,809
is_pcdc_os_authorized_value_for_variable,NCI,809
during,SCTSPA,809
inverse_during,SCTSPA,809
modifies,CCC,804
modified_by,CCC,804
mth_expanded_form_of,MDR,802
mth_has_expanded_form,MDR,802
has_pcdc_hl_authorized_value,NCI,799
is_pcdc_hl_authorized_value_for_variable,NCI,799
inverse_isa,MSHSCR,787
isa,MSHSCR,787
process_duration_of,SNOMEDCT_US,782
process_duration_of,SCTSPA,782
has_process_duration,SNOMEDCT_US,782
has_process_duration,SCTSPA,782
is_acc-aha_sars2_authorized_value_for_variable,NCI,781
has_acc-aha_sars2_authorized_value,NCI,781
has_pcdc_ews_authorized_value,NCI,774
is_pcdc_ews_authorized_value_for_variable,NCI,774
is_not_cytogenetic_abnormality_of_disease,NCI,768
disease_excludes_cytogenetic_abnormality,NCI,768
lymphatic_drainage_of,FMA,764
has_lymphatic_drainage,FMA,764
is_seronet_authorized_value_for_variable,NCI,761
has_seronet_authorized_value,NCI,761
inverse_isa,MSHNOR,732
isa,MSHNOR,732
has_expanded_form,FMA,732
expanded_form_of,FMA,732
has_ooro_pc_value,NCI,725
is_ooro_pc_value_of,NCI,725
enzyme_metabolizes_chemical_or_drug,NCI,714
chemical_or_drug_is_metabolized_by_enzyme,NCI,714
process_includes_biological_process,NCI,707
biological_process_is_part_of_process,NCI,707
segmental_supply_of,FMA,705
has_segmental_supply,FMA,705
has_associated_etiologic_finding,SNOMEDCT_US,702
has_associated_etiologic_finding,SCTSPA,702
associated_etiologic_finding_of,SNOMEDCT_US,702
associated_etiologic_finding_of,SCTSPA,702
has_at_risk_population,NANDA-I,695
population_at_risk_for,NANDA-I,695
articulates_with,FMA,692
entry_combination_of,MSHFIN,689
has_entry_combination,MSHFIN,689
expanded_form_of,ICPC2EENG,686
has_expanded_form,ICPC2EENG,686
has_pcdc_aml_authorized_value,NCI,657
is_pcdc_aml_authorized_value_for_variable,NCI,657
pharmaceutical_state_of_matter_of,NCI,652
severity_of,MEDCIN,652
has_pharmaceutical_state_of_matter,NCI,652
has_severity,MEDCIN,652
arterial_supply_of,FMA,632
has_arterial_supply,FMA,632
pharmaceutical_basic_dose_form_of,NCI,628
has_pharmaceutical_basic_dose_form,NCI,628
role_played_by,SNOMEDCT_VET,624
plays_role,SNOMEDCT_VET,624
disease_has_cytogenetic_abnormality,NCI,604
is_cytogenetic_abnormality_of_disease,NCI,604
surgical_extent_of,CPT,601
has_surgical_extent,CPT,601
possibly_replaced_by,SNOMEDCT_US,590
possibly_replaces,SNOMEDCT_US,590
excised_anatomy_has_procedure,NCI,585
procedure_has_excised_anatomy,NCI,585
pharmaceutical_administration_method_of,NCI,583
has_pharmaceutical_administration_method,NCI,583
has_procedure_approach,MEDCIN,578
procedure_approach_of,MEDCIN,578
pharmaceutical_intended_site_of,NCI,566
has_pharmaceutical_intended_site,NCI,566
is_location_of_biological_process,NCI,563
biological_process_has_associated_location,NCI,563
pharmaceutical_transformation_of,NCI,557
has_pharmaceutical_transformation,NCI,557
severity_of,SNOMEDCT_US,554
has_severity,SNOMEDCT_US,554
anterior_to,FMA,545
posterior_to,FMA,545
pharmaceutical_release_characteristics_of,NCI,539
has_pharmaceutical_release_characteristics,NCI,539
laterality_of,SNOMEDCT_VET,534
has_laterality,SNOMEDCT_VET,534
dose_form_intended_site_of,SNOMEDCT_US,533
dose_form_intended_site_of,SCTSPA,533
has_dose_form_intended_site,SNOMEDCT_US,533
has_dose_form_intended_site,SCTSPA,533
disease_has_metastatic_anatomic_site,NCI,530
is_metastatic_anatomic_site_of_disease,NCI,530
actual_outcome_of,CCC,528
expected_outcome_of,CCC,528
has_actual_outcome,CCC,528
has_expected_outcome,CCC,528
has_method,SNOMEDCT_VET,524
method_of,SNOMEDCT_VET,524
is_object_guidance_for,LNC,519
is_exam_for,LNC,519
has_exam,LNC,519
has_object_guidance,LNC,519
gene_product_malfunction_associated_with_disease,NCI,511
associated_with_malfunction_of_gene_product,NCI,511
severity_of,SCTSPA,510
has_severity,SCTSPA,510
ddx,CCPSS,508
intent_of,MEDCIN,508
has_intent,MEDCIN,508
route_of_administration_of,SNOMEDCT_US,507
has_route_of_administration,SNOMEDCT_US,507
has_compositional_material,SNOMEDCT_US,501
has_compositional_material,SCTSPA,501
compositional_material_of,SNOMEDCT_US,501
compositional_material_of,SCTSPA,501
receives_attachment_from,FMA,500
attaches_to,FMA,500
has_process_output,SNOMEDCT_US,492
has_process_output,SCTSPA,492
process_output_of,SNOMEDCT_US,492
process_output_of,SCTSPA,492
has_multi_level_category,CCS,491
has_single_level_category,CCS,491
route_of_administration_of,SCTSPA,491
has_route_of_administration,SCTSPA,491
direct_right_of,FMA,487
direct_left_of,FMA,487
gene_product_affected_by_chemical_or_drug,NCI,481
chemical_or_drug_affects_gene_product,NCI,481
dose_form_administration_method_of,SNOMEDCT_US,478
dose_form_administration_method_of,SCTSPA,478
has_dose_form_administration_method,SNOMEDCT_US,478
has_dose_form_administration_method,SCTSPA,478
occurs_in,MEDCIN,476
has_occurrence,MEDCIN,476
has_pcdc_gct_authorized_value,NCI,471
is_pcdc_gct_authorized_value_for_variable,NCI,471
dose_form_release_characteristic_of,SNOMEDCT_US,470
dose_form_release_characteristic_of,SCTSPA,470
has_dose_form_release_characteristic,SNOMEDCT_US,470
has_dose_form_release_characteristic,SCTSPA,470
superior_to,FMA,469
inferior_to,FMA,469
has_contraindicated_mechanism_of_action,MED-RT,459
contraindicated_mechanism_of_action_of,MED-RT,459
has_basic_dose_form,SNOMEDCT_US,458
has_basic_dose_form,SCTSPA,458
basic_dose_form_of,SNOMEDCT_US,458
basic_dose_form_of,SCTSPA,458
chromosome_mapped_to_disease,NCI,454
disease_mapped_to_chromosome,NCI,454
dose_form_transformation_of,SNOMEDCT_US,453
dose_form_transformation_of,SCTSPA,453
has_dose_form_transformation,SNOMEDCT_US,453
has_dose_form_transformation,SCTSPA,453
has_maneuver_type,LNC,448
is_maneuver_type_for,LNC,448
regimen_has_accepted_use_for_disease,NCI,442
disease_has_accepted_treatment_with_regimen,NCI,442
mapped_from,CVX,438
mapped_to,CVX,438
multiply_mapped_to,NCISEER,436
multiply_mapped_from,NCISEER,436
value_set_is_paired_with,NCI,422
is_paired_with_value_set,NCI,422
relative_to,SNOMEDCT_US,417
relative_to,SCTSPA,417
inverse_relative_to,SNOMEDCT_US,417
inverse_relative_to,SCTSPA,417
has_specimen_source_identity,SNOMEDCT_US,416
specimen_source_identity_of,SNOMEDCT_US,416
replaced_by,HPO,414
replaces,HPO,414
has_specimen_source_identity,SCTSPA,407
specimen_source_identity_of,SCTSPA,407
icd_dagger,ICD10AM,404
biomarker_type_includes_gene_product,NCI,386
gene_product_is_biomarker_type,NCI,386
supported_concept_property_in,HL7V3.0,386
has_supported_concept_property,HL7V3.0,386
has_direct_morphology,MEDCIN,377
has_sign_or_symptom,OMS,377
sign_or_symptom_of,OMS,377
direct_morphology_of,MEDCIN,377
is_approach_guidance_for,LNC,373
has_approach_guidance,LNC,373
occurs_in,GO,370
has_occurrence,GO,370
has_context_binding,HL7V3.0,369
context_binding_of,HL7V3.0,369
instrumentation_of,SNOMEDCT_US,368
has_instrumentation,SNOMEDCT_US,368
instrumentation_of,SCTSPA,367
has_instrumentation,SCTSPA,367
temporally_related_to,SNOMEDCT_US,364
pcdc_data_type_of,NCI,363
has_pcdc_data_type,NCI,363
is_location_of_anatomic_structure,NCI,362
anatomic_structure_has_location,NCI,362
has_possibly_included_procedure_device,CPT,360
procedure_device_of_possibly_included,CPT,360
has_pcdc_all_authorized_value,NCI,354
is_pcdc_all_authorized_value_for_variable,NCI,354
has_proper_part_of,MEDCIN,347
proper_part_of,MEDCIN,347
same_as,SNOMEDCT_VET,340
part_anatomy_structure_of,SNOMEDCT_US,339
has_part_anatomy_structure,SNOMEDCT_US,339
has_specimen_source_morphology,SNOMEDCT_US,311
specimen_source_morphology_of,SNOMEDCT_US,311
temporally_related_to,SCTSPA,306
has_specimen_source_morphology,SCTSPA,299
specimen_source_morphology_of,SCTSPA,299
uses_access_device,MEDCIN,295
access_device_used_by,MEDCIN,295
has_occurrence,SNOMEDCT_VET,284
occurs_in,SNOMEDCT_VET,284
subject_of_information_of,SNOMEDCT_US,283
subject_of_information_of,SCTSPA,283
has_subject_of_information,SNOMEDCT_US,283
has_subject_of_information,SCTSPA,283
has_excluded_procedure_site,CPT,278
procedure_site_of_excluded,CPT,278
procedure_has_partially_excised_anatomy,NCI,277
partially_excised_anatomy_has_procedure,NCI,277
origin_of,FMA,277
has_origin,FMA,277
interpretation_of,SNOMEDCT_VET,275
has_interpretation,SNOMEDCT_VET,275
has_contraindicated_physiologic_effect,MED-RT,274
derives,FMA,274
derives_from,FMA,274
contraindicated_physiologic_effect_of,MED-RT,274
has_expanded_form,PNDS,272
expanded_form_of,PNDS,272
has_indirect_device,SNOMEDCT_US,260
has_indirect_device,SCTSPA,260
indirect_device_of,SNOMEDCT_US,260
indirect_device_of,SCTSPA,260
is_sterile,SNOMEDCT_US,256
is_sterile,SCTSPA,256
answer_to_is_sterile,SNOMEDCT_US,256
answer_to_is_sterile,SCTSPA,256
receives_drainage_from,FMA,254
drains_into,FMA,254
related_object,FMA,252
has_physiologic_state,SNOMEDCT_VET,250
physiologic_state_of,SNOMEDCT_VET,250
has_excluded_method,CPT,244
method_of_excluded,CPT,244
eo_disease_has_property_or_attribute,NCI,244
is_property_or_attribute_of_eo_disease,NCI,244
associated_genetic_condition,PDQ,243
associated_disease,PDQ,243
has_time_modifier,LNC,236
time_modifier_of,LNC,236
manifestation_of,MTHMST,235
has_manifestation,MTHMST,235
use,AOT,231
used_for,AOT,231
has_count_of_base_of_active_ingredient,SNOMEDCT_VET,229
count_of_base_of_active_ingredient_of,SNOMEDCT_VET,229
gene_has_abnormality,NCI,227
disease_may_have_normal_cell_origin,NCI,227
may_be_normal_cell_origin_of_disease,NCI,227
is_abnormality_of_gene,NCI,227
measures,MTH,225
measured_by,MTH,225
mapped_from,HCPT,220
mapped_to,HCPT,220
route_of_administration_of,CPT,219
has_route_of_administration,CPT,219
has_direct_procedure_site,SNOMEDCT_VET,216
direct_procedure_site_of,SNOMEDCT_VET,216
insertion_of,FMA,213
has_insertion,FMA,213
mapped_to,HCPCS,212
mapped_from,HCPCS,212
adjustment_of,LNC,210
has_adjustment,LNC,210
lateral_to,FMA,207
medial_to,FMA,207
has_time_aspect,MEDCIN,205
time_aspect_of,MEDCIN,205
inc_parent_of,NCI,201
has_inc_parent,NCI,201
version_of,SRC,195
has_version,SRC,195
developmental_stage_of,FMA,193
has_developmental_stage,FMA,193
episodicity_of,SNOMEDCT_US,191
episodicity_of,SCTSPA,191
has_episodicity,SNOMEDCT_US,191
has_episodicity,SCTSPA,191
has_recipient_category,SNOMEDCT_US,190
has_recipient_category,SCTSPA,190
manufactures,MVX,190
recipient_category_of,SCTSPA,190
recipient_category_of,SNOMEDCT_US,190
manufactured_by,MVX,190
possibly_equivalent_to,SNOMEDCT_VET,186
allele_has_abnormality,NCI,183
has_scale_type,MEDCIN,183
scale_type_of,MEDCIN,183
abnormality_associated_with_allele,NCI,183
has_ctdc_value,NCI,182
has_specimen_source_topography,SNOMEDCT_VET,182
distal_to,FMA,182
proximal_to,FMA,182
is_ctdc_value_of,NCI,182
specimen_source_topography_of,SNOMEDCT_VET,182
has_associated_finding,CPT,181
associated_finding_of,CPT,181
absorbability_of,SNOMEDCT_US,172
has_absorbability,SNOMEDCT_US,172
absorbability_of,SCTSPA,171
has_absorbability,SCTSPA,171
has_sort_version,MSHNOR,169
sort_version_of,MSHNOR,169
induces,MED-RT,169
induced_by,MED-RT,169
property_type_of,SNOMEDCT_US,167
property_type_of,SCTSPA,167
has_property_type,SNOMEDCT_US,167
has_property_type,SCTSPA,167
place_traveled_to,MEDCIN,164
place_traveled_from,MEDCIN,164
has_associated_procedure,MEDCIN,163
associated_procedure_of,MEDCIN,163
has_specimen_substance,SNOMEDCT_VET,161
specimen_substance_of,SNOMEDCT_VET,161
may_be_diagnosed_by,MED-RT,157
may_diagnose,MED-RT,157
uses_possibly_included_substance,CPT,157
substance_used_by_possibly_included,CPT,157
has_count,LNC,156
count_of,LNC,156
process_initiates_biological_process,NCI,152
biological_process_has_initiator_process,NCI,152
state_of_matter_of,SNOMEDCT_US,149
state_of_matter_of,SCTSPA,149
has_state_of_matter,SNOMEDCT_US,149
has_state_of_matter,SCTSPA,149
has_possibly_included_pathology,CPT,147
pathology_of_possibly_included,CPT,147
surrounds,FMA,140
surrounded_by,FMA,140
connected_to,FMA,140
process_extends_to,SNOMEDCT_US,139
process_extends_to,SCTSPA,139
extended_to_by_process,SNOMEDCT_US,139
extended_to_by_process,SCTSPA,139
icd_asterisk,ICD10AM,138
has_locale,CPT,138
locale_of,CPT,138
has_british_form,MTHICPC2ICD10AE,137
british_form_of,MTHICPC2ICD10AE,137
venous_drainage_of,FMA,132
has_venous_drainage,FMA,132
has_ped-pro-ctcae_attribute,NCI,130
is_ped-pro-ctcae_attribute_of,NCI,130
has_panel_element,CPT,129
panel_element_of,CPT,129
allele_plays_altered_role_in_process,NCI,128
process_altered_by_allele,NCI,128
has_pro-ctcae_attribute,NCI,124
is_pro-ctcae_attribute_of,NCI,124
has_icdc_value,NCI,122
icdc_value_of,NCI,122
has_direct_substance,SNOMEDCT_VET,121
direct_substance_of,SNOMEDCT_VET,121
chemical_or_drug_initiates_biological_process,NCI,118
biological_process_has_initiator_chemical_or_drug,NCI,118
precondition_of,SNOMEDCT_US,117
precondition_of,SCTSPA,117
receives_projection,FMA,117
has_precondition,SNOMEDCT_US,117
has_precondition,SCTSPA,117
projects_to,FMA,117
due_to,SNOMEDCT_VET,116
cause_of,SNOMEDCT_VET,116
completely_excised_anatomy_has_procedure,NCI,115
procedure_has_completely_excised_anatomy,NCI,115
projects_from,FMA,112
has_projection,FMA,112
disease_excludes_metastatic_anatomic_site,NCI,111
is_not_metastatic_anatomic_site_of_disease,NCI,111
has_ingredient,NDDF,106
ingredient_of,NDDF,106
chromosomal_location_of_allele,NCI,106
allele_in_chromosomal_location,NCI,106
special_category_includes_neoplasm,NCI,105
evaluation_of,MTHMST,105
uses_excluded_substance,CPT,105
has_evaluation,MTHMST,105
substance_used_by_excluded,CPT,105
neoplasm_has_special_category,NCI,105
priority_of,MEDCIN,103
has_priority,MEDCIN,103
has_component,SNOMEDCT_VET,101
component_of,SNOMEDCT_VET,101
has_procedure_device,MEDCIN,98
procedure_device_of,MEDCIN,98
role_has_domain,NCI,97
role_has_range,NCI,97
kind_is_domain_of,NCI,97
kind_is_range_of,NCI,97
disposition_of,SNOMEDCT_VET,93
class_code_classified_by,HL7V3.0,93
classifies_class_code,HL7V3.0,93
has_disposition,SNOMEDCT_VET,93
biological_process_results_from_biological_process,NCI,92
biological_process_has_result_biological_process,NCI,92
translation_of,SRC,89
has_translation,SRC,89
occurs_after,SNOMEDCT_VET,88
occurs_before,SNOMEDCT_VET,88
has_part,MTHMST,85
part_of,MTHMST,85
consider,HPO,84
consider_from,HPO,84
primary_segmental_supply_of,FMA,81
has_primary_segmental_supply,FMA,81
has_pro-ctcae_parent,NCI,81
is_pro-ctcae_parent_of,NCI,81
secondary_segmental_supply_of,FMA,80
has_secondary_segmental_supply,FMA,80
pharmacokinetics_of,MED-RT,79
has_pharmacokinetics,MED-RT,79
