CUI1,CUI2,RELA,SAB,CUI1_name,CUI2_name
C0125997,C0149654,may_treat,MED-RT,lithium citrate,Conduct Disorder
C0126120,C0022573,may_treat,MED-RT,lodoxamide,Keratoconjunctivitis
C0126169,C0040259,may_treat,MED-RT,ciclopirox olamine,Tinea Pedis
C0126169,C0040262,may_treat,MED-RT,ciclopirox olamine,Tinea Versicolor
C0126174,C0018801,may_treat,MED-RT,losartan,Heart failure
C0126174,C0020428,contraindicated_with_disease,MED-RT,losartan,Hyperaldosteronism
C0126174,C0020649,contraindicated_with_disease,MED-RT,losartan,Hypotension
C0126177,C0009768,may_treat,MED-RT,loteprednol etabonate,Bacterial conjunctivitis
C0126177,C0009774,may_treat,MED-RT,loteprednol etabonate,Viral Conjunctivitis
C0126177,C0022568,may_treat,MED-RT,loteprednol etabonate,Keratitis
C0126177,C0035854,may_treat,MED-RT,loteprednol etabonate,Rosacea
C0126774,C0000737,contraindicated_with_disease,MED-RT,magnesium citrate,Abdominal Pain
C0126774,C0003615,contraindicated_with_disease,MED-RT,magnesium citrate,Appendicitis
C0126774,C0009324,contraindicated_with_disease,MED-RT,magnesium citrate,Ulcerative Colitis
C0126774,C0009806,may_treat,MED-RT,magnesium citrate,Constipation
C0126774,C0011849,contraindicated_with_disease,MED-RT,magnesium citrate,Diabetes Mellitus
C0126774,C0015734,contraindicated_with_disease,MED-RT,magnesium citrate,Fecal Impaction
C0126774,C0019158,contraindicated_with_disease,MED-RT,magnesium citrate,Hepatitis
C0126774,C0024473,may_prevent,MED-RT,magnesium citrate,Magnesium Deficiency
C0126774,C0024473,may_treat,MED-RT,magnesium citrate,Magnesium Deficiency
C0126777,C0019158,contraindicated_with_disease,MED-RT,magnesium gluconate,Hepatitis
C0126777,C0024473,may_prevent,MED-RT,magnesium gluconate,Magnesium Deficiency
C0126777,C0024473,may_treat,MED-RT,magnesium gluconate,Magnesium Deficiency
C0126784,C0019158,contraindicated_with_disease,MED-RT,"magnesium phosphate, dibasic",Hepatitis
C0126784,C0024473,may_prevent,MED-RT,"magnesium phosphate, dibasic",Magnesium Deficiency
C0126784,C0024473,may_treat,MED-RT,"magnesium phosphate, dibasic",Magnesium Deficiency
C0126791,C0019158,contraindicated_with_disease,MED-RT,magnesium stearate,Hepatitis
C0126791,C0024473,may_prevent,MED-RT,magnesium stearate,Magnesium Deficiency
C0126791,C0024473,may_treat,MED-RT,magnesium stearate,Magnesium Deficiency
C0127514,C0019087,contraindicated_with_disease,MED-RT,menadiol sodium phosphate,Hemorrhagic Disorders
C0127550,C0030920,may_treat,MED-RT,mepenzolate bromide,Peptic Ulcer
C0127615,C0009324,may_treat,MED-RT,mesalamine,Ulcerative Colitis
C0128513,C0018801,may_treat,MED-RT,milrinone,Heart failure
C0132182,C0026896,contraindicated_with_disease,MED-RT,chloroprocaine hydrochloride,Myasthenia Gravis
C0132326,C0019693,may_prevent,MED-RT,nevirapine,HIV Infections
C0132326,C0019693,may_treat,MED-RT,nevirapine,HIV Infections
C0132326,C0023895,contraindicated_with_disease,MED-RT,nevirapine,Liver diseases
C0132512,C0002962,may_treat,MED-RT,nilvadipine,Angina Pectoris
C0134394,C0009324,contraindicated_with_disease,MED-RT,oxybutynin chloride,Ulcerative Colitis
C0134394,C0013428,may_treat,MED-RT,oxybutynin chloride,Dysuria
C0134394,C0017601,contraindicated_with_disease,MED-RT,oxybutynin chloride,Glaucoma
C0134394,C0021843,contraindicated_with_disease,MED-RT,oxybutynin chloride,Intestinal Obstruction
C0134394,C0025162,contraindicated_with_disease,MED-RT,oxybutynin chloride,"Megacolon, Toxic"
C0134394,C0026896,contraindicated_with_disease,MED-RT,oxybutynin chloride,Myasthenia Gravis
C0134394,C0042024,may_treat,MED-RT,oxybutynin chloride,Urinary Incontinence
C0134394,C0080274,contraindicated_with_disease,MED-RT,oxybutynin chloride,Urinary Retention
C0134394,C0152020,contraindicated_with_disease,MED-RT,oxybutynin chloride,Gastroparesis
C0136123,C0018801,may_treat,MED-RT,perindopril,Heart failure
C0136123,C0020428,contraindicated_with_disease,MED-RT,perindopril,Hyperaldosteronism
C0136123,C0020649,contraindicated_with_disease,MED-RT,perindopril,Hypotension
C0137095,C0003950,may_treat,MED-RT,piperazine phosphate,Ascariasis
C0137095,C0027583,may_treat,MED-RT,piperazine phosphate,Nematode infections
C0137095,C0086227,may_treat,MED-RT,piperazine phosphate,Enterobiasis
C0137440,C0035460,may_treat,MED-RT,dexchlorpheniramine maleate,"Rhinitis, Vasomotor"
C0137984,C0011175,contraindicated_with_disease,MED-RT,potassium acetate,Dehydration
C0137984,C0020621,may_prevent,MED-RT,potassium acetate,Hypokalemia
C0137984,C0020621,may_treat,MED-RT,potassium acetate,Hypokalemia
C0137984,C0021843,contraindicated_with_disease,MED-RT,potassium acetate,Intestinal Obstruction
C0137996,C0011175,contraindicated_with_disease,MED-RT,potassium citrate,Dehydration
C0137996,C0020621,may_prevent,MED-RT,potassium citrate,Hypokalemia
C0137996,C0020621,may_treat,MED-RT,potassium citrate,Hypokalemia
C0137996,C0021843,contraindicated_with_disease,MED-RT,potassium citrate,Intestinal Obstruction
C0137996,C0030920,contraindicated_with_disease,MED-RT,potassium citrate,Peptic Ulcer
C0137996,C0042029,contraindicated_with_disease,MED-RT,potassium citrate,Urinary tract infection
C0137997,C0023895,contraindicated_with_disease,MED-RT,clavulanate potassium,Liver diseases
C0137997,C0029882,may_treat,MED-RT,clavulanate potassium,Otitis Media
C0138037,C0020621,may_prevent,MED-RT,dibasic potassium phosphate,Hypokalemia
C0138037,C0020621,may_treat,MED-RT,dibasic potassium phosphate,Hypokalemia
C0138038,C0020621,may_prevent,MED-RT,monobasic potassium phosphate,Hypokalemia
C0138038,C0020621,may_treat,MED-RT,monobasic potassium phosphate,Hypokalemia
C0138273,C0002878,may_treat,MED-RT,prednisolone sodium phosphate,"Anemia, Hemolytic"
C0138273,C0003873,may_prevent,MED-RT,prednisolone sodium phosphate,Rheumatoid Arthritis
C0138273,C0005138,may_treat,MED-RT,prednisolone sodium phosphate,Berylliosis
C0138273,C0008049,contraindicated_with_disease,MED-RT,prednisolone sodium phosphate,Chickenpox
C0138273,C0009324,may_treat,MED-RT,prednisolone sodium phosphate,Ulcerative Colitis
C0138273,C0009763,may_treat,MED-RT,prednisolone sodium phosphate,Conjunctivitis
C0138273,C0011615,may_treat,MED-RT,prednisolone sodium phosphate,"Dermatitis, Atopic"
C0138273,C0014742,may_treat,MED-RT,prednisolone sodium phosphate,Erythema Multiforme
C0138273,C0019348,contraindicated_with_disease,MED-RT,prednisolone sodium phosphate,Herpes simplex infection
C0138273,C0022568,contraindicated_with_disease,MED-RT,prednisolone sodium phosphate,Keratitis
C0138273,C0023418,may_treat,MED-RT,prednisolone sodium phosphate,leukemia
C0138273,C0024141,may_treat,MED-RT,prednisolone sodium phosphate,"Lupus Erythematosus, Systemic"
C0138273,C0026769,may_treat,MED-RT,prednisolone sodium phosphate,Multiple Sclerosis
C0138273,C0026946,contraindicated_with_disease,MED-RT,prednisolone sodium phosphate,Mycoses
C0138273,C0026948,may_treat,MED-RT,prednisolone sodium phosphate,Mycosis Fungoides
C0138273,C0030807,may_treat,MED-RT,prednisolone sodium phosphate,Pemphigus
C0138273,C0035435,may_treat,MED-RT,prednisolone sodium phosphate,Rheumatism
C0138273,C0036202,may_treat,MED-RT,prednisolone sodium phosphate,Sarcoidosis
C0138273,C0038013,may_treat,MED-RT,prednisolone sodium phosphate,Ankylosing spondylitis
C0138273,C0040034,may_treat,MED-RT,prednisolone sodium phosphate,Thrombocytopenia
C0138273,C0040147,may_treat,MED-RT,prednisolone sodium phosphate,Thyroiditis
C0138273,C0041327,may_treat,MED-RT,prednisolone sodium phosphate,"Tuberculosis, Pulmonary"
C0138273,C0042164,may_treat,MED-RT,prednisolone sodium phosphate,Uveitis
C0138274,C0002878,may_treat,MED-RT,prednisolone sodium succinate,"Anemia, Hemolytic"
C0138274,C0003873,may_prevent,MED-RT,prednisolone sodium succinate,Rheumatoid Arthritis
C0138274,C0005138,may_treat,MED-RT,prednisolone sodium succinate,Berylliosis
C0138274,C0008049,contraindicated_with_disease,MED-RT,prednisolone sodium succinate,Chickenpox
C0138274,C0009324,may_treat,MED-RT,prednisolone sodium succinate,Ulcerative Colitis
C0138274,C0009763,may_treat,MED-RT,prednisolone sodium succinate,Conjunctivitis
C0138274,C0011615,may_treat,MED-RT,prednisolone sodium succinate,"Dermatitis, Atopic"
C0138274,C0014742,may_treat,MED-RT,prednisolone sodium succinate,Erythema Multiforme
C0138274,C0019348,contraindicated_with_disease,MED-RT,prednisolone sodium succinate,Herpes simplex infection
C0138274,C0022568,contraindicated_with_disease,MED-RT,prednisolone sodium succinate,Keratitis
C0138274,C0023418,may_treat,MED-RT,prednisolone sodium succinate,leukemia
C0138274,C0024141,may_treat,MED-RT,prednisolone sodium succinate,"Lupus Erythematosus, Systemic"
C0138274,C0026769,may_treat,MED-RT,prednisolone sodium succinate,Multiple Sclerosis
C0138274,C0026946,contraindicated_with_disease,MED-RT,prednisolone sodium succinate,Mycoses
C0138274,C0026948,may_treat,MED-RT,prednisolone sodium succinate,Mycosis Fungoides
C0138274,C0030807,may_treat,MED-RT,prednisolone sodium succinate,Pemphigus
C0138274,C0035435,may_treat,MED-RT,prednisolone sodium succinate,Rheumatism
C0138274,C0036202,may_treat,MED-RT,prednisolone sodium succinate,Sarcoidosis
C0138274,C0038013,may_treat,MED-RT,prednisolone sodium succinate,Ankylosing spondylitis
C0138274,C0040034,may_treat,MED-RT,prednisolone sodium succinate,Thrombocytopenia
C0138274,C0040147,may_treat,MED-RT,prednisolone sodium succinate,Thyroiditis
C0138274,C0041327,may_treat,MED-RT,prednisolone sodium succinate,"Tuberculosis, Pulmonary"
C0138274,C0042164,may_treat,MED-RT,prednisolone sodium succinate,Uveitis
C0139697,C0024535,may_prevent,MED-RT,quinidine bisulfate,"Malaria, Falciparum"
C0139697,C0026896,contraindicated_with_disease,MED-RT,quinidine bisulfate,Myasthenia Gravis
C0139697,C0039240,may_prevent,MED-RT,quinidine bisulfate,Supraventricular tachycardia
C0139697,C0042514,may_prevent,MED-RT,quinidine bisulfate,"Tachycardia, Ventricular"
C0139919,C0017168,may_treat,MED-RT,ranitidine bismuth citrate,Gastroesophageal reflux disease
C0140575,C0040034,contraindicated_with_disease,MED-RT,rifabutin,Thrombocytopenia
C0140575,C0041327,may_prevent,MED-RT,rifabutin,"Tuberculosis, Pulmonary"
C0140575,C0041327,may_treat,MED-RT,rifabutin,"Tuberculosis, Pulmonary"
C0140594,C0019348,contraindicated_with_disease,MED-RT,rimexolone,Herpes simplex infection
C0141756,C0009324,contraindicated_with_disease,MED-RT,methscopolamine bromide,Ulcerative Colitis
C0141756,C0017601,contraindicated_with_disease,MED-RT,methscopolamine bromide,Glaucoma
C0141756,C0021843,contraindicated_with_disease,MED-RT,methscopolamine bromide,Intestinal Obstruction
C0141756,C0026896,contraindicated_with_disease,MED-RT,methscopolamine bromide,Myasthenia Gravis
C0141756,C0030920,may_treat,MED-RT,methscopolamine bromide,Peptic Ulcer
C0142160,C0040259,may_treat,MED-RT,oxiconazole nitrate,Tinea Pedis
C0142160,C0040262,may_treat,MED-RT,oxiconazole nitrate,Tinea Versicolor
C0142278,C0003125,contraindicated_with_disease,MED-RT,sibutramine hydrochloride,Anorexia Nervosa
C0142278,C0003811,contraindicated_with_disease,MED-RT,sibutramine hydrochloride,Cardiac Arrhythmia
C0142278,C0018801,contraindicated_with_disease,MED-RT,sibutramine hydrochloride,Heart failure
C0142278,C0028754,may_treat,MED-RT,sibutramine hydrochloride,Obesity
C0142278,C0038454,contraindicated_with_disease,MED-RT,sibutramine hydrochloride,Cerebrovascular accident
C0142278,C2267227,contraindicated_with_disease,MED-RT,sibutramine hydrochloride,Bulimia Nervosa
C0142785,C0001122,may_treat,MED-RT,sodium acetate,Acidosis
C0142785,C0020598,contraindicated_with_disease,MED-RT,sodium acetate,Hypocalcemia
C0142785,C0034063,contraindicated_with_disease,MED-RT,sodium acetate,Pulmonary Edema
C0142791,C0017168,may_prevent,MED-RT,sodium alginate,Gastroesophageal reflux disease
C0142805,C0018681,may_treat,MED-RT,sodium benzoate,Headache
C0142805,C0220994,may_treat,MED-RT,sodium benzoate,Hyperammonemia (disorder)
C0142817,C0004623,may_prevent,MED-RT,carbenicillin indanyl sodium,Bacterial Infections
C0142817,C0004623,may_treat,MED-RT,carbenicillin indanyl sodium,Bacterial Infections
C0142817,C0033581,may_treat,MED-RT,carbenicillin indanyl sodium,prostatitis
C0142817,C0042029,may_treat,MED-RT,carbenicillin indanyl sodium,Urinary tract infection
C0142874,C0001122,may_treat,MED-RT,sodium lactate,Acidosis
C0142874,C0005122,contraindicated_with_disease,MED-RT,sodium lactate,Beriberi
C0142874,C0036974,contraindicated_with_disease,MED-RT,sodium lactate,Shock
C0142915,C0020621,contraindicated_with_disease,MED-RT,sodium polystyrene sulfonate,Hypokalemia
C0142915,C0021843,contraindicated_with_disease,MED-RT,sodium polystyrene sulfonate,Intestinal Obstruction
C0143083,C0006625,may_treat,MED-RT,somatrem,Cachexia
C0143083,C0018801,may_treat,MED-RT,somatrem,Heart failure
C0143083,C0032897,may_treat,MED-RT,somatrem,Prader-Willi Syndrome
C0144004,C0026946,may_prevent,MED-RT,sulconazole nitrate,Mycoses
C0144004,C0026946,may_treat,MED-RT,sulconazole nitrate,Mycoses
C0144004,C0040259,may_treat,MED-RT,sulconazole nitrate,Tinea Pedis
C0144004,C0040262,may_treat,MED-RT,sulconazole nitrate,Tinea Versicolor
C0144576,C0036220,may_treat,MED-RT,paclitaxel,Kaposi Sarcoma
C0145932,C0042963,may_prevent,MED-RT,trimethobenzamide hydrochloride,Vomiting
C0145932,C0042963,may_treat,MED-RT,trimethobenzamide hydrochloride,Vomiting
C0146011,C0024031,may_treat,MED-RT,tizanidine,Low Back Pain
C0146011,C0027121,may_treat,MED-RT,tizanidine,Myositis
C0146011,C0037763,may_treat,MED-RT,tizanidine,Spasm
C0146224,C0027947,contraindicated_with_disease,MED-RT,topotecan,Neutropenia
C0146224,C0040034,contraindicated_with_disease,MED-RT,topotecan,Thrombocytopenia
C0146934,C0010823,may_treat,MED-RT,foscarnet sodium,Cytomegalovirus Infections
C0147008,C0011616,may_treat,MED-RT,pramoxine hydrochloride,Contact Dermatitis
C0147008,C0016167,may_treat,MED-RT,pramoxine hydrochloride,Anal Fissure
C0147008,C0033774,may_treat,MED-RT,pramoxine hydrochloride,Pruritus
C0148485,C0035460,may_treat,MED-RT,tetrahydrozoline hydrochloride,"Rhinitis, Vasomotor"
C0148859,C0024530,may_prevent,MED-RT,halofantrine hydrochloride,Malaria
C0148859,C0024530,may_treat,MED-RT,halofantrine hydrochloride,Malaria
C0148859,C0024535,may_treat,MED-RT,halofantrine hydrochloride,"Malaria, Falciparum"
C0148859,C0042510,contraindicated_with_disease,MED-RT,halofantrine hydrochloride,Ventricular Fibrillation
C0148932,C0017601,contraindicated_with_disease,MED-RT,phendimetrazine tartrate,Glaucoma
C0148932,C0028754,may_treat,MED-RT,phendimetrazine tartrate,Obesity
C0149304,C0013447,may_treat,MED-RT,azatadine maleate,Ear Diseases
C0149304,C0035204,may_treat,MED-RT,azatadine maleate,Respiration Disorders
C0149304,C0042109,may_treat,MED-RT,azatadine maleate,Urticaria
C0163055,C0002878,contraindicated_with_disease,MED-RT,metaxalone,"Anemia, Hemolytic"
C0163055,C0023895,contraindicated_with_disease,MED-RT,metaxalone,Liver diseases
C0163055,C0027121,may_treat,MED-RT,metaxalone,Myositis
C0163055,C0037763,may_treat,MED-RT,metaxalone,Spasm
C0163557,C0029002,may_treat,MED-RT,moxidectin,"Onchocerciasis, Ocular"
C0163657,C0011849,may_treat,MED-RT,chromium picolinate,Diabetes Mellitus
C0164386,C0042963,may_prevent,MED-RT,buclizine,Vomiting
C0164386,C0042963,may_treat,MED-RT,buclizine,Vomiting
C0164608,C0018801,may_treat,MED-RT,quinethazone,Heart failure
C0164613,C0018916,may_treat,MED-RT,interferon alfacon-1,Hemangioma
C0164613,C0023443,may_treat,MED-RT,interferon alfacon-1,Hairy Cell Leukemia
C0164613,C0026764,may_treat,MED-RT,interferon alfacon-1,Multiple Myeloma
C0164613,C0026948,may_treat,MED-RT,interferon alfacon-1,Mycosis Fungoides
C0164613,C0036220,contraindicated_with_disease,MED-RT,interferon alfacon-1,Kaposi Sarcoma
C0164613,C0036220,may_treat,MED-RT,interferon alfacon-1,Kaposi Sarcoma
C0164613,C0036920,may_treat,MED-RT,interferon alfacon-1,Sezary Syndrome
C0164613,C0040028,may_treat,MED-RT,interferon alfacon-1,"Thrombocythemia, Essential"
C0164613,C0040034,may_treat,MED-RT,interferon alfacon-1,Thrombocytopenia
C0164613,C0524910,may_treat,MED-RT,interferon alfacon-1,"Hepatitis C, Chronic"
C0164613,C1540912,may_treat,MED-RT,interferon alfacon-1,Hypereosinophilic syndrome
C0164613,C2239176,may_treat,MED-RT,interferon alfacon-1,Liver carcinoma
C0164613,C3665596,may_treat,MED-RT,interferon alfacon-1,Warts
C0164662,C0019693,may_prevent,MED-RT,stavudine,HIV Infections
C0164662,C0019693,may_treat,MED-RT,stavudine,HIV Infections
C0164674,C0040034,contraindicated_with_disease,MED-RT,pegademase bovine,Thrombocytopenia
C0165032,C0022602,may_treat,MED-RT,imiquimod,Actinic keratosis
C0165590,C0017612,may_treat,MED-RT,dorzolamide,"Glaucoma, Open-Angle"
C0165603,C0024530,may_prevent,MED-RT,atovaquone,Malaria
C0165603,C0024530,may_treat,MED-RT,atovaquone,Malaria
C0165603,C0085315,may_prevent,MED-RT,atovaquone,"Toxoplasmosis, Cerebral"
C0165603,C0085315,may_treat,MED-RT,atovaquone,"Toxoplasmosis, Cerebral"
C0165631,C0001144,may_treat,MED-RT,adapalene,Acne Vulgaris
C0166025,C0020598,contraindicated_with_disease,MED-RT,risedronate sodium,Hypocalcemia
C0167626,C0023895,contraindicated_with_disease,MED-RT,estradiol 3-benzoate,Liver diseases
C0167626,C0025322,may_treat,MED-RT,estradiol 3-benzoate,Premature Menopause
C0167626,C0085215,may_treat,MED-RT,estradiol 3-benzoate,"Ovarian Failure, Premature"
C0168273,C0019087,contraindicated_with_disease,MED-RT,bivalirudin,Hemorrhagic Disorders
C0168273,C0151744,may_prevent,MED-RT,bivalirudin,Myocardial Ischemia
C0168387,C1263846,may_treat,MED-RT,reboxetine mesylate,Attention deficit hyperactivity disorder
C0168388,C1263846,may_treat,MED-RT,reboxetine,Attention deficit hyperactivity disorder
C0169964,C0006625,may_treat,MED-RT,somatropin,Cachexia
C0169964,C0018801,may_treat,MED-RT,somatropin,Heart failure
C0169964,C0032897,contraindicated_with_disease,MED-RT,somatropin,Prader-Willi Syndrome
C0169964,C0032897,may_treat,MED-RT,somatropin,Prader-Willi Syndrome
C0169964,C0041408,may_treat,MED-RT,somatropin,Turner Syndrome
C0171023,C0005586,may_treat,MED-RT,olanzapine,Bipolar Disorder
C0171023,C0036341,may_treat,MED-RT,olanzapine,Schizophrenia
C0171673,C0009806,may_treat,MED-RT,calcium sodium phosphate,Constipation
C0174938,C0003873,may_prevent,MED-RT,methylprednisolone aceponate,Rheumatoid Arthritis
C0174938,C0005138,may_treat,MED-RT,methylprednisolone aceponate,Berylliosis
C0174938,C0009324,may_treat,MED-RT,methylprednisolone aceponate,Ulcerative Colitis
C0174938,C0011615,may_treat,MED-RT,methylprednisolone aceponate,"Dermatitis, Atopic"
C0174938,C0014742,may_treat,MED-RT,methylprednisolone aceponate,Erythema Multiforme
C0174938,C0018133,may_prevent,MED-RT,methylprednisolone aceponate,Graft-vs-Host Disease
C0174938,C0018133,may_treat,MED-RT,methylprednisolone aceponate,Graft-vs-Host Disease
C0174938,C0018939,may_treat,MED-RT,methylprednisolone aceponate,Hematological Disease
C0174938,C0023418,may_treat,MED-RT,methylprednisolone aceponate,leukemia
C0174938,C0024141,may_treat,MED-RT,methylprednisolone aceponate,"Lupus Erythematosus, Systemic"
C0174938,C0026769,may_treat,MED-RT,methylprednisolone aceponate,Multiple Sclerosis
C0174938,C0026946,contraindicated_with_disease,MED-RT,methylprednisolone aceponate,Mycoses
C0174938,C0026948,may_treat,MED-RT,methylprednisolone aceponate,Mycosis Fungoides
C0174938,C0030807,may_treat,MED-RT,methylprednisolone aceponate,Pemphigus
C0174938,C0035435,may_treat,MED-RT,methylprednisolone aceponate,Rheumatism
C0174938,C0036202,may_treat,MED-RT,methylprednisolone aceponate,Sarcoidosis
C0174938,C0038013,may_treat,MED-RT,methylprednisolone aceponate,Ankylosing spondylitis
C0174938,C0040147,may_treat,MED-RT,methylprednisolone aceponate,Thyroiditis
C0174938,C0041327,may_treat,MED-RT,methylprednisolone aceponate,"Tuberculosis, Pulmonary"
C0174938,C0042164,may_treat,MED-RT,methylprednisolone aceponate,Uveitis
C0175158,C0009324,contraindicated_with_disease,MED-RT,deserpidine,Ulcerative Colitis
C0175158,C0020649,contraindicated_with_disease,MED-RT,deserpidine,Hypotension
C0175158,C0030920,contraindicated_with_disease,MED-RT,deserpidine,Peptic Ulcer
C0175158,C0036341,may_treat,MED-RT,deserpidine,Schizophrenia
C0205705,C0003615,contraindicated_with_disease,MED-RT,casanthranol,Appendicitis
C0205705,C0009806,may_prevent,MED-RT,casanthranol,Constipation
C0205705,C0009806,may_treat,MED-RT,casanthranol,Constipation
C0205705,C0011991,contraindicated_with_disease,MED-RT,casanthranol,Diarrhea
C0205705,C0021843,contraindicated_with_disease,MED-RT,casanthranol,Intestinal Obstruction
C0205881,C0002438,may_treat,MED-RT,paromomycin sulfate,Amebiasis
C0205881,C0010418,may_treat,MED-RT,paromomycin sulfate,Cryptosporidiosis
C0205881,C0021843,contraindicated_with_disease,MED-RT,paromomycin sulfate,Intestinal Obstruction
C0205881,C0033740,may_prevent,MED-RT,paromomycin sulfate,Protozoan Infections
C0205881,C0033740,may_treat,MED-RT,paromomycin sulfate,Protozoan Infections
C0205909,C0002871,contraindicated_with_disease,MED-RT,procarbazine hydrochloride,Anemia
C0205909,C0019829,may_treat,MED-RT,procarbazine hydrochloride,Hodgkin Disease
C0205909,C0026764,may_treat,MED-RT,procarbazine hydrochloride,Multiple Myeloma
C0205909,C0027947,contraindicated_with_disease,MED-RT,procarbazine hydrochloride,Neutropenia
C0205909,C0040034,contraindicated_with_disease,MED-RT,procarbazine hydrochloride,Thrombocytopenia
C0205992,C0004623,may_prevent,MED-RT,vancomycin hydrochloride,Bacterial Infections
C0205992,C0004623,may_treat,MED-RT,vancomycin hydrochloride,Bacterial Infections
C0205992,C0011991,may_treat,MED-RT,vancomycin hydrochloride,Diarrhea
C0205992,C0025295,may_treat,MED-RT,vancomycin hydrochloride,"Meningitis, Pneumococcal"
C0205992,C0027947,may_treat,MED-RT,vancomycin hydrochloride,Neutropenia
C0205996,C0004623,may_prevent,MED-RT,pristinamycin,Bacterial Infections
C0205996,C0004623,may_treat,MED-RT,pristinamycin,Bacterial Infections
C0206232,C0019087,contraindicated_with_disease,MED-RT,nadroparin,Hemorrhagic Disorders
C0206460,C0019087,contraindicated_with_disease,MED-RT,enoxaparin,Hemorrhagic Disorders
C0206460,C0040034,contraindicated_with_disease,MED-RT,enoxaparin,Thrombocytopenia
C0206461,C0019087,contraindicated_with_disease,MED-RT,dalteparin,Hemorrhagic Disorders
C0206461,C0040034,contraindicated_with_disease,MED-RT,dalteparin,Thrombocytopenia
C0206461,C0151744,may_prevent,MED-RT,dalteparin,Myocardial Ischemia
C0206599,C0003811,contraindicated_with_disease,MED-RT,sumatriptan succinate,Cardiac Arrhythmia
C0206599,C0009088,may_treat,MED-RT,sumatriptan succinate,Cluster Headache
C0206599,C0023895,contraindicated_with_disease,MED-RT,sumatriptan succinate,Liver diseases
C0206599,C0038454,contraindicated_with_disease,MED-RT,sumatriptan succinate,Cerebrovascular accident
C0206599,C0149931,may_treat,MED-RT,sumatriptan succinate,Migraine Disorders
C0206599,C1956346,contraindicated_with_disease,MED-RT,sumatriptan succinate,Coronary Artery Disease
C0206679,C0023418,contraindicated_with_disease,MED-RT,"herpesvirus 1, human",leukemia
C0207214,C0020598,may_treat,MED-RT,"calcium phosphate, dihydrate",Hypocalcemia
C0207773,C0003950,may_treat,MED-RT,piperazine hydrate,Ascariasis
C0207773,C0027583,may_treat,MED-RT,piperazine hydrate,Nematode infections
C0207773,C0086227,may_treat,MED-RT,piperazine hydrate,Enterobiasis
C0209227,C0008049,may_treat,MED-RT,famciclovir,Chickenpox
C0209227,C0019348,may_prevent,MED-RT,famciclovir,Herpes simplex infection
C0209227,C0019348,may_treat,MED-RT,famciclovir,Herpes simplex infection
C0209227,C0019360,may_prevent,MED-RT,famciclovir,Herpes zoster (disorder)
C0209227,C0019360,may_treat,MED-RT,famciclovir,Herpes zoster (disorder)
C0209263,C0003873,may_treat,MED-RT,piroxicam-beta-cyclodextrin,Rheumatoid Arthritis
C0209263,C0029408,may_treat,MED-RT,piroxicam-beta-cyclodextrin,Degenerative polyarthritis
C0209263,C0038013,may_treat,MED-RT,piroxicam-beta-cyclodextrin,Ankylosing spondylitis
C0209263,C0038814,may_treat,MED-RT,piroxicam-beta-cyclodextrin,Sunburn
C0209368,C0018133,may_prevent,MED-RT,mycophenolate mofetil,Graft-vs-Host Disease
C0209368,C0018133,may_treat,MED-RT,mycophenolate mofetil,Graft-vs-Host Disease
C0209368,C0033860,may_treat,MED-RT,mycophenolate mofetil,Psoriasis
C0209738,C0019693,may_prevent,MED-RT,lamivudine,HIV Infections
C0209738,C0019693,may_treat,MED-RT,lamivudine,HIV Infections
C0210630,C0027947,may_treat,MED-RT,filgrastim,Neutropenia
C0213771,C0034067,may_treat,MED-RT,tiotropium,Pulmonary Emphysema
C0215717,C0019087,contraindicated_with_disease,MED-RT,parnaparin,Hemorrhagic Disorders
C0216231,C0019829,may_treat,MED-RT,sargramostim,Hodgkin Disease
C0216231,C0027947,may_treat,MED-RT,sargramostim,Neutropenia
C0216278,C0019087,contraindicated_with_disease,MED-RT,tinzaparin,Hemorrhagic Disorders
C0216278,C0040034,contraindicated_with_disease,MED-RT,tinzaparin,Thrombocytopenia
C0216784,C0018801,may_treat,MED-RT,valsartan,Heart failure
C0216784,C0020428,contraindicated_with_disease,MED-RT,valsartan,Hyperaldosteronism
C0216784,C0020649,contraindicated_with_disease,MED-RT,valsartan,Hypotension
C0216971,C0035220,may_prevent,MED-RT,colfosceril palmitate,"Respiratory Distress Syndrome, Newborn"
C0216971,C0035220,may_treat,MED-RT,colfosceril palmitate,"Respiratory Distress Syndrome, Newborn"
C0218986,C0002962,contraindicated_with_disease,MED-RT,aldesleukin,Angina Pectoris
C0218986,C0003811,contraindicated_with_disease,MED-RT,aldesleukin,Cardiac Arrhythmia
C0218986,C0007177,contraindicated_with_disease,MED-RT,aldesleukin,Cardiac Tamponade
C0218986,C0008031,contraindicated_with_disease,MED-RT,aldesleukin,Chest Pain
C0218986,C0009421,contraindicated_with_disease,MED-RT,aldesleukin,Comatose
C0218986,C0018133,contraindicated_with_disease,MED-RT,aldesleukin,Graft-vs-Host Disease
C0218986,C0019693,may_treat,MED-RT,aldesleukin,HIV Infections
C0218986,C0026764,may_treat,MED-RT,aldesleukin,Multiple Myeloma
C0218986,C0042514,contraindicated_with_disease,MED-RT,aldesleukin,"Tachycardia, Ventricular"
C0225326,C0009806,may_prevent,MED-RT,fiber,Constipation
C0237417,C0014544,may_treat,MED-RT,phenytoin sodium,Epilepsy
C0242430,C0020649,contraindicated_with_disease,MED-RT,phenoxybenzamine hydrochloride,Hypotension
C0242430,C0036974,contraindicated_with_disease,MED-RT,phenoxybenzamine hydrochloride,Shock
