CUI1,CUI2,RELA,SAB,CUI1_name,CUI2_name
C0982005,C0358514,has_therapeutic_class,MED-RT,corn smut allergenic extract,Diagnostic agents
C0982005,C4722075,has_therapeutic_class,MED-RT,corn smut allergenic extract,Immunological Agents [TC]
C0982005,C4722090,has_therapeutic_class,MED-RT,corn smut allergenic extract,Dermatological Agents [TC]
C0982025,C4722027,has_therapeutic_class,MED-RT,anti-inhibitor coagulant complex,Blood Products/Modifiers/Volume Expanders [TC]
C0982034,C4722075,has_therapeutic_class,MED-RT,"BCG, live, Montreal strain",Immunological Agents [TC]
C0982057,C4722060,has_therapeutic_class,MED-RT,carboxymethylcellulose calcium,Ophthalmic Agents [TC]
C0982118,C0007220,has_therapeutic_class,MED-RT,dexrazoxane hydrochloride,Cardiovascular Agents
C0982139,C0282686,has_therapeutic_class,MED-RT,racepinephrine hydrochloride,Respiratory System Agents
C0982166,C0003451,has_therapeutic_class,MED-RT,fomivirsen sodium,Antiviral Agents
C0982189,C4722075,has_therapeutic_class,MED-RT,Hemophilus B polysaccharide,Immunological Agents [TC]
C0982192,C4722027,has_therapeutic_class,MED-RT,"heparin sodium, porcine",Blood Products/Modifiers/Volume Expanders [TC]
C0982200,C4722089,has_therapeutic_class,MED-RT,hydrocodone resin complex,Analgesics [TC]
C0982206,C4722060,has_therapeutic_class,MED-RT,hydroxypropyl methylcellulose 2208,Ophthalmic Agents [TC]
C0982207,C4722060,has_therapeutic_class,MED-RT,hydroxypropyl methylcellulose 2910,Ophthalmic Agents [TC]
C0982210,C4722090,has_therapeutic_class,MED-RT,imidurea,Dermatological Agents [TC]
C0982211,C0003191,has_therapeutic_class,MED-RT,indomethacin sodium,Antirheumatic Agents
C0982219,C4722052,has_therapeutic_class,MED-RT,"lente insulin, human",Blood Glucose Regulators [TC]
C0982221,C4722052,has_therapeutic_class,MED-RT,"insulin lispro protamine, human",Blood Glucose Regulators [TC]
C0982226,C4722052,has_therapeutic_class,MED-RT,"insulin, regular, beef",Blood Glucose Regulators [TC]
C0982233,C4722075,has_therapeutic_class,MED-RT,"interferon alfa-3n,human leukocyte derived",Immunological Agents [TC]
C0982245,C4722090,has_therapeutic_class,MED-RT,lanolin alcohols,Dermatological Agents [TC]
C0982275,C4722075,has_therapeutic_class,MED-RT,meningococcal polysaccharide vaccine group W-135,Immunological Agents [TC]
C0982276,C4722075,has_therapeutic_class,MED-RT,meningococcal polysaccharide vaccine group Y,Immunological Agents [TC]
C0982282,C0007220,has_therapeutic_class,MED-RT,metipranolol hydrochloride,Cardiovascular Agents
C0982282,C4722060,has_therapeutic_class,MED-RT,metipranolol hydrochloride,Ophthalmic Agents [TC]
C0982292,C0279516,has_therapeutic_class,MED-RT,nafcillin sodium monohydrate,Anti-Bacterial Agents
C0982304,C0358514,has_therapeutic_class,MED-RT,orris allergenic extract,Diagnostic agents
C0982304,C4722075,has_therapeutic_class,MED-RT,orris allergenic extract,Immunological Agents [TC]
C0982304,C4722090,has_therapeutic_class,MED-RT,orris allergenic extract,Dermatological Agents [TC]
C0982310,C4722090,has_therapeutic_class,MED-RT,PEG-100 stearate,Dermatological Agents [TC]
C0982311,C4722090,has_therapeutic_class,MED-RT,PEG-120 methyl glucose dioleate,Dermatological Agents [TC]
C0982314,C4722090,has_therapeutic_class,MED-RT,PEG-4 dilaurate,Dermatological Agents [TC]
C0982316,C4722090,has_therapeutic_class,MED-RT,PEG-40 sorbitan diisostearate,Dermatological Agents [TC]
C0982317,C4722090,has_therapeutic_class,MED-RT,PEG-40 stearate,Dermatological Agents [TC]
C0982320,C4722090,has_therapeutic_class,MED-RT,PEG-6 lauramide,Dermatological Agents [TC]
C0982323,C4722090,has_therapeutic_class,MED-RT,peg-75 lanolin,Dermatological Agents [TC]
C0982325,C4722090,has_therapeutic_class,MED-RT,PEG-8 dioleate,Dermatological Agents [TC]
C0982332,C4722075,has_therapeutic_class,MED-RT,"acellular pertussis vaccine, inactivated",Immunological Agents [TC]
C0982340,C4722089,has_therapeutic_class,MED-RT,phenyltoloxamine resin complex,Analgesics [TC]
C0982361,C0282686,has_therapeutic_class,MED-RT,promethazine hydrobromide,Respiratory System Agents
C0982363,C4722060,has_therapeutic_class,MED-RT,propylene glycol monostearate,Ophthalmic Agents [TC]
C0982366,C0017173,has_therapeutic_class,MED-RT,psyllium hydrocolloid,Gastrointestinal Agents
C0982369,C0017173,has_therapeutic_class,MED-RT,"psyllium seed coatings,blond",Gastrointestinal Agents
C0982395,C4722078,has_therapeutic_class,MED-RT,sodium phosphate dihydrate,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0982396,C4722078,has_therapeutic_class,MED-RT,"sodium phosphate, dibasic, anhydrous",Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0982435,C4722053,has_therapeutic_class,MED-RT,thiobutabarbital sodium,Sedatives/Hypnotics [TC]
C0982437,C4722078,has_therapeutic_class,MED-RT,"tocopheryl acid succinate,D-alpha",Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0982443,C0003308,has_therapeutic_class,MED-RT,undecylenate,Antifungal Agents
C0991770,C0358514,has_therapeutic_class,MED-RT,"albumin,iodinated I-125 serum",Diagnostic agents
C0991776,C0358514,has_therapeutic_class,MED-RT,Curvularia inequalis allergenic extract,Diagnostic agents
C0991776,C4722075,has_therapeutic_class,MED-RT,Curvularia inequalis allergenic extract,Immunological Agents [TC]
C0991776,C4722090,has_therapeutic_class,MED-RT,Curvularia inequalis allergenic extract,Dermatological Agents [TC]
C0991832,C4722052,has_therapeutic_class,MED-RT,"insulin isophane, beef",Blood Glucose Regulators [TC]
C0991853,C4722078,has_therapeutic_class,MED-RT,nicotinamide hydriodide,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0991869,C4722060,has_therapeutic_class,MED-RT,propylene glycol diacetate,Ophthalmic Agents [TC]
C0993223,C4722052,has_therapeutic_class,MED-RT,"insulin isophane, beef-pork",Blood Glucose Regulators [TC]
C0994472,C4722078,has_therapeutic_class,MED-RT,dl-alpha tocopheryl acetate,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0994494,C0358514,has_therapeutic_class,MED-RT,parsley extract,Diagnostic agents
C0994494,C4722075,has_therapeutic_class,MED-RT,parsley extract,Immunological Agents [TC]
C0994494,C4722090,has_therapeutic_class,MED-RT,parsley extract,Dermatological Agents [TC]
C0995001,C0358514,has_therapeutic_class,MED-RT,flaxseed extract,Diagnostic agents
C0995001,C4722075,has_therapeutic_class,MED-RT,flaxseed extract,Immunological Agents [TC]
C0995001,C4722090,has_therapeutic_class,MED-RT,flaxseed extract,Dermatological Agents [TC]
C0995188,C0003392,has_therapeutic_class,MED-RT,cetuximab,Antineoplastic Agents
C1095801,C0358514,has_therapeutic_class,MED-RT,spearmint extract,Diagnostic agents
C1095801,C4722075,has_therapeutic_class,MED-RT,spearmint extract,Immunological Agents [TC]
C1095801,C4722090,has_therapeutic_class,MED-RT,spearmint extract,Dermatological Agents [TC]
C1095904,C0358514,has_therapeutic_class,MED-RT,clove preparation,Diagnostic agents
C1095904,C4722075,has_therapeutic_class,MED-RT,clove preparation,Immunological Agents [TC]
C1095905,C4722075,has_therapeutic_class,MED-RT,beets preparation,Immunological Agents [TC]
C1095911,C0358514,has_therapeutic_class,MED-RT,wheat preparation,Diagnostic agents
C1095911,C4722075,has_therapeutic_class,MED-RT,wheat preparation,Immunological Agents [TC]
C1095911,C4722090,has_therapeutic_class,MED-RT,wheat preparation,Dermatological Agents [TC]
C1095916,C4722090,has_therapeutic_class,MED-RT,gotu kola extract,Dermatological Agents [TC]
C1096766,C4722297,has_therapeutic_class,MED-RT,cisatracurium,Skeletal Muscle Relaxants [TC]
C1098261,C4722088,has_therapeutic_class,MED-RT,safinamide,Antiparkinson Agents [TC]
C1098320,C0007220,has_therapeutic_class,MED-RT,olmesartan,Cardiovascular Agents
C1098510,C0007220,has_therapeutic_class,MED-RT,fondaparinux,Cardiovascular Agents
C1099414,C4722075,has_therapeutic_class,MED-RT,pimecrolimus,Immunological Agents [TC]
C1099456,C0003289,has_therapeutic_class,MED-RT,escitalopram,Antidepressive Agents
C1099664,C0007220,has_therapeutic_class,MED-RT,fondaparinux sodium,Cardiovascular Agents
C1099677,C4722030,has_therapeutic_class,MED-RT,solifenacin,Genitourinary Agents [TC]
C1099776,C0003451,has_therapeutic_class,MED-RT,tenofovir disoproxil fumarate,Antiviral Agents
C1099777,C4722036,has_therapeutic_class,MED-RT,frovatriptan succinate,Antimigraine Agents [TC]
C1100584,C0279516,has_therapeutic_class,MED-RT,ceftobiprole,Anti-Bacterial Agents
C1101751,C0007220,has_therapeutic_class,MED-RT,rosuvastatin calcium,Cardiovascular Agents
C1101838,C0007220,has_therapeutic_class,MED-RT,pitavastatin,Cardiovascular Agents
C1110619,C0358514,has_therapeutic_class,MED-RT,papaya extract,Diagnostic agents
C1110619,C4722090,has_therapeutic_class,MED-RT,papaya extract,Dermatological Agents [TC]
C1113707,C4722090,has_therapeutic_class,MED-RT,dimethicone,Dermatological Agents [TC]
C1120106,C0279516,has_therapeutic_class,MED-RT,ertapenem,Anti-Bacterial Agents
C1120110,C0007220,has_therapeutic_class,MED-RT,aliskiren,Cardiovascular Agents
C1120386,C0003308,has_therapeutic_class,MED-RT,micafungin,Antifungal Agents
C1120952,C4722072,has_therapeutic_class,MED-RT,norelgestromin,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C1121849,C0003392,has_therapeutic_class,MED-RT,vandetanib,Antineoplastic Agents
C1121991,C0007220,has_therapeutic_class,MED-RT,cangrelor,Cardiovascular Agents
C1122087,C0003209,has_therapeutic_class,MED-RT,adalimumab,Anti-Inflammatory Agents
C1122338,C0279516,has_therapeutic_class,MED-RT,bacampicillin hydrochloride,Anti-Bacterial Agents
C1122962,C0003392,has_therapeutic_class,MED-RT,gefitinib,Antineoplastic Agents
C1134467,C4722090,has_therapeutic_class,MED-RT,methyl 5-aminolevulinate,Dermatological Agents [TC]
C1134659,C0003392,has_therapeutic_class,MED-RT,aflibercept,Antineoplastic Agents
C1134659,C4722060,has_therapeutic_class,MED-RT,aflibercept,Ophthalmic Agents [TC]
C1135132,C0003392,has_therapeutic_class,MED-RT,ixabepilone,Antineoplastic Agents
C1135135,C0003392,has_therapeutic_class,MED-RT,erlotinib,Antineoplastic Agents
C1135662,C4722426,has_therapeutic_class,MED-RT,dornase alfa,Enzyme Replacements/Modifiers [TC]
C1136535,C4722027,has_therapeutic_class,MED-RT,pegfilgrastim,Blood Products/Modifiers/Volume Expanders [TC]
C1137102,C0003392,has_therapeutic_class,MED-RT,triptorelin pamoate,Antineoplastic Agents
C1137427,C4722426,has_therapeutic_class,MED-RT,agalsidase beta,Enzyme Replacements/Modifiers [TC]
C1137921,C0017173,has_therapeutic_class,MED-RT,tegaserod maleate,Gastrointestinal Agents
C1138626,C0358514,has_therapeutic_class,MED-RT,cocoa extract,Diagnostic agents
C1138626,C4722090,has_therapeutic_class,MED-RT,cocoa extract,Dermatological Agents [TC]
C1141639,C4722072,has_therapeutic_class,MED-RT,human chorionic gonadotropin,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C1142738,C0003308,has_therapeutic_class,MED-RT,anidulafungin,Antifungal Agents
C1142985,C0007220,has_therapeutic_class,MED-RT,ezetimibe,Cardiovascular Agents
C1143018,C0017173,has_therapeutic_class,MED-RT,obeticholic acid,Gastrointestinal Agents
C1144149,C0003392,has_therapeutic_class,MED-RT,lenalidomide,Antineoplastic Agents
C1144403,C0279516,has_therapeutic_class,MED-RT,oritavancin,Anti-Bacterial Agents
C1144481,C0007220,has_therapeutic_class,MED-RT,treprostinil sodium,Cardiovascular Agents
C1145666,C0003158,has_therapeutic_class,MED-RT,piperazine citrate,Anthelmintics
C1145701,C0003308,has_therapeutic_class,MED-RT,amphotericin B liposomal,Antifungal Agents
C1145759,C0003451,has_therapeutic_class,MED-RT,atazanavir,Antiviral Agents
C1145760,C0007220,has_therapeutic_class,MED-RT,treprostinil,Cardiovascular Agents
C1165353,C4722078,has_therapeutic_class,MED-RT,anhydrous dextrose,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C1165377,C0017173,has_therapeutic_class,MED-RT,"sodium phosphate, monobasic, anhydrous",Gastrointestinal Agents
C1169997,C0007680,has_therapeutic_class,MED-RT,dexmethylphenidate,Central Nervous System Agents
C1170000,C4722027,has_therapeutic_class,MED-RT,drotrecogin alfa,Blood Products/Modifiers/Volume Expanders [TC]
C1170011,C4722052,has_therapeutic_class,MED-RT,"insulin aspart protamine, human",Blood Glucose Regulators [TC]
C1170741,C0007680,has_therapeutic_class,MED-RT,atomoxetine hydrochloride,Central Nervous System Agents
C1170742,C0282686,has_therapeutic_class,MED-RT,dexchlorpheniramine tannate,Respiratory System Agents
C1170743,C0007680,has_therapeutic_class,MED-RT,dexmethylphenidate hydrochloride,Central Nervous System Agents
C1170744,C4722027,has_therapeutic_class,MED-RT,"drotrecogin alfa (activated), lyophilized",Blood Products/Modifiers/Volume Expanders [TC]
C1170746,C0003289,has_therapeutic_class,MED-RT,escitalopram oxalate,Antidepressive Agents
C1170754,C0040615,has_therapeutic_class,MED-RT,ziprasidone mesylate,Antipsychotic Agents
C1171274,C4722060,has_therapeutic_class,MED-RT,levobetaxolol,Ophthalmic Agents [TC]
C1172636,C0279516,has_therapeutic_class,MED-RT,dalbavancin,Anti-Bacterial Agents
C1172636,C4722090,has_therapeutic_class,MED-RT,dalbavancin,Dermatological Agents [TC]
C1172734,C4722055,has_therapeutic_class,MED-RT,natalizumab,Inflammatory Bowel Disease Agents [TC]
C1172734,C4722075,has_therapeutic_class,MED-RT,natalizumab,Immunological Agents [TC]
C1174779,C4722052,has_therapeutic_class,MED-RT,pramlintide acetate,Blood Glucose Regulators [TC]
C1174995,C4722075,has_therapeutic_class,MED-RT,efalizumab,Immunological Agents [TC]
C1176020,C0003392,has_therapeutic_class,MED-RT,sunitinib,Antineoplastic Agents
C1176306,C0003297,has_therapeutic_class,MED-RT,aprepitant,Antiemetics
C1176308,C4722030,has_therapeutic_class,MED-RT,tolvaptan,Genitourinary Agents [TC]
C1176309,C0003392,has_therapeutic_class,MED-RT,bortezomib,Antineoplastic Agents
C1176315,C0003451,has_therapeutic_class,MED-RT,fosamprenavir,Antiviral Agents
C1176316,C4722030,has_therapeutic_class,MED-RT,tadalafil,Genitourinary Agents [TC]
C1176320,C0358514,has_therapeutic_class,MED-RT,perflexane,Diagnostic agents
C1176329,C0007220,has_therapeutic_class,MED-RT,ambrisentan,Cardiovascular Agents
C1176383,C0003451,has_therapeutic_class,MED-RT,atazanavir sulfate,Antiviral Agents
C1178484,C0282686,has_therapeutic_class,MED-RT,diphenhydramine tannate,Respiratory System Agents
C1178489,C4722036,has_therapeutic_class,MED-RT,eletriptan hydrobromide,Antimigraine Agents [TC]
C1260199,C4722428,has_therapeutic_class,MED-RT,cinacalcet hydrochloride,"Hormonal Agents, Suppressant (Parathyroid) [TC]"
C1260298,C0279516,has_therapeutic_class,MED-RT,tigecycline,Anti-Bacterial Agents
C1268876,C4722072,has_therapeutic_class,MED-RT,follitropin alfa,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C1271551,C0282686,has_therapeutic_class,MED-RT,aminophylline hydrate,Respiratory System Agents
C1271607,C4722072,has_therapeutic_class,MED-RT,lutropin alfa,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C1273043,C4722093,has_therapeutic_class,MED-RT,somatropin (recombinant DNA origin),"Hormonal Agents, Stimulant/Replacement/Modifying (Pituitary) [TC]"
C1273044,C4722093,has_therapeutic_class,MED-RT,"somatropin, E-coli derived","Hormonal Agents, Stimulant/Replacement/Modifying (Pituitary) [TC]"
C1274086,C4722078,has_therapeutic_class,MED-RT,zinc sulfate monohydrate,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C1289957,C4722089,has_therapeutic_class,MED-RT,meclofenamate,Analgesics [TC]
C1289972,C0003392,has_therapeutic_class,MED-RT,daunorubicin citrate,Antineoplastic Agents
C1291843,C4722075,has_therapeutic_class,MED-RT,influenza B virus antigen,Immunological Agents [TC]
C1302030,C0017173,has_therapeutic_class,MED-RT,amylase / lipase / protease,Gastrointestinal Agents
C1302054,C4722426,has_therapeutic_class,MED-RT,laronidase,Enzyme Replacements/Modifiers [TC]
C1306772,C0282686,has_therapeutic_class,MED-RT,tiotropium bromide,Respiratory System Agents
C1307126,C4722027,has_therapeutic_class,MED-RT,"factor VIII, human",Blood Products/Modifiers/Volume Expanders [TC]
C1310734,C0003297,has_therapeutic_class,MED-RT,palonosetron hydrochloride,Antiemetics
C1311070,C0003392,has_therapeutic_class,MED-RT,trabectedin,Antineoplastic Agents
C1313052,C4722053,has_therapeutic_class,MED-RT,tasimelteon,Sedatives/Hypnotics [TC]
C1313386,C4722052,has_therapeutic_class,MED-RT,"insulin glulisine, human",Blood Glucose Regulators [TC]
C1313616,C4722030,has_therapeutic_class,MED-RT,ospemifene,Genitourinary Agents [TC]
C1318649,C4722426,has_therapeutic_class,MED-RT,carglumic acid,Enzyme Replacements/Modifiers [TC]
C1321596,C4722426,has_therapeutic_class,MED-RT,miglustat,Enzyme Replacements/Modifiers [TC]
C1321598,C0003209,has_therapeutic_class,MED-RT,panthenol,Anti-Inflammatory Agents
C1321598,C4722090,has_therapeutic_class,MED-RT,panthenol,Dermatological Agents [TC]
C1321660,C0003451,has_therapeutic_class,MED-RT,fosamprenavir calcium,Antiviral Agents
C1321744,C1136254,has_therapeutic_class,MED-RT,gemifloxacin mesylate,Microbicides
C1321948,C0358514,has_therapeutic_class,MED-RT,rose bengal sodium,Diagnostic agents
C1321948,C4722060,has_therapeutic_class,MED-RT,rose bengal sodium,Ophthalmic Agents [TC]
C1321982,C4722089,has_therapeutic_class,MED-RT,codeine hydrochloride,Analgesics [TC]
C1323100,C4722078,has_therapeutic_class,MED-RT,"tocopherol,DL-alpha",Therapeutic Nutrients/Minerals/Electrolytes [TC]
C1328025,C0003392,has_therapeutic_class,MED-RT,pertuzumab,Antineoplastic Agents
C1328071,C4722027,has_therapeutic_class,MED-RT,methoxy polyethylene glycol-epoetin beta,Blood Products/Modifiers/Volume Expanders [TC]
C1328071,C4722430,has_therapeutic_class,MED-RT,methoxy polyethylene glycol-epoetin beta,"Hormonal Agents, Stimulant [TC]"
C1330620,C0282686,has_therapeutic_class,MED-RT,brompheniramine tannate,Respiratory System Agents
C1330622,C4722433,has_therapeutic_class,MED-RT,estradiol acetate,"Hormonal Agents, Suppressant (Sex Hormones/Modifiers) [TC]"
C1331203,C0282686,has_therapeutic_class,MED-RT,carbinoxamine tannate,Respiratory System Agents
C1337137,C0282686,has_therapeutic_class,MED-RT,pseudoephedrine polistirex,Respiratory System Agents
C1337241,C0017173,has_therapeutic_class,MED-RT,esomeprazole sodium,Gastrointestinal Agents
C1337242,C4722428,has_therapeutic_class,MED-RT,cinacalcet,"Hormonal Agents, Suppressant (Parathyroid) [TC]"
C1337342,C4722027,has_therapeutic_class,MED-RT,"thrombin, bovine",Blood Products/Modifiers/Volume Expanders [TC]
C1337344,C0358514,has_therapeutic_class,MED-RT,bicisate,Diagnostic agents
C1337361,C0017173,has_therapeutic_class,MED-RT,secretin acetate,Gastrointestinal Agents
C1337395,C4722075,has_therapeutic_class,MED-RT,mycophenolate sodium,Immunological Agents [TC]
C1365493,C0007220,has_therapeutic_class,MED-RT,bemiparin sodium,Cardiovascular Agents
C1365493,C4722027,has_therapeutic_class,MED-RT,bemiparin sodium,Blood Products/Modifiers/Volume Expanders [TC]
C1365510,C0003289,has_therapeutic_class,MED-RT,paroxetine mesylate,Antidepressive Agents
C1367202,C0003392,has_therapeutic_class,MED-RT,ipilimumab,Antineoplastic Agents
C1369325,C0003195,has_therapeutic_class,MED-RT,gallopamil hydrochloride,Anti-Arrhythmia Agents
C1372952,C4722075,has_therapeutic_class,MED-RT,varicella zoster immune globulin (human),Immunological Agents [TC]
C1383389,C0003374,has_therapeutic_class,MED-RT,chloroquine hydrochloride,Antimalarials
C1383389,C0003416,has_therapeutic_class,MED-RT,chloroquine hydrochloride,Antiprotozoal Agents
C1433439,C0358514,has_therapeutic_class,MED-RT,gadofosveset trisodium,Diagnostic agents
C1434792,C0003451,has_therapeutic_class,MED-RT,ibalizumab,Antiviral Agents
C1435444,C0003451,has_therapeutic_class,MED-RT,darunavir,Antiviral Agents
C1435749,C0003392,has_therapeutic_class,MED-RT,melphalan flufenamide,Antineoplastic Agents
C1436328,C4722053,has_therapeutic_class,MED-RT,eszopiclone,Sedatives/Hypnotics [TC]
C1445421,C0358514,has_therapeutic_class,MED-RT,Aspergillus fumigatus allergenic extract,Diagnostic agents
C1445421,C4722075,has_therapeutic_class,MED-RT,Aspergillus fumigatus allergenic extract,Immunological Agents [TC]
C1445421,C4722090,has_therapeutic_class,MED-RT,Aspergillus fumigatus allergenic extract,Dermatological Agents [TC]
C1445424,C0358514,has_therapeutic_class,MED-RT,Botrytis cinerea allergenic extract,Diagnostic agents
C1445424,C4722075,has_therapeutic_class,MED-RT,Botrytis cinerea allergenic extract,Immunological Agents [TC]
C1445424,C4722090,has_therapeutic_class,MED-RT,Botrytis cinerea allergenic extract,Dermatological Agents [TC]
C1445426,C0358514,has_therapeutic_class,MED-RT,Chaetomium globosum allergenic extract,Diagnostic agents
C1445426,C4722075,has_therapeutic_class,MED-RT,Chaetomium globosum allergenic extract,Immunological Agents [TC]
C1445426,C4722090,has_therapeutic_class,MED-RT,Chaetomium globosum allergenic extract,Dermatological Agents [TC]
C1445427,C0358514,has_therapeutic_class,MED-RT,Cladosporium herbarum allergenic extract,Diagnostic agents
C1445427,C4722075,has_therapeutic_class,MED-RT,Cladosporium herbarum allergenic extract,Immunological Agents [TC]
C1445427,C4722090,has_therapeutic_class,MED-RT,Cladosporium herbarum allergenic extract,Dermatological Agents [TC]
C1445698,C4722027,has_therapeutic_class,MED-RT,"heparin sodium, bovine",Blood Products/Modifiers/Volume Expanders [TC]
C1450857,C0003374,has_therapeutic_class,MED-RT,tafenoquine succinate,Antimalarials
C1450857,C0003416,has_therapeutic_class,MED-RT,tafenoquine succinate,Antiprotozoal Agents
C1451502,C4722060,has_therapeutic_class,MED-RT,tafluprost,Ophthalmic Agents [TC]
C1451733,C4722029,has_therapeutic_class,MED-RT,"dibasic calcium phosphate, dihydrate",Dental and Oral Agents [TC]
C1451975,C0007680,has_therapeutic_class,MED-RT,arimoclomol,Central Nervous System Agents
C1453642,C0279516,has_therapeutic_class,MED-RT,telavancin,Anti-Bacterial Agents
C1453933,C0003451,has_therapeutic_class,MED-RT,telbivudine,Antiviral Agents
C1455035,C0003392,has_therapeutic_class,MED-RT,degarelix,Antineoplastic Agents
C1455147,C0003392,has_therapeutic_class,MED-RT,dasatinib,Antineoplastic Agents
C1456408,C0007680,has_therapeutic_class,MED-RT,liraglutide,Central Nervous System Agents
C1456409,C0003204,has_therapeutic_class,MED-RT,etravirine,Anti-Infective Agents
C1504917,C0003392,has_therapeutic_class,MED-RT,lapatinib ditosylate,Antineoplastic Agents
C1505020,C0003289,has_therapeutic_class,MED-RT,duloxetine hydrochloride,Antidepressive Agents
C1506770,C0003392,has_therapeutic_class,MED-RT,lapatinib,Antineoplastic Agents
C1508746,C0358514,has_therapeutic_class,MED-RT,egg extract,Diagnostic agents
C1508746,C4722090,has_therapeutic_class,MED-RT,egg extract,Dermatological Agents [TC]
C1508750,C0017173,has_therapeutic_class,MED-RT,alvimopan,Gastrointestinal Agents
C1508759,C0003451,has_therapeutic_class,MED-RT,maribavir,Antiviral Agents
C1509436,C4722030,has_therapeutic_class,MED-RT,solifenacin succinate,Genitourinary Agents [TC]
C1509560,C4722078,has_therapeutic_class,MED-RT,magnesium glycinate,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C1509873,C0007680,has_therapeutic_class,MED-RT,acetylcarnitine hydrochloride,Central Nervous System Agents
C1509932,C0003209,has_therapeutic_class,MED-RT,chondroitin sulfate A sodium,Anti-Inflammatory Agents
C1516119,C0003392,has_therapeutic_class,MED-RT,sorafenib,Antineoplastic Agents
C1527027,C0003392,has_therapeutic_class,MED-RT,romidepsin,Antineoplastic Agents
C1529400,C4722060,has_therapeutic_class,MED-RT,aceclidine hydrochloride,Ophthalmic Agents [TC]
C1529800,C0007220,has_therapeutic_class,MED-RT,bosentan monohydrate,Cardiovascular Agents
C1530072,C0003289,has_therapeutic_class,MED-RT,vilazodone,Antidepressive Agents
C1530889,C0017173,has_therapeutic_class,MED-RT,teduglutide,Gastrointestinal Agents
C1533126,C0007680,has_therapeutic_class,MED-RT,milnacipran,Central Nervous System Agents
C1533491,C0003392,has_therapeutic_class,MED-RT,erlotinib hydrochloride,Antineoplastic Agents
C1533643,C4722090,has_therapeutic_class,MED-RT,glycolic acid,Dermatological Agents [TC]
C1533699,C0003392,has_therapeutic_class,MED-RT,gemtuzumab ozogamicin,Antineoplastic Agents
C1541483,C4722075,has_therapeutic_class,MED-RT,eculizumab,Immunological Agents [TC]
C1564716,C0007220,has_therapeutic_class,MED-RT,fendiline hydrochloride,Cardiovascular Agents
C1565316,C4722053,has_therapeutic_class,MED-RT,ramelteon,Sedatives/Hypnotics [TC]
C1565750,C4722052,has_therapeutic_class,MED-RT,sitagliptin,Blood Glucose Regulators [TC]
C1566537,C4722060,has_therapeutic_class,MED-RT,ranibizumab,Ophthalmic Agents [TC]
C1566537,C4722075,has_therapeutic_class,MED-RT,ranibizumab,Immunological Agents [TC]
C1566826,C0003451,has_therapeutic_class,MED-RT,rilpivirine,Antiviral Agents
C1567130,C0003392,has_therapeutic_class,MED-RT,inotuzumab ozogamicin,Antineoplastic Agents
C1569608,C0007680,has_therapeutic_class,MED-RT,varenicline,Central Nervous System Agents
C1571574,C4722072,has_therapeutic_class,MED-RT,bazedoxifene acetate,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C1571583,C4722027,has_therapeutic_class,MED-RT,dabigatran etexilate,Blood Products/Modifiers/Volume Expanders [TC]
C1572407,C0358514,has_therapeutic_class,MED-RT,wheat smut allergenic extract,Diagnostic agents
C1572407,C4722075,has_therapeutic_class,MED-RT,wheat smut allergenic extract,Immunological Agents [TC]
C1572407,C4722090,has_therapeutic_class,MED-RT,wheat smut allergenic extract,Dermatological Agents [TC]
C1572489,C0007680,has_therapeutic_class,MED-RT,magnesium sulfate anhydrous,Central Nervous System Agents
C1572489,C4722078,has_therapeutic_class,MED-RT,magnesium sulfate anhydrous,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C1572727,C0358514,has_therapeutic_class,MED-RT,fanolesomab,Diagnostic agents
C1576818,C0282686,has_therapeutic_class,MED-RT,levalbuterol tartrate,Respiratory System Agents
C1576966,C4722075,has_therapeutic_class,MED-RT,tacrolimus monohydrate,Immunological Agents [TC]
C1577018,C4722075,has_therapeutic_class,MED-RT,cyclosporine microemulsion,Immunological Agents [TC]
C1577176,C4722030,has_therapeutic_class,MED-RT,darifenacin hydrobromide,Genitourinary Agents [TC]
C1577317,C4722089,has_therapeutic_class,MED-RT,ziconotide acetate,Analgesics [TC]
C1577331,C4722426,has_therapeutic_class,MED-RT,"hyaluronidase, ovine",Enzyme Replacements/Modifiers [TC]
C1579318,C4722075,has_therapeutic_class,MED-RT,"Japanese encephalitis virus vaccine, inactivated",Immunological Agents [TC]
C1579389,C0282686,has_therapeutic_class,MED-RT,tiotropium bromide monohydrate,Respiratory System Agents
C1579393,C0282686,has_therapeutic_class,MED-RT,formoterol fumarate dihydrate,Respiratory System Agents
