CUI1,CUI2,RELA,SAB
C0008809,C0003175,may_treat,MED-RT
C0008809,C0003869,may_treat,MED-RT
C0008809,C0004623,may_prevent,MED-RT
C0008809,C0004623,may_treat,MED-RT
C0008809,C0009768,may_treat,MED-RT
C0008809,C0010692,may_treat,MED-RT
C0008809,C0011991,may_treat,MED-RT
C0008809,C0014836,may_treat,MED-RT
C0008809,C0018081,may_treat,MED-RT
C0008809,C0027947,may_treat,MED-RT
C0008809,C0029443,may_treat,MED-RT
C0008809,C0029878,may_treat,MED-RT
C0008809,C0033581,may_treat,MED-RT
C0008809,C0033740,may_prevent,MED-RT
C0008809,C0033740,may_treat,MED-RT
C0008809,C0041466,may_treat,MED-RT
C0008809,C0042029,may_treat,MED-RT
C0008838,C0019829,may_treat,MED-RT
C0008838,C0026764,may_treat,MED-RT
C0008838,C0027947,contraindicated_with_disease,MED-RT
C0008838,C0040034,contraindicated_with_disease,MED-RT
C0008838,C1384666,contraindicated_with_disease,MED-RT
C0008845,C0001973,may_treat,MED-RT
C0008845,C0028768,may_treat,MED-RT
C0008846,C0025637,contraindicated_with_disease,MED-RT
C0008929,C0042109,may_treat,MED-RT
C0008947,C0001144,may_treat,MED-RT
C0008947,C0004623,may_prevent,MED-RT
C0008947,C0004623,may_treat,MED-RT
C0008947,C0040558,may_treat,MED-RT
C0008947,C0085605,contraindicated_with_disease,MED-RT
C0008996,C0023348,may_treat,MED-RT
C0009002,C0016977,contraindicated_with_disease,MED-RT
C0009002,C0085605,contraindicated_with_disease,MED-RT
C0009002,C1956346,may_prevent,MED-RT
C0009002,C1956346,may_treat,MED-RT
C0009008,C0001621,contraindicated_with_disease,MED-RT
C0009008,C0021361,may_treat,MED-RT
C0009008,C0021364,may_treat,MED-RT
C0009008,C0023895,contraindicated_with_disease,MED-RT
C0009008,C0029927,contraindicated_with_disease,MED-RT
C0009008,C0040128,contraindicated_with_disease,MED-RT
C0009010,C0028768,may_treat,MED-RT
C0009011,C0005586,may_treat,MED-RT
C0009011,C0023895,contraindicated_with_disease,MED-RT
C0009011,C0035258,may_treat,MED-RT
C0009011,C0036341,may_treat,MED-RT
C0009011,C0040188,may_treat,MED-RT
C0009011,C0238111,may_treat,MED-RT
C0009014,C0011991,may_treat,MED-RT
C0009014,C0013390,may_treat,MED-RT
C0009014,C0017601,may_treat,MED-RT
C0009014,C0019087,contraindicated_with_disease,MED-RT
C0009014,C0040517,may_treat,MED-RT
C0009014,C1263846,may_treat,MED-RT
C0009025,C0003469,may_treat,MED-RT
C0009033,C0003469,may_treat,MED-RT
C0009053,C0013312,may_treat,MED-RT
C0009073,C0003469,may_treat,MED-RT
C0009074,C0006849,may_prevent,MED-RT
C0009074,C0006849,may_treat,MED-RT
C0009074,C0026946,may_prevent,MED-RT
C0009074,C0026946,may_treat,MED-RT
C0009074,C0040259,may_treat,MED-RT
C0009074,C0700345,may_treat,MED-RT
C0009077,C0007642,may_treat,MED-RT
C0009077,C0022408,may_treat,MED-RT
C0009077,C0029443,may_treat,MED-RT
C0009077,C0042029,may_treat,MED-RT
C0009079,C0005586,may_treat,MED-RT
C0009079,C0009421,contraindicated_with_disease,MED-RT
C0009079,C0014544,contraindicated_with_disease,MED-RT
C0009079,C0027947,contraindicated_with_disease,MED-RT
C0009079,C0036341,may_treat,MED-RT
C0009137,C0033860,may_treat,MED-RT
C0009137,C0036508,may_treat,MED-RT
C0009148,C0004604,may_treat,MED-RT
C0009170,C0010200,may_treat,MED-RT
C0009213,C0020502,may_treat,MED-RT
C0009213,C0020598,may_treat,MED-RT
C0009213,C0028077,may_treat,MED-RT
C0009213,C0033860,may_treat,MED-RT
C0009213,C0042842,may_prevent,MED-RT
C0009213,C0042842,may_treat,MED-RT
C0009213,C0042870,may_prevent,MED-RT
C0009213,C0043349,may_treat,MED-RT
C0009214,C0010200,may_treat,MED-RT
C0009214,C0021843,contraindicated_with_disease,MED-RT
C0009217,C0010200,may_treat,MED-RT
C0009217,C0021843,contraindicated_with_disease,MED-RT
C0009262,C0002726,may_treat,MED-RT
C0009262,C0018099,may_prevent,MED-RT
C0009262,C0018099,may_treat,MED-RT
C0009262,C0018939,contraindicated_with_disease,MED-RT
C0009262,C0023892,may_treat,MED-RT
C0009262,C0023895,contraindicated_with_disease,MED-RT
C0009279,C0011991,may_treat,MED-RT
C0009279,C0021843,contraindicated_with_disease,MED-RT
C0009279,C1956346,may_prevent,MED-RT
C0009279,C1956346,may_treat,MED-RT
C0009315,C0004623,may_prevent,MED-RT
C0009315,C0004623,may_treat,MED-RT
C0009315,C0014836,may_treat,MED-RT
C0009315,C0042029,may_treat,MED-RT
C0010137,C0003873,may_prevent,MED-RT
C0010137,C0005138,may_treat,MED-RT
C0010137,C0009324,may_treat,MED-RT
C0010137,C0011606,may_treat,MED-RT
C0010137,C0011615,may_treat,MED-RT
C0010137,C0011633,may_treat,MED-RT
C0010137,C0014742,may_treat,MED-RT
C0010137,C0022568,may_treat,MED-RT
C0010137,C0023418,may_treat,MED-RT
C0010137,C0024141,may_treat,MED-RT
C0010137,C0026946,contraindicated_with_disease,MED-RT
C0010137,C0026948,may_treat,MED-RT
C0010137,C0030807,may_treat,MED-RT
C0010137,C0033860,may_treat,MED-RT
C0010137,C0035435,may_treat,MED-RT
C0010137,C0036202,may_treat,MED-RT
C0010137,C0036508,may_treat,MED-RT
C0010137,C0038013,may_treat,MED-RT
C0010137,C0040147,may_treat,MED-RT
C0010137,C0041327,may_treat,MED-RT
C0010137,C2607914,may_treat,MED-RT
C0010523,C0042029,may_treat,MED-RT
C0010547,C0042963,may_prevent,MED-RT
C0010547,C0042963,may_treat,MED-RT
C0010583,C0006413,may_treat,MED-RT
C0010583,C0019829,may_treat,MED-RT
C0010583,C0026764,may_treat,MED-RT
C0010583,C0026769,may_treat,MED-RT
C0010583,C0026896,may_treat,MED-RT
C0010583,C0026948,may_treat,MED-RT
C0010583,C0035435,may_treat,MED-RT
C0010583,C0042075,contraindicated_with_disease,MED-RT
C0010583,C3495801,may_treat,MED-RT
C0010590,C0001973,contraindicated_with_disease,MED-RT
C0010590,C0014544,contraindicated_with_disease,MED-RT
C0010590,C0014836,may_treat,MED-RT
C0010590,C0017205,may_treat,MED-RT
C0010590,C0042029,may_treat,MED-RT
C0010590,C0042075,contraindicated_with_disease,MED-RT
C0010592,C0003873,contraindicated_with_disease,MED-RT
C0010592,C0003873,may_treat,MED-RT
C0010592,C0018133,may_prevent,MED-RT
C0010592,C0024141,may_treat,MED-RT
C0010592,C0026896,may_treat,MED-RT
C0010592,C0033860,contraindicated_with_disease,MED-RT
C0010592,C0033860,may_treat,MED-RT
C0010620,C0005747,may_treat,MED-RT
C0010620,C0009088,may_treat,MED-RT
C0010620,C0027577,may_treat,MED-RT
C0010620,C0030920,contraindicated_with_disease,MED-RT
C0010620,C0033774,may_treat,MED-RT
C0010620,C0036341,may_treat,MED-RT
C0010620,C0042109,may_treat,MED-RT
C0010648,C4316899,may_treat,MED-RT
C0010711,C0023418,may_treat,MED-RT
C0010927,C0019829,may_treat,MED-RT
C0010927,C1328479,may_treat,MED-RT
C0010934,C0019360,contraindicated_with_disease,MED-RT
C0010934,C0036220,may_treat,MED-RT
C0010934,C2931618,may_treat,MED-RT
C0010961,C0014175,may_treat,MED-RT
C0010961,C0017412,contraindicated_with_disease,MED-RT
C0010961,C0018799,contraindicated_with_disease,MED-RT
C0010961,C0023895,contraindicated_with_disease,MED-RT
C0010976,C0007789,may_treat,MED-RT
C0010976,C0023895,contraindicated_with_disease,MED-RT
C0010976,C0024591,may_treat,MED-RT
C0010976,C0026769,may_treat,MED-RT
C0010976,C0027849,may_treat,MED-RT
C0010977,C0007789,may_treat,MED-RT
C0010977,C0023895,contraindicated_with_disease,MED-RT
C0010977,C0024591,may_treat,MED-RT
C0010977,C0026769,may_treat,MED-RT
C0010977,C0027849,may_treat,MED-RT
C0010980,C0023348,may_treat,MED-RT
C0010980,C0024530,may_prevent,MED-RT
C0010980,C0032453,may_treat,MED-RT
C0010980,C0040558,may_prevent,MED-RT
C0011015,C0003811,contraindicated_with_disease,MED-RT
C0011015,C0018801,contraindicated_with_disease,MED-RT
C0011015,C0027947,contraindicated_with_disease,MED-RT
C0011015,C0030312,contraindicated_with_disease,MED-RT
C0011015,C0040034,contraindicated_with_disease,MED-RT
C0011145,C0005940,may_treat,MED-RT
C0011145,C0010034,may_treat,MED-RT
C0011145,C0018995,contraindicated_with_disease,MED-RT
C0011145,C0018995,may_treat,MED-RT
C0011148,C0005940,may_treat,MED-RT
C0011148,C0010034,may_treat,MED-RT
C0011148,C0018995,contraindicated_with_disease,MED-RT
C0011148,C0018995,may_treat,MED-RT
C0011276,C0001144,may_treat,MED-RT
C0011276,C0001261,may_treat,MED-RT
C0011276,C0004623,may_prevent,MED-RT
C0011276,C0004623,may_treat,MED-RT
C0011276,C0008354,may_treat,MED-RT
C0011276,C0018081,may_treat,MED-RT
C0011276,C0021141,may_treat,MED-RT
C0011276,C0024286,may_treat,MED-RT
C0011276,C0032064,may_treat,MED-RT
C0011276,C0032302,may_treat,MED-RT
C0011276,C0033740,may_prevent,MED-RT
C0011276,C0033740,may_treat,MED-RT
C0011276,C0035793,may_treat,MED-RT
C0011276,C0040592,may_treat,MED-RT
C0011276,C0041466,may_treat,MED-RT
C0011276,C0042029,may_treat,MED-RT
C0011276,C0043167,may_treat,MED-RT
C0011279,C0003469,may_treat,MED-RT
C0011685,C1263846,may_treat,MED-RT
C0011689,C0002726,contraindicated_with_disease,MED-RT
C0011689,C0018801,may_prevent,MED-RT
C0011689,C0018801,may_treat,MED-RT
C0011689,C0039240,may_treat,MED-RT
C0011689,C0042510,contraindicated_with_disease,MED-RT
C0011689,C0042514,contraindicated_with_disease,MED-RT
C0011701,C0040034,may_treat,MED-RT
C0011701,C0042974,contraindicated_with_disease,MED-RT
C0011701,C0042974,may_treat,MED-RT
C0011777,C0009324,may_treat,MED-RT
C0011777,C0022568,may_treat,MED-RT
C0011777,C0023418,may_treat,MED-RT
C0011777,C0024141,may_treat,MED-RT
C0011777,C0026948,may_treat,MED-RT
C0011777,C0027430,may_prevent,MED-RT
C0011777,C0030807,may_treat,MED-RT
C0011777,C0035435,may_treat,MED-RT
C0011777,C0036202,may_treat,MED-RT
C0011777,C0038013,may_treat,MED-RT
C0011777,C0040147,may_treat,MED-RT
C0011777,C0041322,contraindicated_with_disease,MED-RT
C0011777,C0041327,may_treat,MED-RT
C0011777,C0042963,may_prevent,MED-RT
C0011777,C0042963,may_treat,MED-RT
C0011779,C0009324,may_treat,MED-RT
C0011779,C0022568,may_treat,MED-RT
C0011779,C0023418,may_treat,MED-RT
C0011779,C0024141,may_treat,MED-RT
C0011779,C0026948,may_treat,MED-RT
C0011779,C0027430,may_prevent,MED-RT
C0011779,C0030807,may_treat,MED-RT
C0011779,C0035435,may_treat,MED-RT
C0011779,C0036202,may_treat,MED-RT
C0011779,C0038013,may_treat,MED-RT
C0011779,C0040147,may_treat,MED-RT
C0011779,C0041322,contraindicated_with_disease,MED-RT
C0011779,C0041327,may_treat,MED-RT
C0011779,C0042963,may_prevent,MED-RT
C0011779,C0042963,may_treat,MED-RT
C0011782,C0028754,may_treat,MED-RT
C0011782,C0035460,may_treat,MED-RT
C0011782,C0042024,may_treat,MED-RT
C0011786,C0028754,may_prevent,MED-RT
C0011786,C0028754,may_treat,MED-RT
C0011793,C0005779,contraindicated_with_disease,MED-RT
C0011793,C0036974,may_treat,MED-RT
C0011793,C0040034,contraindicated_with_disease,MED-RT
C0011795,C0005779,contraindicated_with_disease,MED-RT
C0011795,C0036974,may_treat,MED-RT
C0011795,C0040034,contraindicated_with_disease,MED-RT
C0011796,C0005779,contraindicated_with_disease,MED-RT
C0011796,C0036974,may_treat,MED-RT
C0011796,C0040034,contraindicated_with_disease,MED-RT
C0011810,C0017601,contraindicated_with_disease,MED-RT
C0011810,C0027404,may_treat,MED-RT
C0011810,C1263846,may_treat,MED-RT
C0011812,C0017601,contraindicated_with_disease,MED-RT
C0011812,C0027404,may_treat,MED-RT
C0011812,C1263846,may_treat,MED-RT
C0011816,C0010200,may_prevent,MED-RT
C0011816,C0010200,may_treat,MED-RT
C0011824,C0018801,contraindicated_with_disease,MED-RT
C0011824,C0035439,contraindicated_with_disease,MED-RT
C0011824,C0085605,contraindicated_with_disease,MED-RT
C0011824,C1956346,may_prevent,MED-RT
C0011824,C1956346,may_treat,MED-RT
C0012010,C0017612,contraindicated_with_disease,MED-RT
C0012022,C0020505,may_treat,MED-RT
C0012022,C0020615,contraindicated_with_disease,MED-RT
C0012022,C0020615,may_treat,MED-RT
C0012050,C0033774,may_treat,MED-RT
C0012050,C0038814,may_treat,MED-RT
C0012050,C0162823,may_treat,MED-RT
C0012086,C0001122,contraindicated_with_disease,MED-RT
C0012086,C0017601,may_treat,MED-RT
C0012086,C0020621,contraindicated_with_disease,MED-RT
C0012086,C0023895,contraindicated_with_disease,MED-RT
C0012091,C0003873,may_treat,MED-RT
C0012091,C0013390,may_treat,MED-RT
C0012091,C0029408,may_treat,MED-RT
C0012091,C0038013,may_treat,MED-RT
C0012091,C0042109,contraindicated_with_disease,MED-RT
C0012091,C0085636,may_treat,MED-RT
C0012091,C3495559,may_treat,MED-RT
C0012093,C0004623,may_prevent,MED-RT
C0012093,C0004623,may_treat,MED-RT
C0012093,C0007642,may_treat,MED-RT
C0012093,C0029443,may_treat,MED-RT
C0012093,C0042029,may_treat,MED-RT
C0012125,C0009324,contraindicated_with_disease,MED-RT
C0012125,C0014868,contraindicated_with_disease,MED-RT
C0012125,C0017601,contraindicated_with_disease,MED-RT
C0012125,C0021843,contraindicated_with_disease,MED-RT
C0012125,C0022104,may_treat,MED-RT
C0012125,C0026896,contraindicated_with_disease,MED-RT
C0012133,C0019693,may_prevent,MED-RT
C0012133,C0019693,may_treat,MED-RT
C0012201,C0017601,contraindicated_with_disease,MED-RT
C0012201,C0028754,may_treat,MED-RT
C0012201,C0040517,contraindicated_with_disease,MED-RT
C0012228,C0003873,may_treat,MED-RT
C0012228,C0029408,may_treat,MED-RT
C0012228,C1527304,contraindicated_with_disease,MED-RT
C0012258,C0002726,contraindicated_with_disease,MED-RT
C0012258,C0003469,may_treat,MED-RT
C0012258,C0018801,may_prevent,MED-RT
C0012258,C0018801,may_treat,MED-RT
C0012258,C0036980,may_treat,MED-RT
C0012258,C0039240,may_treat,MED-RT
C0012258,C0042510,contraindicated_with_disease,MED-RT
C0012258,C0042514,contraindicated_with_disease,MED-RT
C0012265,C0002726,contraindicated_with_disease,MED-RT
C0012265,C0003469,may_treat,MED-RT
C0012265,C0018801,may_prevent,MED-RT
C0012265,C0018801,may_treat,MED-RT
C0012265,C0036980,may_treat,MED-RT
C0012265,C0039240,may_treat,MED-RT
C0012265,C0042510,contraindicated_with_disease,MED-RT
C0012265,C0042514,contraindicated_with_disease,MED-RT
C0012290,C0020649,may_treat,MED-RT
C0012290,C0149931,may_prevent,MED-RT
C0012291,C0009088,may_treat,MED-RT
C0012291,C0018991,contraindicated_with_disease,MED-RT
C0012291,C0020651,may_treat,MED-RT
C0012291,C0023895,contraindicated_with_disease,MED-RT
C0012291,C0149931,may_treat,MED-RT
C0012306,C0010200,may_treat,MED-RT
C0012319,C0020502,may_treat,MED-RT
C0012319,C0020598,may_treat,MED-RT
C0012322,C0015423,contraindicated_with_disease,MED-RT
C0012341,C0010691,may_treat,MED-RT
C0012341,C0023895,contraindicated_with_disease,MED-RT
C0012341,C0155305,contraindicated_with_disease,MED-RT
C0012373,C0004245,contraindicated_with_disease,MED-RT
C0012373,C0020649,contraindicated_with_disease,MED-RT
C0012373,C0034063,contraindicated_with_disease,MED-RT
C0012373,C0039240,may_treat,MED-RT
C0012381,C0042963,may_prevent,MED-RT
C0012381,C0042963,may_treat,MED-RT
C0012383,C0023176,may_treat,MED-RT
C0012383,C0023895,contraindicated_with_disease,MED-RT
C0012383,C0311375,may_treat,MED-RT
C0012472,C2931618,may_treat,MED-RT
C0012522,C0003469,may_treat,MED-RT
C0012522,C0037383,may_treat,MED-RT
C0012522,C0042109,may_treat,MED-RT
C0012525,C0011175,contraindicated_with_disease,MED-RT
C0012525,C0011991,contraindicated_with_disease,MED-RT
C0012525,C0011991,may_prevent,MED-RT
C0012525,C0011991,may_treat,MED-RT
C0012525,C0022346,contraindicated_with_disease,MED-RT
C0012525,C0023895,contraindicated_with_disease,MED-RT
C0012551,C0004623,contraindicated_with_disease,MED-RT
C0012582,C0043144,contraindicated_with_disease,MED-RT
C0012694,C0009763,may_treat,MED-RT
C0012695,C0023176,may_prevent,MED-RT
C0012695,C0042510,may_treat,MED-RT
C0012695,C0042514,may_treat,MED-RT
C0012702,C0003811,may_prevent,MED-RT
C0012702,C0003811,may_treat,MED-RT
C0012702,C0023976,contraindicated_with_disease,MED-RT
C0012702,C0033036,may_prevent,MED-RT
C0012702,C0036980,contraindicated_with_disease,MED-RT
C0012702,C0042514,may_prevent,MED-RT
C0012702,C0151636,may_treat,MED-RT
C0012772,C0001973,may_prevent,MED-RT
C0012772,C0001973,may_treat,MED-RT
C0012772,C1956346,contraindicated_with_disease,MED-RT
C0012792,C0024591,contraindicated_with_disease,MED-RT
C0013030,C0020649,may_treat,MED-RT
C0013030,C0036974,may_treat,MED-RT
C0013030,C0042510,contraindicated_with_disease,MED-RT
C0013084,C0013404,contraindicated_with_disease,MED-RT
C0013084,C0014544,contraindicated_with_disease,MED-RT
C0013084,C0016196,contraindicated_with_disease,MED-RT
C0013084,C0018801,contraindicated_with_disease,MED-RT
C0013084,C0027868,contraindicated_with_disease,MED-RT
C0013084,C0032326,contraindicated_with_disease,MED-RT
C0013084,C0038454,contraindicated_with_disease,MED-RT
C0013084,C1956346,contraindicated_with_disease,MED-RT
C0013085,C0003469,may_treat,MED-RT
C0013085,C0011615,may_treat,MED-RT
C0013085,C0033774,may_treat,MED-RT
C0013085,C0080274,contraindicated_with_disease,MED-RT
C0013089,C0003811,contraindicated_with_disease,MED-RT
C0013089,C0018801,contraindicated_with_disease,MED-RT
C0013089,C0019829,may_treat,MED-RT
C0013089,C0023895,contraindicated_with_disease,MED-RT
C0013089,C0027947,contraindicated_with_disease,MED-RT
C0013089,C0040034,contraindicated_with_disease,MED-RT
C0013090,C0003175,may_treat,MED-RT
C0013090,C0008354,may_treat,MED-RT
C0013090,C0018190,may_treat,MED-RT
C0013090,C0023895,contraindicated_with_disease,MED-RT
C0013090,C0024530,may_prevent,MED-RT
C0013090,C0032064,may_treat,MED-RT
C0013090,C0035021,may_treat,MED-RT
C0013090,C0035793,may_treat,MED-RT
C0013090,C0040592,may_treat,MED-RT
C0013092,C0018681,may_treat,MED-RT
C0013136,C0023976,contraindicated_with_disease,MED-RT
C0013136,C0042963,may_prevent,MED-RT
C0013530,C0014877,may_treat,MED-RT
C0013530,C0017601,may_treat,MED-RT
C0013530,C0017612,may_treat,MED-RT
C0013547,C0026946,may_prevent,MED-RT
C0013547,C0026946,may_treat,MED-RT
C0013547,C0040259,may_treat,MED-RT
C0013547,C0040262,may_treat,MED-RT
C0013615,C0021843,contraindicated_with_disease,MED-RT
C0013615,C0042075,contraindicated_with_disease,MED-RT
C0013617,C0021843,contraindicated_with_disease,MED-RT
C0013617,C0042075,contraindicated_with_disease,MED-RT
C0013618,C0042514,may_treat,MED-RT
C0013974,C0002438,may_treat,MED-RT
C0014025,C0003873,may_treat,MED-RT
C0014025,C0004775,may_treat,MED-RT
C0014025,C0018801,may_treat,MED-RT
C0014025,C0020428,contraindicated_with_disease,MED-RT
C0014025,C0020649,contraindicated_with_disease,MED-RT
C0014027,C0003873,may_prevent,MED-RT
C0014027,C0003873,may_treat,MED-RT
C0014027,C0004775,may_treat,MED-RT
C0014027,C0018801,may_treat,MED-RT
C0014277,C0023895,contraindicated_with_disease,MED-RT
C0014277,C0024591,contraindicated_with_disease,MED-RT
C0014277,C0151636,may_treat,MED-RT
C0014310,C0014836,may_treat,MED-RT
C0014310,C0018081,may_treat,MED-RT
C0014310,C0042029,may_treat,MED-RT
C0014479,C0003811,contraindicated_with_disease,MED-RT
C0014479,C0020651,may_treat,MED-RT
C0014563,C0003811,contraindicated_with_disease,MED-RT
C0014563,C0017612,may_treat,MED-RT
C0014563,C0018790,may_treat,MED-RT
C0014563,C0020649,may_treat,MED-RT
C0014563,C0042510,may_treat,MED-RT
C0014563,C0042514,may_treat,MED-RT
C0014582,C0003811,contraindicated_with_disease,MED-RT
C0014582,C0018801,contraindicated_with_disease,MED-RT
C0014582,C0027947,contraindicated_with_disease,MED-RT
C0014582,C0085605,contraindicated_with_disease,MED-RT
C0014582,C0878544,contraindicated_with_disease,MED-RT
C0014695,C0020626,may_treat,MED-RT
C0014695,C0024523,contraindicated_with_disease,MED-RT
C0014710,C0009088,may_treat,MED-RT
C0014710,C0023895,contraindicated_with_disease,MED-RT
C0014710,C0149931,may_treat,MED-RT
C0014758,C0002871,contraindicated_with_disease,MED-RT
C0014758,C0002962,may_prevent,MED-RT
C0014758,C0002962,may_treat,MED-RT
C0014758,C0020649,contraindicated_with_disease,MED-RT
C0014806,C0001144,may_treat,MED-RT
C0014806,C0004623,may_prevent,MED-RT
C0014806,C0004623,may_treat,MED-RT
C0014806,C0007947,may_treat,MED-RT
C0014806,C0014752,may_treat,MED-RT
C0014806,C0018081,may_treat,MED-RT
C0014806,C0023241,may_treat,MED-RT
C0014806,C0023895,contraindicated_with_disease,MED-RT
C0014806,C0033740,may_prevent,MED-RT
C0014806,C0033740,may_treat,MED-RT
C0014806,C0043167,may_treat,MED-RT
C0014809,C0001144,may_treat,MED-RT
C0014809,C0004623,may_prevent,MED-RT
C0014809,C0004623,may_treat,MED-RT
